gu_std,year,area_band,jeonse_price,jeonse_count,sale_price,sale_count,jeonse_ratio_pct,risk_band
광진구,2023,59㎡,47200.0,871,93500.0,193,50.48128342245989,안정(<60)
마포구,2022,기타,42000.0,2070,83250.0,202,50.45045045045045,안정(<60)
마포구,2023,84㎡,65000.0,2715,129000.0,562,50.3875968992248,안정(<60)
마포구,2021,84㎡,68200.0,1742,135400.0,546,50.369276218611525,안정(<60)
동작구,2025,84㎡,69000.0,2893,137000.0,1901,50.36496350364964,안정(<60)
은평구,2021,59㎡,40000.0,1098,79500.0,449,50.314465408805034,안정(<60)
양천구,2025,84㎡,60000.0,2095,119800.0,1250,50.08347245409015,안정(<60)
강서구,2024,기타,30000.0,3161,59900.0,971,50.08347245409015,안정(<60)
광진구,2024,기타,60000.0,787,120000.0,488,50.0,안정(<60)
강서구,2023,기타,27000.0,3637,54000.0,643,50.0,안정(<60)
양천구,2022,기타,47000.0,4532,94000.0,230,50.0,안정(<60)
강동구,2026,84㎡,65000.0,438,130000.0,121,50.0,안정(<60)
노원구,2025,59㎡,30000.0,2796,60000.0,1559,50.0,안정(<60)
도봉구,2026,59㎡,30000.0,70,60000.0,43,50.0,안정(<60)
영등포구,2023,기타,44500.0,2955,89000.0,733,50.0,안정(<60)
동작구,2023,59㎡,45000.0,1785,90000.0,339,50.0,안정(<60)
동작구,2026,84㎡,74000.0,341,148000.0,93,50.0,안정(<60)
영등포구,2021,59㎡,45150.0,1281,90700.0,416,49.77949283351709,안정(<60)
노원구,2024,59㎡,29000.0,2877,58300.0,1094,49.74271012006861,안정(<60)
은평구,2022,84㎡,44620.0,2401,90000.0,158,49.577777777777776,안정(<60)
영등포구,2023,59㎡,43500.0,1860,88000.0,429,49.43181818181818,안정(<60)
강북구,2024,기타,24000.0,604,48600.0,260,49.382716049382715,안정(<60)
강서구,2021,59㎡,39000.0,1965,79000.0,657,49.36708860759494,안정(<60)
마포구,2025,84㎡,75000.0,2556,152500.0,1606,49.18032786885246,안정(<60)
강동구,2024,84㎡,60000.0,3818,122000.0,1205,49.18032786885246,안정(<60)
도봉구,2025,59㎡,29000.0,677,59000.0,370,49.152542372881356,안정(<60)
동작구,2025,기타,63000.0,1511,128250.0,1214,49.122807017543856,안정(<60)
광진구,2023,84㎡,63000.0,1425,128250.0,266,49.122807017543856,안정(<60)
서초구,2026,33㎡,30450.0,9,62000.0,7,49.112903225806456,안정(<60)
동작구,2022,59㎡,47200.0,1445,96250.0,78,49.038961038961034,안정(<60)
강동구,2024,기타,48000.0,2871,98000.0,905,48.97959183673469,안정(<60)
동작구,2025,59㎡,53000.0,1793,108250.0,1004,48.96073903002309,안정(<60)
중구,2025,기타,56250.0,842,115000.0,599,48.91304347826087,안정(<60)
영등포구,2026,59㎡,52000.0,221,106650.0,72,48.757618377871545,안정(<60)
성동구,2022,59㎡,55000.0,2138,113000.0,123,48.67256637168141,안정(<60)
강서구,2026,기타,35000.0,332,72000.0,146,48.61111111111111,안정(<60)
성동구,2023,59㎡,51000.0,2590,105000.0,632,48.57142857142857,안정(<60)
강동구,2026,59㎡,58000.0,316,119750.0,66,48.43423799582464,안정(<60)
마포구,2021,59㎡,55650.0,1630,115000.0,402,48.391304347826086,안정(<60)
중랑구,2022,59㎡,28835.0,1032,59600.0,96,48.380872483221474,안정(<60)
성동구,2021,84㎡,69000.0,1728,143000.0,543,48.25174825174825,안정(<60)
도봉구,2023,59㎡,25000.0,778,52000.0,189,48.07692307692308,안정(<60)
성동구,2023,84㎡,65812.5,2582,137000.0,558,48.03832116788321,안정(<60)
강서구,2024,59㎡,36000.0,3340,75000.0,781,48.0,안정(<60)
영등포구,2026,기타,55000.0,309,114750.0,112,47.930283224400874,안정(<60)
송파구,2024,33㎡,42735.0,115,89250.0,50,47.88235294117647,안정(<60)
마포구,2024,59㎡,55300.0,2085,115500.0,874,47.878787878787875,안정(<60)
송파구,2024,59㎡,55000.0,2057,115000.0,743,47.82608695652174,안정(<60)
중랑구,2021,33㎡,17300.0,97,36175.0,100,47.82308223911541,안정(<60)
성동구,2022,84㎡,70000.0,2139,146750.0,126,47.700170357751276,안정(<60)
강북구,2021,기타,26225.0,454,55000.0,303,47.68181818181818,안정(<60)
강서구,2025,기타,30000.0,2910,63000.0,1679,47.61904761904761,안정(<60)
도봉구,2021,59㎡,27300.0,585,57500.0,304,47.47826086956522,안정(<60)
강동구,2021,84㎡,56000.0,2756,118000.0,672,47.45762711864407,안정(<60)
마포구,2023,59㎡,52000.0,2360,110000.0,502,47.27272727272727,안정(<60)
강동구,2022,84㎡,57750.0,2934,122300.0,166,47.21995094031071,안정(<60)
광진구,2026,59㎡,55000.0,77,116500.0,20,47.21030042918455,안정(<60)
도봉구,2022,기타,22000.0,2197,46650.0,246,47.159699892818864,안정(<60)
마포구,2023,기타,45000.0,2143,95500.0,400,47.12041884816754,안정(<60)
관악구,2022,33㎡,17573.0,198,37300.0,15,47.11260053619303,안정(<60)
성동구,2026,84㎡,80000.0,295,169900.0,56,47.086521483225425,안정(<60)
광진구,2022,59㎡,49350.0,675,105000.0,53,47.0,안정(<60)
노원구,2026,33㎡,15875.0,28,33800.0,17,46.967455621301774,안정(<60)
광진구,2025,59㎡,54000.0,719,115000.0,549,46.95652173913044,안정(<60)
중랑구,2022,33㎡,18435.0,104,39450.0,18,46.73003802281369,안정(<60)
동작구,2023,33㎡,25200.0,84,54000.0,5,46.666666666666664,안정(<60)
광진구,2022,84㎡,68250.0,1196,146500.0,67,46.58703071672355,안정(<60)
마포구,2026,59㎡,67000.0,242,143900.0,52,46.56011118832522,안정(<60)
성동구,2024,기타,65000.0,1361,140000.0,656,46.42857142857143,안정(<60)
강동구,2026,기타,50000.0,259,107700.0,95,46.425255338904364,안정(<60)
성동구,2025,59㎡,60000.0,2824,130250.0,1640,46.06525911708253,안정(<60)
종로구,2022,33㎡,8500.0,29,18500.0,2,45.94594594594595,안정(<60)
강동구,2022,59㎡,45000.0,2617,98000.0,137,45.91836734693878,안정(<60)
도봉구,2021,기타,22000.0,1841,48000.0,957,45.83333333333333,안정(<60)
금천구,2021,기타,20560.0,727,44900.0,405,45.790645879732736,안정(<60)
광진구,2021,84㎡,65000.0,890,142000.0,267,45.774647887323944,안정(<60)
중구,2026,84㎡,73000.0,69,159500.0,15,45.76802507836991,안정(<60)
성동구,2021,59㎡,54200.0,1614,118500.0,537,45.73839662447257,안정(<60)
성동구,2025,84㎡,74550.0,2571,163000.0,1811,45.736196319018404,안정(<60)
강동구,2023,84㎡,54000.0,3939,118500.0,895,45.56962025316456,안정(<60)
강서구,2021,기타,27300.0,3141,60000.0,1225,45.5,안정(<60)
광진구,2021,59㎡,50000.0,571,110000.0,188,45.45454545454545,안정(<60)
강동구,2024,59㎡,47000.0,3347,103500.0,1124,45.410628019323674,안정(<60)
노원구,2024,기타,22000.0,6249,48500.0,2046,45.36082474226804,안정(<60)
강서구,2022,59㎡,33000.0,3508,73000.0,122,45.20547945205479,안정(<60)
광진구,2025,84㎡,70000.0,1387,154900.0,884,45.19044544867656,안정(<60)
노원구,2026,기타,23000.0,747,51000.0,346,45.09803921568628,안정(<60)
노원구,2023,59㎡,27000.0,3352,59900.0,642,45.07512520868113,안정(<60)
성동구,2026,59㎡,68000.0,300,151000.0,50,45.033112582781456,안정(<60)
광진구,2025,기타,65000.0,1000,145000.0,716,44.827586206896555,안정(<60)
양천구,2021,59㎡,32000.0,939,71650.0,302,44.66154919748779,안정(<60)
은평구,2022,33㎡,14150.0,80,31700.0,5,44.63722397476341,안정(<60)
성동구,2023,기타,58000.0,1589,130000.0,368,44.61538461538462,안정(<60)
양천구,2023,59㎡,33000.0,1364,74000.0,271,44.5945945945946,안정(<60)
노원구,2021,59㎡,28872.5,2494,65000.0,988,44.41923076923077,안정(<60)
강동구,2025,84㎡,61000.0,3669,137500.0,2224,44.36363636363637,안정(<60)
강서구,2024,33㎡,21000.0,363,47500.0,113,44.21052631578947,안정(<60)
양천구,2025,59㎡,38000.0,1216,86000.0,596,44.18604651162791,안정(<60)
금천구,2023,기타,22000.0,754,49800.0,165,44.17670682730924,안정(<60)
송파구,2021,84㎡,75000.0,3713,170000.0,757,44.11764705882353,안정(<60)
금천구,2025,기타,24000.0,598,54500.0,299,44.03669724770643,안정(<60)
노원구,2025,기타,22025.0,5978,50100.0,2812,43.96207584830339,안정(<60)
금천구,2026,기타,23500.0,62,53500.0,44,43.925233644859816,안정(<60)
마포구,2022,59㎡,52000.0,2170,118500.0,120,43.88185654008439,안정(<60)
마포구,2025,59㎡,60000.0,2278,138000.0,1311,43.47826086956522,안정(<60)
마포구,2021,기타,45000.0,1639,103500.0,565,43.47826086956522,안정(<60)
강서구,2025,33㎡,22000.0,319,51000.0,186,43.13725490196079,안정(<60)
구로구,2026,33㎡,13800.0,12,32000.0,5,43.125,안정(<60)
서초구,2021,59㎡,61650.0,1106,143000.0,231,43.11188811188811,안정(<60)
노원구,2022,59㎡,28000.0,2992,65000.0,176,43.07692307692308,안정(<60)
용산구,2021,84㎡,66000.0,746,153500.0,179,42.99674267100978,안정(<60)
중구,2026,59㎡,56750.0,50,132250.0,32,42.911153119092624,안정(<60)
서초구,2021,84㎡,90000.0,1992,211250.0,542,42.60355029585799,안정(<60)
양천구,2021,기타,46500.0,3705,109500.0,1015,42.465753424657535,안정(<60)
성동구,2022,기타,59925.0,1486,141500.0,122,42.349823321554766,안정(<60)
송파구,2022,59㎡,55000.0,2122,130000.0,87,42.30769230769231,안정(<60)
서초구,2026,84㎡,97000.0,269,230000.0,38,42.173913043478265,안정(<60)
강동구,2023,기타,37000.0,3015,88000.0,516,42.04545454545455,안정(<60)
노원구,2024,33㎡,15500.0,362,37000.0,137,41.891891891891895,안정(<60)
노원구,2023,기타,20500.0,6634,49000.0,1420,41.83673469387755,안정(<60)
금천구,2024,기타,23000.0,700,55000.0,214,41.81818181818181,안정(<60)
송파구,2023,59㎡,48000.0,2565,115150.0,492,41.68475900998697,안정(<60)
송파구,2026,59㎡,55000.0,270,132000.0,55,41.66666666666667,안정(<60)
영등포구,2025,기타,50000.0,2635,120000.0,1680,41.66666666666667,안정(<60)
강남구,2021,59㎡,68250.0,1455,164000.0,255,41.61585365853659,안정(<60)
송파구,2025,59㎡,55000.0,2238,132250.0,920,41.58790170132325,안정(<60)
송파구,2025,84㎡,78000.0,5046,188000.0,2176,41.48936170212766,안정(<60)
영등포구,2024,기타,45000.0,2865,108500.0,1161,41.474654377880185,안정(<60)
광진구,2023,기타,53000.0,993,128500.0,233,41.245136186770424,안정(<60)
성동구,2025,기타,65000.0,1531,158000.0,1173,41.139240506329116,안정(<60)
노원구,2025,33㎡,16000.0,351,39000.0,243,41.02564102564102,안정(<60)
송파구,2026,기타,65000.0,591,159000.0,170,40.88050314465409,안정(<60)
마포구,2024,기타,47000.0,1951,115000.0,727,40.869565217391305,안정(<60)
강동구,2025,기타,48620.0,2857,119000.0,1529,40.85714285714286,안정(<60)
용산구,2025,84㎡,71500.0,973,175000.0,381,40.85714285714286,안정(<60)
송파구,2026,84㎡,80800.0,525,198500.0,127,40.70528967254408,안정(<60)
송파구,2021,기타,59000.0,4276,145000.0,973,40.689655172413794,안정(<60)
강서구,2023,33㎡,19000.0,359,47000.0,65,40.42553191489361,안정(<60)
송파구,2024,84㎡,71000.0,4447,176000.0,1801,40.340909090909086,안정(<60)
용산구,2022,84㎡,68000.0,931,170000.0,43,40.0,안정(<60)
서초구,2023,84㎡,85000.0,3474,212500.0,517,40.0,안정(<60)
마포구,2025,기타,52000.0,2007,130000.0,1207,40.0,안정(<60)
성동구,2021,기타,60000.0,1216,150000.0,428,40.0,안정(<60)
강동구,2023,59㎡,39000.0,4252,98000.0,742,39.795918367346935,안정(<60)
용산구,2026,84㎡,71400.0,92,180000.0,20,39.666666666666664,안정(<60)
송파구,2021,59㎡,50000.0,1755,126500.0,343,39.52569169960474,안정(<60)
용산구,2024,84㎡,70000.0,919,178000.0,259,39.325842696629216,안정(<60)
강남구,2021,84㎡,86100.0,2601,220000.0,497,39.13636363636363,안정(<60)
광진구,2026,84㎡,74500.0,136,190500.0,18,39.107611548556434,안정(<60)
마포구,2026,기타,52000.0,214,133000.0,49,39.097744360902254,안정(<60)
송파구,2022,33㎡,25200.0,145,64500.0,26,39.06976744186046,안정(<60)
용산구,2026,59㎡,61500.0,90,157500.0,14,39.04761904761905,안정(<60)
서초구,2022,기타,78000.0,3880,200000.0,437,39.0,안정(<60)
동작구,2026,59㎡,55000.0,192,142000.0,50,38.732394366197184,안정(<60)
강남구,2021,기타,84000.0,5100,217000.0,1319,38.70967741935484,안정(<60)
노원구,2021,기타,22000.0,5150,57000.0,2080,38.59649122807017,안정(<60)
강동구,2021,59㎡,42000.0,2410,108850.0,476,38.58520900321543,안정(<60)
용산구,2024,59㎡,57000.0,812,148000.0,282,38.513513513513516,안정(<60)
강남구,2023,59㎡,65000.0,2747,170000.0,389,38.23529411764706,안정(<60)
용산구,2021,59㎡,53000.0,679,139000.0,169,38.1294964028777,안정(<60)
강남구,2024,84㎡,88000.0,3336,231000.0,1001,38.095238095238095,안정(<60)
송파구,2022,84㎡,71000.0,4562,187000.0,261,37.967914438502675,안정(<60)
서초구,2025,84㎡,99750.0,3384,263250.0,986,37.89173789173789,안정(<60)
송파구,2023,84㎡,68000.0,5647,181000.0,1096,37.569060773480665,안정(<60)
용산구,2025,59㎡,57265.0,934,152500.0,357,37.55081967213115,안정(<60)
서초구,2026,기타,80000.0,445,213250.0,84,37.51465416178195,안정(<60)
용산구,2021,기타,75000.0,1328,200000.0,549,37.5,안정(<60)
강동구,2025,59㎡,45000.0,3847,120000.0,1648,37.5,안정(<60)
용산구,2026,기타,85025.0,144,228500.0,46,37.21006564551422,안정(<60)
성동구,2026,기타,70000.0,181,189500.0,38,36.93931398416886,안정(<60)
강남구,2022,84㎡,84000.0,2941,228750.0,128,36.721311475409834,안정(<60)
서초구,2022,59㎡,61975.0,1640,170000.0,43,36.455882352941174,안정(<60)
서초구,2024,84㎡,90600.0,2772,249000.0,1126,36.385542168674704,안정(<60)
노원구,2022,기타,21000.0,6550,58000.0,529,36.206896551724135,안정(<60)
송파구,2023,기타,52000.0,6130,144500.0,1111,35.98615916955018,안정(<60)
송파구,2024,기타,60000.0,4512,167000.0,1759,35.92814371257485,안정(<60)
용산구,2023,84㎡,63000.0,1104,175500.0,129,35.8974358974359,안정(<60)
강남구,2022,59㎡,62947.0,1865,175500.0,57,35.86723646723647,안정(<60)
강서구,2026,33㎡,21500.0,35,60000.0,9,35.833333333333336,안정(<60)
용산구,2022,기타,75000.0,1612,210000.0,185,35.714285714285715,안정(<60)
강남구,2022,기타,80000.0,5952,224000.0,552,35.714285714285715,안정(<60)
강남구,2026,84㎡,89000.0,352,250000.0,36,35.6,안정(<60)
강서구,2022,33㎡,18850.0,415,53000.0,32,35.56603773584905,안정(<60)
서초구,2025,59㎡,70000.0,2149,197000.0,380,35.53299492385787,안정(<60)
서초구,2024,기타,85000.0,3845,241000.0,1430,35.26970954356847,안정(<60)
용산구,2025,기타,80000.0,1512,227000.0,817,35.24229074889868,안정(<60)
서초구,2025,기타,88000.0,4483,250000.0,1691,35.199999999999996,안정(<60)
양천구,2024,기타,49611.0,4198,141000.0,1253,35.185106382978724,안정(<60)
송파구,2025,기타,60000.0,5473,171250.0,2474,35.03649635036496,안정(<60)
노원구,2023,33㎡,14200.0,376,40550.0,110,35.01849568434032,안정(<60)
서초구,2021,기타,73500.0,3764,210000.0,1335,35.0,안정(<60)
강남구,2024,59㎡,65050.0,2140,186000.0,597,34.973118279569896,안정(<60)
강남구,2024,33㎡,31000.0,577,88900.0,142,34.87064116985377,안정(<60)
양천구,2023,기타,46000.0,4816,132000.0,852,34.84848484848485,안정(<60)
강남구,2023,84㎡,80000.0,4522,230000.0,579,34.78260869565217,안정(<60)
서초구,2023,기타,75000.0,4778,216000.0,779,34.72222222222222,안정(<60)
서초구,2022,84㎡,90000.0,2561,259500.0,142,34.68208092485549,안정(<60)
강남구,2023,기타,78000.0,7558,225000.0,1227,34.66666666666667,안정(<60)
강서구,2021,33㎡,17300.0,297,50000.0,97,34.599999999999994,안정(<60)
강남구,2026,기타,80000.0,695,231500.0,114,34.557235421166304,안정(<60)
강남구,2025,84㎡,88000.0,3504,255000.0,1171,34.509803921568626,안정(<60)
강남구,2021,33㎡,29000.0,464,85000.0,177,34.11764705882353,안정(<60)
용산구,2023,59㎡,48000.0,1000,141500.0,136,33.92226148409894,안정(<60)
서초구,2026,59㎡,60368.0,223,179000.0,14,33.72513966480447,안정(<60)
서초구,2024,59㎡,67046.0,1818,200000.0,492,33.522999999999996,안정(<60)
용산구,2023,기타,75000.0,1774,224850.0,302,33.3555703802535,안정(<60)
강남구,2023,33㎡,28500.0,569,85500.0,141,33.33333333333333,안정(<60)
강남구,2026,59㎡,71400.0,185,215000.0,19,33.2093023255814,안정(<60)
양천구,2026,기타,54500.0,497,164175.0,140,33.19628445256586,안정(<60)
강남구,2025,59㎡,70000.0,2096,216500.0,632,32.33256351039261,안정(<60)
서초구,2023,59㎡,61000.0,2186,190000.0,249,32.10526315789474,안정(<60)
양천구,2025,기타,51000.0,4403,160000.0,1845,31.874999999999996,안정(<60)
강남구,2024,기타,85000.0,6048,267000.0,2006,31.835205992509362,안정(<60)
용산구,2024,기타,80000.0,1555,252000.0,563,31.746031746031743,안정(<60)
강남구,2025,33㎡,31000.0,563,99750.0,168,31.07769423558897,안정(<60)
용산구,2022,59㎡,51000.0,852,165000.0,27,30.909090909090907,안정(<60)
노원구,2022,33㎡,14000.0,421,46000.0,42,30.434782608695656,안정(<60)
중랑구,2026,59㎡,17762.5,182,58750.0,56,30.234042553191486,안정(<60)
강남구,2025,기타,84000.0,6170,290000.0,2325,28.965517241379313,안정(<60)
용산구,2025,33㎡,15000.0,15,53900.0,4,27.82931354359926,안정(<60)
노원구,2021,33㎡,13500.0,353,50000.0,147,27.0,안정(<60)
강남구,2026,33㎡,32500.0,44,127500.0,26,25.49019607843137,안정(<60)
강북구,2022,33㎡,3851.0,32,15500.0,1,24.845161290322583,안정(<60)
용산구,2022,33㎡,6426.0,19,26000.0,3,24.715384615384615,안정(<60)
성북구,2022,33㎡,7271.0,164,29500.0,1,24.647457627118644,안정(<60)
성북구,2023,33㎡,4871.0,100,21500.0,1,22.655813953488373,안정(<60)
용산구,2026,33㎡,21945.0,4,100000.0,1,21.945,안정(<60)
동작구,2026,33㎡,15158.0,4,74000.0,1,20.483783783783785,안정(<60)
중구,2024,33㎡,6869.0,44,34300.0,11,20.026239067055393,안정(<60)
은평구,2021,33㎡,4922.0,85,29300.0,19,16.79863481228669,안정(<60)
금천구,2023,33㎡,3423.0,9,21400.0,7,15.995327102803738,안정(<60)
성북구,2025,33㎡,5794.0,49,36800.0,3,15.744565217391305,안정(<60)
금천구,2021,33㎡,3798.0,7,25000.0,3,15.192,안정(<60)
강북구,2023,33㎡,4463.0,13,30500.0,21,14.632786885245903,안정(<60)
성북구,2021,33㎡,4794.5,96,33500.0,2,14.311940298507464,안정(<60)
중구,2021,33㎡,4511.0,36,32650.0,20,13.81623277182236,안정(<60)
중구,2022,33㎡,4511.0,85,33000.0,7,13.66969696969697,안정(<60)
금천구,2022,33㎡,3798.0,8,27950.0,2,13.588550983899822,안정(<60)
강북구,2025,33㎡,4684.0,10,38150.0,4,12.277850589777195,안정(<60)
관악구,2023,33㎡,4250.0,189,35325.0,12,12.031139419674451,안정(<60)
양천구,2021,33㎡,2747.0,27,23700.0,3,11.590717299578058,안정(<60)
강북구,2024,33㎡,4042.0,20,35900.0,6,11.259052924791087,안정(<60)
양천구,2022,33㎡,2923.0,51,26000.0,1,11.242307692307692,안정(<60)
용산구,2024,33㎡,5051.0,16,45000.0,3,11.224444444444444,안정(<60)
양천구,2023,33㎡,2923.0,34,27200.0,2,10.746323529411764,안정(<60)
용산구,2021,33㎡,5048.0,20,50000.0,6,10.096,안정(<60)
동작구,2024,33㎡,5113.0,44,56000.0,9,9.130357142857143,안정(<60)
동작구,2025,33㎡,5113.0,47,58000.0,21,8.81551724137931,안정(<60)
관악구,2021,33㎡,4002.0,143,49000.0,53,8.16734693877551,안정(<60)
동작구,2022,33㎡,4871.0,71,61500.0,5,7.920325203252032,안정(<60)
동작구,2021,33㎡,4871.0,43,61900.0,3,7.869143780290791,안정(<60)
양천구,2024,33㎡,3066.0,40,40000.0,3,7.664999999999999,안정(<60)
양천구,2025,33㎡,2941.0,22,45900.0,1,6.407407407407407,안정(<60)
성동구,2022,33㎡,6026.0,34,159000.0,2,3.789937106918239,안정(<60)
성동구,2024,33㎡,6326.0,20,169500.0,6,3.732153392330383,안정(<60)
성동구,2025,33㎡,5388.0,13,201000.0,6,2.6805970149253735,안정(<60)
성동구,2023,33㎡,3871.0,37,162500.0,2,2.382153846153846,안정(<60)
성동구,2021,33㎡,3688.0,39,162750.0,2,2.26605222734255,안정(<60)
