자치구,연도,면적구간,평균 전세,평균 월세보증금,평균 월세,거래건수,gu_std,year,avg_jeonse,avg_monthly_rent,tx_count,area_band
동작구,2024,84,67772,32656,129,3818,동작구,2024,67772,129,3818,84㎡
동작구,2024,기타,77427,38677,158,897,동작구,2024,77427,158,897,기타
마포구,2024,33,24243,6770,54,1703,마포구,2024,24243,54,1703,33㎡
마포구,2024,59,47911,16306,103,5028,마포구,2024,47911,103,5028,59㎡
마포구,2024,84,73555,29899,179,3960,마포구,2024,73555,179,3960,84㎡
마포구,2024,기타,94727,42584,240,1066,마포구,2024,94727,240,1066,기타
서대문구,2024,33,17488,5897,51,1473,서대문구,2024,17488,51,1473,33㎡
서대문구,2024,59,46914,17886,99,2704,서대문구,2024,46914,99,2704,59㎡
서대문구,2024,84,59784,25750,133,2858,서대문구,2024,59784,133,2858,84㎡
서대문구,2024,기타,69301,28665,203,501,서대문구,2024,69301,203,501,기타
서초구,2024,33,32012,6839,81,1179,서초구,2024,32012,81,1179,33㎡
서초구,2024,59,63917,25620,131,4122,서초구,2024,63917,131,4122,59㎡
서초구,2024,84,101617,52084,229,5705,서초구,2024,101617,229,5705,84㎡
서초구,2024,기타,139933,70048,339,3348,서초구,2024,139933,339,3348,기타
성동구,2024,33,30416,5210,66,646,성동구,2024,30416,66,646,33㎡
성동구,2024,59,58247,22270,154,3977,성동구,2024,58247,154,3977,59㎡
성동구,2024,84,72663,30993,193,3915,성동구,2024,72663,193,3915,84㎡
성동구,2024,기타,101512,41429,386,1089,성동구,2024,101512,386,1089,기타
성북구,2024,33,18500,5301,35,1309,성북구,2024,18500,35,1309,33㎡
성북구,2024,59,43653,13902,96,3979,성북구,2024,43653,96,3979,59㎡
성북구,2024,84,53102,21517,121,3002,성북구,2024,53102,121,3002,84㎡
성북구,2024,기타,63651,26241,153,798,성북구,2024,63651,153,798,기타
송파구,2024,33,36185,9058,52,2833,송파구,2024,36185,52,2833,33㎡
송파구,2024,59,52132,20118,87,5911,송파구,2024,52132,87,5911,59㎡
송파구,2024,84,74971,38924,172,9380,송파구,2024,74971,172,9380,84㎡
송파구,2024,기타,95601,50244,192,3143,송파구,2024,95601,192,3143,기타
양천구,2024,33,8387,3980,20,792,양천구,2024,8387,20,792,33㎡
양천구,2024,59,40186,15375,77,4825,양천구,2024,40186,77,4825,59㎡
양천구,2024,84,61486,35039,115,4314,양천구,2024,61486,115,4314,84㎡
양천구,2024,기타,93838,64964,170,1332,양천구,2024,93838,170,1332,기타
영등포구,2024,33,20893,8248,40,2550,영등포구,2024,20893,40,2550,33㎡
영등포구,2024,59,46466,19644,79,4763,영등포구,2024,46466,79,4763,59㎡
영등포구,2024,84,60865,26055,126,3995,영등포구,2024,60865,126,3995,84㎡
영등포구,2024,기타,91578,64605,207,1174,영등포구,2024,91578,207,1174,기타
용산구,2024,33,25813,9548,44,911,용산구,2024,25813,44,911,33㎡
용산구,2024,59,52484,18249,99,2254,용산구,2024,52484,99,2254,59㎡
용산구,2024,84,69711,26141,199,1678,용산구,2024,69711,199,1678,84㎡
용산구,2024,기타,127024,39872,449,1803,용산구,2024,127024,449,1803,기타
은평구,2024,33,19121,8385,32,2786,은평구,2024,19121,32,2786,33㎡
은평구,2024,59,42611,14007,73,3553,은평구,2024,42611,73,3553,59㎡
은평구,2024,84,47021,22755,120,3212,은평구,2024,47021,120,3212,84㎡
은평구,2024,기타,62953,28806,136,547,은평구,2024,62953,136,547,기타
종로구,2024,33,20114,7272,61,535,종로구,2024,20114,61,535,33㎡
종로구,2024,59,45065,16001,121,515,종로구,2024,45065,121,515,59㎡
종로구,2024,84,77034,30925,174,709,종로구,2024,77034,174,709,84㎡
종로구,2024,기타,99867,35388,283,253,종로구,2024,99867,283,253,기타
중구,2024,33,22357,5820,69,1002,중구,2024,22357,69,1002,33㎡
중구,2024,59,52548,13189,147,1185,중구,2024,52548,147,1185,59㎡
중구,2024,84,67194,23922,162,1089,중구,2024,67194,162,1089,84㎡
중구,2024,기타,89585,29460,276,449,중구,2024,89585,276,449,기타
중랑구,2024,33,18966,6213,33,2194,중랑구,2024,18966,33,2194,33㎡
중랑구,2024,59,28283,11051,49,2879,중랑구,2024,28283,49,2879,59㎡
중랑구,2024,84,46435,20645,97,1709,중랑구,2024,46435,97,1709,84㎡
중랑구,2024,기타,47812,25583,147,454,중랑구,2024,47812,147,454,기타
강남구,2025,33,34083,8181,83,3470,강남구,2025,34083,83,3470,33㎡
강남구,2025,59,65548,25675,150,6415,강남구,2025,65548,150,6415,59㎡
강남구,2025,84,94932,51037,222,8939,강남구,2025,94932,222,8939,84㎡
강남구,2025,기타,142761,76422,308,4666,강남구,2025,142761,308,4666,기타
강동구,2025,33,26870,6568,34,4151,강동구,2025,26870,34,4151,33㎡
강동구,2025,59,42862,16152,73,7406,강동구,2025,42862,73,7406,59㎡
강동구,2025,84,61998,31306,142,6077,강동구,2025,61998,142,6077,84㎡
강동구,2025,기타,68341,37370,162,1320,강동구,2025,68341,162,1320,기타
강북구,2025,33,16362,2177,51,887,강북구,2025,16362,51,887,33㎡
강북구,2025,59,33230,9662,74,1042,강북구,2025,33230,74,1042,59㎡
강북구,2025,84,44320,13366,123,1005,강북구,2025,44320,123,1005,84㎡
강북구,2025,기타,50104,21056,131,216,강북구,2025,50104,131,216,기타
강서구,2025,33,22063,6472,47,4010,강서구,2025,22063,47,4010,33㎡
강서구,2025,59,39262,12542,66,5747,강서구,2025,39262,66,5747,59㎡
강서구,2025,84,55443,27072,118,4253,강서구,2025,55443,118,4253,84㎡
강서구,2025,기타,71706,34878,140,934,강서구,2025,71706,140,934,기타
관악구,2025,33,20777,4641,57,1363,관악구,2025,20777,57,1363,33㎡
관악구,2025,59,42268,14804,91,2658,관악구,2025,42268,91,2658,59㎡
관악구,2025,84,53055,21542,118,1979,관악구,2025,53055,118,1979,84㎡
관악구,2025,기타,59746,25463,134,590,관악구,2025,59746,134,590,기타
광진구,2025,33,29566,8124,45,961,광진구,2025,29566,45,961,33㎡
광진구,2025,59,52353,21897,114,1532,광진구,2025,52353,114,1532,59㎡
광진구,2025,84,70663,34242,144,2376,광진구,2025,70663,144,2376,84㎡
광진구,2025,기타,109409,46119,300,645,광진구,2025,109409,300,645,기타
구로구,2025,33,16634,5040,33,2324,구로구,2025,16634,33,2324,33㎡
구로구,2025,59,32062,11150,56,4603,구로구,2025,32062,56,4603,59㎡
구로구,2025,84,44613,20273,93,2967,구로구,2025,44613,93,2967,84㎡
구로구,2025,기타,53275,27610,156,641,구로구,2025,53275,156,641,기타
금천구,2025,33,15181,4898,34,843,금천구,2025,15181,34,843,33㎡
금천구,2025,59,33080,15660,65,1857,금천구,2025,33080,65,1857,59㎡
금천구,2025,84,45829,20784,88,1133,금천구,2025,45829,88,1133,84㎡
금천구,2025,기타,48510,17188,129,155,금천구,2025,48510,129,155,기타
노원구,2025,33,17571,2996,47,2959,노원구,2025,17571,47,2959,33㎡
노원구,2025,59,25689,6459,67,11325,노원구,2025,25689,67,11325,59㎡
노원구,2025,84,47391,17751,101,3748,노원구,2025,47391,101,3748,84㎡
노원구,2025,기타,63798,29675,128,759,노원구,2025,63798,128,759,기타
도봉구,2025,33,15516,3162,53,893,도봉구,2025,15516,53,893,33㎡
도봉구,2025,59,25286,5504,70,2644,도봉구,2025,25286,70,2644,59㎡
도봉구,2025,84,45441,11773,97,2168,도봉구,2025,45441,97,2168,84㎡
도봉구,2025,기타,53795,22653,127,282,도봉구,2025,53795,127,282,기타
동대문구,2025,33,20504,6753,46,2811,동대문구,2025,20504,46,2811,33㎡
동대문구,2025,59,47147,14601,99,3798,동대문구,2025,47147,99,3798,59㎡
동대문구,2025,84,57351,21651,145,3693,동대문구,2025,57351,145,3693,84㎡
동대문구,2025,기타,62014,22922,135,756,동대문구,2025,62014,135,756,기타
동작구,2025,33,15721,5035,39,915,동작구,2025,15721,39,915,33㎡
동작구,2025,59,52584,22210,101,3362,동작구,2025,52584,101,3362,59㎡
동작구,2025,84,69660,32252,135,4416,동작구,2025,69660,135,4416,84㎡
동작구,2025,기타,77795,38887,150,1191,동작구,2025,77795,150,1191,기타
마포구,2025,33,26136,6198,51,1987,마포구,2025,26136,51,1987,33㎡
마포구,2025,59,53579,18493,114,5370,마포구,2025,53579,114,5370,59㎡
마포구,2025,84,75638,30562,179,4383,마포구,2025,75638,179,4383,84㎡
마포구,2025,기타,98984,40155,270,1221,마포구,2025,98984,270,1221,기타
서대문구,2025,33,22433,5912,50,1128,서대문구,2025,22433,50,1128,33㎡
서대문구,2025,59,47159,16988,107,2798,서대문구,2025,47159,107,2798,59㎡
서대문구,2025,84,60637,25602,138,3108,서대문구,2025,60637,138,3108,84㎡
서대문구,2025,기타,72891,31795,174,594,서대문구,2025,72891,174,594,기타
서초구,2025,33,31458,7252,78,1360,서초구,2025,31458,78,1360,33㎡
서초구,2025,59,67624,28134,134,5848,서초구,2025,67624,134,5848,59㎡
서초구,2025,84,105558,55468,245,7404,서초구,2025,105558,245,7404,84㎡
서초구,2025,기타,151100,78699,352,3780,서초구,2025,151100,352,3780,기타
성동구,2025,33,25761,8004,59,852,성동구,2025,25761,59,852,33㎡
성동구,2025,59,60289,22623,170,4955,성동구,2025,60289,170,4955,59㎡
성동구,2025,84,74511,31665,202,4677,성동구,2025,74511,202,4677,84㎡
성동구,2025,기타,99961,44649,335,1321,성동구,2025,99961,335,1321,기타
성북구,2025,33,18839,5727,41,1112,성북구,2025,18839,41,1112,33㎡
성북구,2025,59,43618,14111,99,4115,성북구,2025,43618,99,4115,59㎡
성북구,2025,84,53415,21842,123,3368,성북구,2025,53415,123,3368,84㎡
성북구,2025,기타,63415,24996,158,802,성북구,2025,63415,158,802,기타
송파구,2025,33,36989,10131,54,3030,송파구,2025,36989,54,3030,33㎡
송파구,2025,59,54381,20596,94,5978,송파구,2025,54381,94,5978,59㎡
송파구,2025,84,75595,40736,184,10351,송파구,2025,75595,184,10351,84㎡
송파구,2025,기타,100519,51053,220,3223,송파구,2025,100519,220,3223,기타
양천구,2025,33,7864,4331,21,834,양천구,2025,7864,21,834,33㎡
양천구,2025,59,40040,14664,77,5166,양천구,2025,40040,77,5166,59㎡
양천구,2025,84,61622,35077,122,4504,양천구,2025,61622,122,4504,84㎡
양천구,2025,기타,96378,64798,163,1551,양천구,2025,96378,163,1551,기타
영등포구,2025,33,25878,6173,58,2166,영등포구,2025,25878,58,2166,33㎡
영등포구,2025,59,46948,18089,96,3901,영등포구,2025,46948,96,3901,59㎡
영등포구,2025,84,60771,26838,132,4079,영등포구,2025,60771,132,4079,84㎡
영등포구,2025,기타,92450,43258,233,1253,영등포구,2025,92450,233,1253,기타
용산구,2025,33,26946,7422,45,804,용산구,2025,26946,45,804,33㎡
용산구,2025,59,54789,18793,135,2057,용산구,2025,54789,135,2057,59㎡
용산구,2025,84,72007,25702,207,1789,용산구,2025,72007,207,1789,84㎡
용산구,2025,기타,128669,46102,470,1897,용산구,2025,128669,470,1897,기타
은평구,2025,33,18330,7412,38,1976,은평구,2025,18330,38,1976,33㎡
은평구,2025,59,42881,13637,81,3354,은평구,2025,42881,81,3354,59㎡
은평구,2025,84,50042,22023,129,3162,은평구,2025,50042,129,3162,84㎡
은평구,2025,기타,60564,26353,144,636,은평구,2025,60564,144,636,기타
종로구,2025,33,31902,7684,65,738,종로구,2025,31902,65,738,33㎡
종로구,2025,59,50117,15785,118,620,종로구,2025,50117,118,620,59㎡
종로구,2025,84,81398,34396,180,838,종로구,2025,81398,180,838,84㎡
종로구,2025,기타,106684,44228,261,280,종로구,2025,106684,261,280,기타
중구,2025,33,26359,6065,72,1189,중구,2025,26359,72,1189,33㎡
중구,2025,59,54747,15699,153,1449,중구,2025,54747,153,1449,59㎡
중구,2025,84,69549,24302,177,1153,중구,2025,69549,177,1153,84㎡
중구,2025,기타,91104,28415,308,482,중구,2025,91104,308,482,기타
중랑구,2025,33,20388,6169,40,2019,중랑구,2025,20388,40,2019,33㎡
중랑구,2025,59,35447,11074,59,2274,중랑구,2025,35447,59,2274,59㎡
중랑구,2025,84,49514,21144,94,2155,중랑구,2025,49514,94,2155,84㎡
중랑구,2025,기타,56192,25062,147,406,중랑구,2025,56192,147,406,기타
