순번,자치구,구역명,위치,Unnamed: 4,사업방법,Unnamed: 6,Unnamed: 7,사업추진단계,기존 가구수(멸실량),추진단계,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,공급형태별 건립세대수 (공급량),Unnamed: 23,Unnamed: 24,gu_std
,,,,,,,,,,,,,,,,,,,,,,총합계,분양,임대,
,,,,,,,,,,"구역지정
(아파트 지구는 정비계획 수립)",,추진위원회,"조합설립인가
(사업시행자 지정일)",건축심의,사업시행인가,,"관리처분
계획인가",,이주,,착공,,,,
,,,위치1(지번주소),위치2(도로명주소),공공/민간,일반/재촉지구,사업유형,,,최초,변경(최종),,,,최초,변경(최종),최초,변경(최종),이주시작일,이주종료일,,,,,
1.0,종로구,수송1-2,수송동 146-12,종로1길 36,민간,일반,도시정비형 재개발,구역지정,0.0,2010-12-30,2024-11-21,,,,,,,,,,,0,0,0,종로구
2.0,종로구,수송1-7,수송동 80,종로5길 68,민간,일반,도시정비형 재개발,건축심의,0.0,2010-12-30,2025-03-28,,,2025-07-17,,,,,,,,0,0,0,종로구
3.0,종로구,신문로2-12,신문로1가 158,세종대로21길 71,공공,일반,도시정비형 재개발,조합설립,0.0,1983-09-30,2025-12-04,,2021-08-27,,,,,,,,,128,64,64,종로구
4.0,종로구,신영1,신영동 158-2,세검정로6길 62-2,민간,일반,주택정비형 재개발,관리처분,66.0,2000-06-01,2024-08-16,,2003-07-07,,2018-10-19,2025-02-19,2022-02-26,2025-10-10,2022-11-19,2023-02-01,,199,199,0,종로구
5.0,종로구,종로6가,종로6가 117,종로 269-3,민간,일반,도시정비형 재개발,구역지정,165.0,2009-10-01,2012-05-24,,,,,,,,,,,199,0,199,종로구
6.0,종로구,사직2,사직동 311-10,사직로 62-2,민간,일반,도시정비형 재개발,사업시행,0.0,2009-11-19,2013-10-28,2003-11-21,2010-07-19,2011-11-10,2012-09-21,,,,,,,456,378,78,종로구
7.0,종로구,돈의문2,교남동 28,통일로 150-7,민간,재촉,도시정비형 재개발,관리처분,0.0,2003-11-18,2006-04-13,,2024-06-21,2023-11-13,2024-06-21,,2025-05-23,,,,,228,151,77,종로구
8.0,종로구,세운2,장사동 67,종로22길 13-2,민간,재촉,도시정비형 재개발,구역지정,48.0,2006-10-26,2024-06-27,,,,,,,,,,,0,0,0,종로구
9.0,종로구,세운4,예지동 85,종로30길 19-8,민간,재촉,도시정비형 재개발,관리처분,0.0,2004-02-05,2014-03-27,,,2018-11-27,2018-06-29,2021-12-17,2020-02-28,,2021-11-01,2021-12-31,,0,0,0,종로구
10.0,종로구,"공평15,16",인사동 87,-,민간,일반,도시정비형 재개발,착공,0.0,1978-09-26,2021-09-02,,,2019-12-10,2020-05-18,2022-05-04,2020-11-16,2023-02-17,,,2022-11-17,0,0,0,종로구
11.0,종로구,공평3,공평동 1,인사동5길 41,민간,일반,도시정비형 재개발,건축심의,0.0,1978-09-26,2024-11-14,,,2025-06-19,,,,,,,,0,0,0,종로구
12.0,종로구,관수동일반정비3,관수동 59 일대,돈화문로 15,민간,일반,도시정비형 재개발,사업시행,0.0,2024-04-11,2025-02-06,,,2025-05-15,2025-08-22,,,,,,,0,0,0,종로구
13.0,종로구,관수동일반정비8,관수동 129-1 일대,청계천로 113,민간,일반,도시정비형 재개발,사업시행,0.0,2024-04-11,2024-02-06,,,2025-04-24,2025-09-26,,,,,,,0,0,0,종로구
14.0,종로구,내자필운2-1,내자동 81,사직로12길 19-12,민간,일반,도시정비형 재개발,구역지정,0.0,2011-05-06,2025-09-11,,,,,,,,,,,376,55,321,종로구
15.0,종로구,서린345지구,"서린동 111-1번지 일대
",,민간,일반,도시정비형 재개발,사업시행,0.0,1983-09-06,2025-01-02,,,2024-11-29,2025-04-08,2025-04-08,,,,,,0,0,0,종로구
16.0,종로구,수송1-3,수송동 146-2,종로1길 36,공공,일반,도시정비형 재개발,사업시행,0.0,2010-12-30,2025-01-17,,,2024-01-09,2025-02-14,,,,,,,0,0,0,종로구
17.0,종로구,숭인동56일대,숭인동 56-4번지 일원,,민간,일반,주택정비형 재개발,구역지정,709.0,2024-12-19,,,,,,,,,,,,974,804,170,종로구
18.0,종로구,창신1-6,창신동 459-12번지 일원,종로48길 27,민간,일반,도시정비형 재개발,조합설립,0.0,2022-04-28,,,2022-10-07,,,,,,,,,0,0,0,종로구
19.0,종로구,창신3,"창신동 412-1번지 일원
","종로54길 39
",민간,일반,도시정비형 재개발,구역지정,0.0,2022-04-28,,,,,,,,,,,,0,0,0,종로구
20.0,종로구,창신4-1,창신동330-1번지 일원,종로 328,민간,일반,도시정비형 재개발,추진위,0.0,2007-04-30,2022-04-28,2017-07-04,,,,,,,,,,0,0,0,종로구
21.0,종로구,창신동23-606번지일원,"창신동 23-606번지 일원
",,민간,일반,주택정비형 재개발,구역지정,2172.0,2025-11-13,,,,,,,,,,,,2667,2342,325,종로구
22.0,종로구,창신동23일대,"창신동 23-2번지 일원
",,민간,일반,주택정비형 재개발,구역지정,426.0,2024-12-19,,,,,,,,,,,,1034,879,155,종로구
23.0,종로구,창신동629번지일원,"창신동 629번지 일원
",,민간,일반,주택정비형 재개발,구역지정,1780.0,2025-11-13,,,,,,,,,,,,1875,1646,229,종로구
24.0,중구,광희동1가일원,광희동1가 303-1,마른내로 137,민간,일반,도시정비형 재개발,구역지정,0.0,2024-04-18,2024-04-18,,,,,,,,,,,0,0,0,중구
25.0,중구,남대문-7-1,남창동 9-1,퇴계로 63,민간,일반,도시정비형 재개발,사업시행,0.0,1977-06-29,2025-02-27,,2022-06-22,2025-05-15,2022-06-22,2025-11-21,,,,,,299,0,299,중구
26.0,중구,남대문로5가구역84-1구역,남대문로5가 84-1,세종대로 10-2,민간,일반,도시정비형 재개발,구역지정,0.0,2025-05-29,2025-05-29,,,,,,,,,,,0,0,0,중구
27.0,중구,"마포로5-10,11",중림동 157-2,서소문로 26,민간,일반,도시정비형 재개발,관리처분,0.0,1979-09-21,2023-12-28,,2022-08-24,2024-04-18,2022-08-24,2024-11-15,2023-08-30,2025-12-10,,,,299,205,94,중구
28.0,중구,마포로5-9-1,순화동 6-10,,민간,일반,도시정비형 재개발,착공,15.0,1979-09-21,2025-12-11,,2022-07-22,2022-03-16,2022-07-22,2023-11-03,2023-06-20,2023-06-20,,,2024-01-12,102,63,39,중구
29.0,중구,명동-1,을지로2가 185,을지로 76,민간,일반,도시정비형 재개발,착공,0.0,1983-09-30,2025-04-02,,2024-06-03,2024-03-04,2024-06-03,2025-04-30,2025-02-12,2025-02-12,,,2025-07-30,0,0,0,중구
30.0,중구,명동-2,을지로2가 163-3,을지로 80-1,민간,일반,도시정비형 재개발,관리처분,1.0,1983-09-30,2020-11-26,,2023-09-20,2023-01-18,2023-09-20,2023-09-20,2025-07-23,,,,,0,0,0,중구
31.0,중구,무교다동-16,다동 130,다동길 30,민간,일반,도시정비형 재개발,건축심의,0.0,1973-09-06,2022-08-25,,,2023-03-07,,,,,,,,0,0,0,중구
32.0,중구,무교다동-29,을지로1가 16,무교로 6,민간,일반,도시정비형 재개발,관리처분,0.0,1973-09-06,2024-08-07,,2024-11-20,2024-03-26,2024-11-20,2024-11-20,2025-09-17,,,,,0,0,0,중구
33.0,중구,무교다동-31,을지로1가 42,남대문로9길 39,민간,일반,도시정비형 재개발,착공,0.0,1973-09-06,2023-09-21,,2024-06-19,2024-01-23,2024-06-19,2024-06-19,2024-11-22,2024-11-22,,,2025-08-25,0,0,0,중구
34.0,중구,봉래-2,봉래동1가 48-3,칠패로 36,민간,일반,도시정비형 재개발,구역지정,0.0,2017-08-24,2025-03-20,,,,,,,,,,,0,0,0,중구
35.0,중구,봉래-3,남대문로5가 63-1,세종대로1길 7,민간,일반,도시정비형 재개발,사업시행,0.0,2017-08-24,2024-08-07,,,2024-09-13,2025-06-25,2025-06-25,,,,,,0,0,0,중구
36.0,중구,서-서1·2-1,순화동 7,서소문로 88,민간,일반,도시정비형 재개발,착공,0.0,1973-09-06,2024-06-20,,2022-07-27,2024-09-13,2022-07-27,2022-07-16,2022-12-28,2022-12-28,,,2025-11-07,0,0,0,중구
37.0,중구,서소문-10,서소문 58-7,서소문로 106,민간,일반,도시정비형 재개발,착공,0.0,1973-09-06,2021-12-30,,2022-09-21,2024-08-20,2022-09-21,2024-11-15,2024-03-20,2024-03-20,,,2025-01-15,0,0,0,중구
38.0,중구,"서소문-11,12",서소문동 58-9,서소문로 100,민간,일반,도시정비형 재개발,착공,0.0,1973-09-06,2023-09-14,,2023-02-08,2024-04-18,2023-02-08,2024-11-15,2025-03-12,2025-03-12,,,2025-03-31,0,0,0,중구
39.0,중구,"세운3-2,3",입정동 175-1,,민간,재촉,도시정비형 재개발,착공,0.0,2009-03-19,2023-12-07,,2017-04-26,2024-03-26,2017-04-26,2025-02-12,2021-07-07,2025-06-25,,,2025-03-20,0,0,0,중구
40.0,중구,"세운3-8,9,10",을지로3가 227,을지로15길 10,민간,재촉,도시정비형 재개발,사업시행,2.0,2009-03-19,2023-12-07,,2021-11-17,2024-03-26,2021-11-17,2025-06-18,,,,,,0,0,0,중구
41.0,중구,"세운5-1,3",산림동 190-3,을지로19길 28,민간,재촉,도시정비형 재개발,관리처분,0.0,2009-03-19,2023-10-26,,2020-09-16,2024-02-13,2020-09-16,2024-06-19,2024-12-13,2024-12-13,2025-03-01,2025-08-31,,0,0,0,중구
42.0,중구,세운6-1-3,인현동1가 31,을지로20길 24-10,민간,재촉,도시정비형 재개발,추진위,0.0,2006-10-26,2025-07-24,2025-10-01,,,,,,,,,,0,0,0,중구
43.0,중구,세운6-3-3,을지로4가 310-2,을지로22길 11,민간,재촉,도시정비형 재개발,착공,0.0,2009-03-19,2025-04-24,,2017-11-17,2024-03-26,2017-11-17,2025-06-25,2020-10-21,2021-05-20,,,2021-07-02,0,0,0,중구
44.0,중구,"세운6-4-22,23",충무로4가 108-21,퇴계로 223,민간,재촉,도시정비형 재개발,사업시행,0.0,2009-03-19,2024-01-25,,2022-09-23,2021-09-15,2022-09-23,2022-09-23,,,,,,0,0,0,중구
45.0,중구,수표,입정동 237,충무로13길 7,민간,일반,도시정비형 재개발,착공,0.0,2010-08-26,2025-02-19,,2022-07-06,2024-10-31,2020-11-18,2025-04-25,2022-06-29,2023-11-01,,,2024-07-05,0,0,0,중구
46.0,중구,신당10,신당동 236-100,다산로33라길 32-7,민간,일반,주택정비형 재개발,조합설립,899.0,2023-06-22,2023-06-22,,2023-12-27,,,,,,,,,1423,1107,316,중구
47.0,중구,신당8,청구동 321-1,다산로28길 22,민간,일반,주택정비형 재개발,관리처분,1182.0,2007-05-25,2023-06-07,2004-12-30,2016-12-12,2017-12-19,2018-12-05,2023-07-26,2024-05-31,2024-05-31,2024-11-01,2025-12-31,,1159,983,176,중구
48.0,중구,신당9,신당동 432-1008,다산로5길 6-10 ,민간,일반,주택정비형 재개발,건축심의,261.0,2010-11-04,2022-11-09,2005-01-24,2018-04-20,2020-11-18,,,,,,,,315,315,0,중구
49.0,중구,"양동-11,12",남대문로5가 580,,민간,일반,도시정비형 재개발,관리처분,173.0,1978-09-26,2024-08-29,,2023-03-22,2025-01-16,2023-03-22,2025-06-30,2025-10-22,2022-07-20,,,,0,0,0,중구
50.0,중구,"양동-4-2,7",남대문로5가 395,소월로 50,민간,일반,도시정비형 재개발,관리처분,0.0,1978-09-26,2024-12-18,,2024-12-24,2024-07-16,2024-12-24,2024-12-24,2025-03-19,2025-03-19,2025-02-03,2025-04-11,,0,0,0,중구
51.0,중구,"양동-8-1,6",남대문로5가 526,퇴계로 18,민간,일반,도시정비형 재개발,관리처분,0.0,1978-09-26,2025-04-23,,,2024-12-23,2025-04-30,2025-04-30,2025-10-24,2022-07-20,,,,0,0,0,중구
52.0,중구,"을지로2가-1,3,6,18",삼각동 66-1,청계천로 54,민간,일반,도시정비형 재개발,구역지정,0.0,1977-06-29,2024-12-05,,,,,,,,,,,0,0,0,중구
53.0,중구,"을지로3가-1,2",수표동 56-9,삼일대로12길 15,민간,일반,도시정비형 재개발,착공,0.0,2016-10-06,2023-07-20,,2023-09-27,2023-07-11,2023-09-27,2025-10-01,2024-03-11,2024-03-11,,,2025-08-22,0,0,0,중구
54.0,중구,을지로3가-10,을지로3가 95-12,을지로11길 12,민간,일반,도시정비형 재개발,관리처분,0.0,2016-10-06,2024-09-25,,2024-02-28,2023-11-13,2024-02-28,2024-02-28,2024-09-27,2024-09-27,,,,0,0,0,중구
55.0,중구,을지로3가-12,을지로3가 65-14,충무로9길 17,민간,일반,도시정비형 재개발,착공,0.0,2016-10-06,2021-01-28,,2021-09-01,2021-04-28,2021-09-01,2025-01-02,2022-06-15,2022-06-15,,,2023-09-27,0,0,0,중구
56.0,중구,을지로3가-6,수표동 35-10,수표로 66,민간,일반,도시정비형 재개발,착공,0.0,2016-10-06,2020-11-26,,2021-06-16,2020-12-16,2021-03-03,2021-06-16,2022-04-06,2022-04-06,,,2023-04-06,0,0,0,중구
57.0,중구,을지로3가-9,을지로3가 5-1,충무로9길 29,민간,일반,도시정비형 재개발,착공,0.0,2016-10-06,2024-08-16,,2022-12-21,2024-10-11,2022-12-21,2025-02-12,2023-09-13,2025-03-26,,,2025-04-15,0,0,0,중구
58.0,중구,중림동398,중림동 398,서소문로 8,민간,일반,주택정비형 재개발,조합설립,280.0,2023-09-14,2023-09-14,,2024-12-19,,,,,,,,,791,600,191,중구
59.0,용산구,한강맨션아파트,이촌동 300-23,이촌로 248,민간,일반,아파트지구 재건축,관리처분,660.0,2018-03-15,2023-09-07,2003-12-26,2017-06-05,2019-09-10,2021-09-24,,2022-12-02,,,,,1441,1303,138,용산구
60.0,용산구,후암1,후암동 142-4,한강대로98나길 26,민간,일반,단독주택 재건축,추진위,730.0,,,2007-04-23,,,,,,,,,,0,0,0,용산구
61.0,용산구,한강삼익아파트,이촌동 300-301,이촌로 264,민간,일반,아파트지구 재건축,사업시행,252.0,2018-03-15,2023-04-28,,2003-05-10,2019-03-12,2020-06-05,,,,,,,329,277,52,용산구
62.0,용산구,왕궁아파트,이촌동 300-11,이촌로88길 15,민간,일반,아파트지구 재건축,조합설립,250.0,2023-09-07,2024-11-14,2006-05-23,2008-12-09,,,,,,,,,318,260,58,용산구
63.0,용산구,청화아파트,이태원동 22-2,장문로 27,민간,일반,공동주택 재건축,추진위,578.0,,,2009-12-30,,,,,,,,,,0,0,0,용산구
64.0,용산구,이촌1,"이촌동 199,203,206","이촌로80-8,60, 이촌로14길 11-22",민간,일반,단독주택 재건축,추진위,520.0,,,2007-02-23,,,,,,,,,,0,0,0,용산구
65.0,용산구,신동아아파트,서빙고동 241-21,서빙고로 241-21 일대,민간,일반,아파트지구 재건축,조합설립,1326.0,,,2017-10-13,2021-01-07,,,,,,,,,0,0,0,용산구
66.0,용산구,중산시범아파트,이촌동 211-2,이촌로2가길 36,민간,일반,공동주택 재건축,추진위,266.0,,2016-01-12,2005-07-12,,,,,,,,,,0,0,0,용산구
67.0,용산구,강변강서아파트,"이촌동 193-3,5","이촌로 104, 이촌로34길 10",공공,일반,아파트지구 재건축,조합설립,213.0,,1976-08-21,1993-04-12,1993-04-12,,,,,,,,,0,0,0,용산구
68.0,용산구,동자동2,동자동 15-1,한강대로 392,민간,일반,도시정비형 재개발,관리처분,15.0,1978-11-30,2025-02-27,,,,1985-12-26,,2020-09-25,,,,,0,0,0,용산구
69.0,용산구,신용산역북측1,한강로2가 2-116,한강로2가 2-116,민간,일반,도시정비형 재개발,사업시행,71.0,2015-07-01,2023-01-20,,,,2021-12-31,,,,,,,324,295,29,용산구
70.0,용산구,신용산역북측2,한강로2가 2-194,새창로 209,민간,일반,도시정비형 재개발,사업시행,75.0,2015-07-01,2023-11-10,,,,2020-12-10,,,,,,,340,314,26,용산구
71.0,용산구,정비창전면1,한강로3가 40-641,한강대로15길 19-17,민간,일반,도시정비형 재개발,조합설립,619.0,2018-04-05,,2018-11-21,2021-08-30,,,,,,,,,777,678,99,용산구
72.0,용산구,용산역전면1-2,한강로3가 40-712,한강대로21나길 40,민간,일반,도시정비형 재개발,추진위,0.0,2006-01-19,,2018-07-13,,,,,,,,,,0,0,0,용산구
73.0,용산구,정비창전면3,한강로3가 40-19,한강대로 23,민간,일반,도시정비형 재개발,조합설립,20.0,2018-04-05,,,2022-08-10,,,,,,,,,128,128,0,용산구
74.0,용산구,남영동업무지구2,갈월동 92,한강대로 273 일대,민간,일반,도시정비형 재개발,조합설립,32.0,2022-08-18,,2022-10-19,2023-04-14,,,,,,,,,565,456,109,용산구
75.0,용산구,산호아파트,원효로4가 118-16,원효로 66,민간,일반,아파트지구 재건축,사업시행,554.0,2020-01-09,2022-06-24,2005-03-11,2017-08-31,2021-04-15,2024-03-29,,,,,,,647,574,73,용산구
76.0,용산구,서계통합구역,서계동 33번지 일대,,민간,일반,주택정비형 재개발,추진위,2892.0,2025-04-10,,2025-11-28,,,,,,,,,,2691,2103,588,용산구
77.0,용산구,청파1구역,청파동2가 11-1,청파로57길 23,민간,일반,주택정비형 재개발,조합설립,640.0,2022-07-14,,2005-08-12,2023-02-17,,,,,,,,,697,581,116,용산구
78.0,용산구,청파2구역,청파동1가 89-18,청파로71나길 23-4,민간,일반,주택정비형 재개발,구역지정,1408.0,2024-10-31,,,,,,,,,,,,1905,1498,407,용산구
79.0,용산구,한강로,한강로1가 158번지 일대,,민간,일반,도시정비형 재개발,건축심의,468.0,2011-10-13,2011-10-13,2012-05-10,2012-10-18,2013-10-15,,,,,,,,406,362,44,용산구
80.0,용산구,한남2구역,보광동 272-3,우사단로4길 4-5,민간,재촉,주택정비형 재개발,관리처분,1799.0,2009-10-01,2009-10-01,2010-06-28,2012-06-01,2020-08-11,2021-11-26,,2025-07-25,,,,,1537,1299,238,용산구
81.0,용산구,한남3구역,"한남동 686
","이태원로 222-32
",민간,재촉,주택정비형 재개발,관리처분,8373.0,2009-10-01,2009-10-01,2010-08-01,2012-09-04,2017-10-24,2019-03-29,2024-09-13,2023-06-23,2023-09-15,2023-10-30,2025-07-01,,5970,4950,1020,용산구
82.0,용산구,한남4구역,보광동 360,장문로15가길 7-16,민간,재촉,주택정비형 재개발,사업시행,2588.0,2009-10-01,2009-10-01,2010-09-29,2015-01-06,2024-05-28,2025-11-14,,,,,,,2331,1981,350,용산구
83.0,용산구,한남5구역,동빙고동 60,서빙고로75가길 5-19,민간,재촉,주택정비형 재개발,건축심의,2635.0,2009-10-01,2009-10-01,2010-06-15,2012-08-22,2024-04-09,,,,,,,,2592,2202,390,용산구
84.0,성동구,성수전략1,성수동1가 72-10,,민간,일반,주택정비형 재개발,조합설립,3121.0,2009-04-23,2011-02-17,2009-10-27,2017-07-18,,,,,,,,,3014,2385,629,성동구
85.0,성동구,성수전략2,성수동2가 506,,민간,일반,주택정비형 재개발,조합설립,2339.0,2009-04-23,2011-02-17,2009-10-27,2020-03-06,,,,,,,,,2609,2061,548,성동구
86.0,성동구,성수전략3,성수동2가 572-7,,민간,일반,주택정비형 재개발,조합설립,2005.0,2009-04-23,2011-02-17,2009-10-27,2019-02-27,,,,,,,,,2213,1727,486,성동구
87.0,성동구,성수전략4,성수동2가 219-4,,민간,일반,주택정비형 재개발,조합설립,1602.0,2009-04-23,2011-02-17,2009-10-22,2016-07-25,,,,,,,,,1439,1172,267,성동구
88.0,성동구,용답동,용답동 108-1,,민간,일반,주택정비형 재개발,착공,1844.0,2007-09-27,2022-12-01,2006-07-30,2007-11-16,2015-08-01,2017-01-12,2024-05-13,2018-07-06,2024-04-04,,,2023-10-24,1670,1365,305,성동구
89.0,성동구,금호16,금호동2가 501-31,,민간,일반,주택정비형 재개발,관리처분,483.0,2007-07-12,2007-07-12,2005-09-30,2008-04-21,2008-02-25,2009-12-17,2024-01-04,2024-04-11,,2024-08-29,2025-08-30,,595,475,120,성동구
90.0,성동구,응봉1,응봉동 193-162,독서당로60가길 6-1,민간,일반,단독주택 재건축,사업시행,621.0,2011-10-27,2023-03-23,2006-08-29,2016-04-22,2021-07-27,2023-04-20,2023-04-20,,,,,,525,525,0,성동구
91.0,성동구,한남하이츠,옥수동 220-1,,민간,일반,공동주택 재건축,사업시행,535.0,2017-02-16,2017-02-16,2003-12-26,2018-05-18,2019-05-28,2020-05-21,2020-05-21,,,,,,790,787,3,성동구
92.0,성동구,장미아파트,성수동1가 656-421,왕십리로 66-15,민간,일반,공동주택 재건축,착공,173.0,2016-09-08,2021-01-07,2004-01-26,2019-03-14,2020-08-04,2021-07-22,2024-03-07,2022-09-29,2024-11-28,,,2024-10-23,287,260,27,성동구
93.0,성동구,장안평중고차매매센터,용답동 234,,민간,일반,도시정비형 재개발,건축심의,0.0,2018-01-11,2018-01-11,2018-05-15,2020-03-23,2023-02-14,,,,,,,,0,0,0,성동구
94.0,성동구,성수1,성수동1가 656-1267,,민간,일반,단독주택 재건축,건축심의,143.0,2008-06-05,2022-10-20,2004-01-15,2020-08-06,2021-03-09,,,,,,,,322,272,50,성동구
95.0,성동구,금호21구역,금호동3가 1번지 일대,무수막길 31,민간,일반,주택정비형 재개발,조합설립,1741.0,2023-09-07,2023-09-07,,2024-10-18,,,,,,,,,1219,999,220,성동구
96.0,성동구,마장동382번지일대,마장동 382,살곶이2길 37,민간,일반,주택정비형 재개발,구역지정,125.0,2025-08-28,,,,,,,,,,,,1000,1000,0,성동구
97.0,성동구,마장세림아파트,마장동 784,마장로42길 16,민간,일반,공동주택 재건축,조합설립,841.0,2022-06-23,2022-06-23,2023-02-20,2023-12-22,,,,,,,,,996,915,81,성동구
98.0,성동구,왕십리역세권4,행당동248번지,,민간,일반,도시정비형 재개발,추진위,79.0,2024-02-15,2024-02-15,2024-03-25,,,,,,,,,,631,477,154,성동구
99.0,광진구,신향빌라,중곡4동 18-24,용마산로24길 13,민간,일반,공동주택 재건축,구역지정,156.0,2022-06-02,2022-06-02,,,,,,,,,,,339,322,17,광진구
100.0,광진구,자양4동A구역주택재개발사업,자양4동 57-90번지 일대,능동로3마길 10-3,민간,일반,주택정비형 재개발,구역지정,1445.0,2025-07-03,,,,,,,,,,,,2999,2447,552,광진구
101.0,광진구,자양5재정비촉진구역,자양동 680-81,자양로 72,민간,재촉,도시정비형 재개발,구역지정,224.0,2018-01-18,2018-01-18,,,,,,,,,,,840,538,302,광진구
102.0,광진구,자양7,자양동 464-40,자양번영로3길 38-14,민간,일반,단독주택 재건축,조합설립,432.0,2018-08-30,,2008-02-05,2021-10-03,,,,,,,,,917,874,43,광진구
103.0,광진구,자양한양아파트,자양동 695,구의 강변로 11,민간,일반,공동주택 재건축,추진위,444.0,2024-05-30,,2025-04-07,,,,,,,,,,859,652,207,광진구
104.0,광진구,중곡아파트,중곡동 190-26,긴고랑로1길 55,공공,일반,공동주택 재건축,조합설립,276.0,2014-11-13,2025-10-16,2005-09-01,2022-07-19,,,,,,,,,348,306,42,광진구
105.0,동대문구,이문4,이문동 86-1,외대역동로34길 52,민간,재촉,주택정비형 재개발,관리처분,2629.0,2008-01-07,2025-04-17,2004-06-23,2017-03-16,2021-10-26,2023-02-16,,2024-04-01,,2024-11-25,2026-03-31,,3488,2778,710,동대문구
106.0,동대문구,전농8,전농동 204,전농로17길 26 ,민간,재촉,주택정비형 재개발,건축심의,1581.0,2008-07-10,2025-06-05,2005-09-27,2021-12-08,2023-10-17,,,,,,,,1760,1409,351,동대문구
107.0,동대문구,전농,전농동 494-1,서울시립대로 57,민간,재촉,도시정비형 재개발,사업시행,474.0,2006-03-30,2006-03-30,2005-12-26,2007-06-22,2023-09-26,2024-12-26,,,,,,,1122,932,190,동대문구
108.0,동대문구,전농12,전농동 643-51,서울시립대로 49,민간,재촉,주택정비형 재개발,조합설립,348.0,2009-06-25,2009-06-25,2007-01-31,2022-01-14,,,,,,,,,297,246,51,동대문구
109.0,동대문구,용두1-1,용두동 24-1,왕산로 138-1,민간,재촉,도시정비형 재개발,구역지정,0.0,2007-05-17,2007-05-17,,,,,,,,,,,0,0,0,동대문구
110.0,동대문구,용두1-2,용두동 23-8,왕산로 142-1,민간,재촉,도시정비형 재개발,사업시행,30.0,2007-05-17,2007-05-17,2019-05-07,2019-10-23,2022-04-26,2022-11-23,,,,,,,243,211,32,동대문구
111.0,동대문구,용두1-4,용두동 26-3,고산자로32길 15-9,민간,재촉,도시정비형 재개발,건축심의,32.0,2005-05-17,2007-05-17,,2024-06-07,2025-03-25,,,,,,,,60,60,0,동대문구
112.0,동대문구,용두1-5,용두동 23-1,왕산로 150,민간,재촉,도시정비형 재개발,추진위,98.0,2005-05-17,2007-05-17,2019-11-12,,,,,,,,,,324,324,0,동대문구
113.0,동대문구,용두1-6,용두동 14-1,왕산로 154,공공,재촉,도시정비형 재개발,건축심의,136.0,2005-05-17,2007-05-17,,2021-07-14,2025-06-19,,,,,,,,977,556,421,동대문구
114.0,동대문구,청량리6,청량리동 205,홍릉로 90,민간,일반,주택정비형 재개발,사업시행,950.0,2008-11-13,2008-11-13,2004-08-04,2019-05-07,2022-04-22,2024-11-07,,,,,,,1493,1239,254,동대문구
115.0,동대문구,제기4,제기동 288,홍릉로15길 11,민간,일반,주택정비형 재개발,관리처분,412.0,2005-12-29,2024-04-18,2006-06-20,2016-05-16,2017-09-26,2019-03-07,2025-06-12,2022-08-25,2022-08-25,2023-06-17,2024-07-01,,909,753,156,동대문구
116.0,동대문구,제기6,제기동 120-104,고산자로52길 20,민간,일반,주택정비형 재개발,관리처분,556.0,2009-02-12,2018-09-27,2004-08-31,2017-12-27,2019-07-24,2020-12-24,2023-03-08,2023-11-09,,2025-06-01,2026-01-01,,423,350,73,동대문구
117.0,동대문구,청량리7,청량리동 199,-,민간,일반,주택정비형 재개발,착공,926.0,2007-09-06,,2004-06-25,2007-12-26,2008-10-15,2009-04-02,2023-03-23,2020-04-23,2023-06-09,,,2022-12-29,761,627,134,동대문구
118.0,동대문구,청량리8,청량리동 435,홍릉로12길 18,민간,일반,주택정비형 재개발,관리처분,381.0,2010-11-25,2023-09-07,2006-01-09,2018-07-11,2022-04-26,2024-07-11,,2025-09-25,,,,,610,460,150,동대문구
119.0,동대문구,장안현대,장안동 95-1,한천로 244,민간,일반,공동주택 재건축,사업시행,456.0,2017-09-14,2022-12-01,2018-06-12,2020-07-10,2022-06-14,2024-08-13,2024-08-13,,,,,,746,641,105,동대문구
120.0,동대문구,제기1(경동미주아파트),제기동 892-68,정릉천동로 80,민간,일반,공동주택 재건축,착공,228.0,2012-10-18,2018-12-27,2008-01-01,2019-05-01,2020-06-23,2021-04-01,2025-07-07,2023-04-13,,,,2025-03-31,351,306,45,동대문구
121.0,동대문구,답십리자동자부품상가,답십리동 952,"전농로4길 62
",민간,일반,도시정비형 재개발,사업시행,0.0,2020-09-03,2025-01-23,2020-09-01,2021-10-01,2023-06-01,2025-04-03,,,,,,,618,478,140,동대문구
122.0,동대문구,신설1,신설동 92-5,하정로6길 14,공공,일반,주택정비형 재개발,사업시행,121.0,2008-10-30,2024-08-08,,2021-07-22,2024-08-20,2025-03-20,,,,,,,299,189,110,동대문구
123.0,동대문구,신이문역세권,이문동 168-1,신이문로24길 31,민간,일반,도시정비형 재개발,조합설립,0.0,2020-12-03,2024-06-13,,2024-09-12,,,,,,,,,1265,899,366,동대문구
124.0,동대문구,용두구역6지구,용두동 52-1,천호대로 27길 73,민간,일반,도시정비형 재개발,구역지정,0.0,2000-02-09,,,,,,,,,,,,0,0,0,동대문구
125.0,동대문구,용두구역7지구,용두동 53-6,왕산로길 6길 27,민간,일반,도시정비형 재개발,구역지정,0.0,2000-02-09,,,,,,,,,,,,0,0,0,동대문구
