hub_name,intercept,distance_coef,transfer_coef,avg_transfer,avg_fare
광화문역,-0.0007613366823491943,2.1999899629576007,0.00025055859999464913,1.0,1650.0
강남역,0.0009216015748318833,2.200001639111218,-0.0002817620698865042,1.0,1650.0
성수역,-0.00746604225235741,2.2001334397565917,0.004085650681516173,1.0,1650.0
여의도역,-0.0008419895558733222,2.199940787980869,-0.0007456810463828262,0.0,1650.0
