gu,year,area_pyeong_bucket,deposit_price_krw,monthly_rent_krw,rent_area_m2,rent_build_year,rent_txn_count,monthly_rent_active_krw,monthly_rent_positive_ratio,sale_price_krw,sale_area_m2,sale_build_year,sale_txn_count
중랑구,2023,13.0,103810000.0,200000.0,44.5,1990.0,136.0,330000.0,1.0,380000000.0,44.35,1989.0,14.0
중랑구,2023,14.0,109270000.0,170000.0,44.68,2019.0,81.0,260000.0,1.0,420000000.0,45.44,1987.0,3.0
중랑구,2023,15.0,239000000.0,0.0,49.77,1996.0,386.0,450000.0,1.0,490000000.0,49.77,1996.0,43.0
중랑구,2023,16.0,285000000.0,0.0,54.0,1999.0,81.0,750000.0,1.0,430000000.0,54.0,2004.0,17.0
중랑구,2023,17.0,300000000.0,0.0,57.189,2002.0,123.0,550000.0,1.0,544000000.0,57.3,1996.0,26.0
중랑구,2023,18.0,280000000.0,0.0,59.76,1999.0,1202.0,500000.0,1.0,561740000.0,59.76,1997.0,186.0
중랑구,2023,19.0,255000000.0,0.0,61.95,2003.0,14.0,900000.0,1.0,430000000.0,62.72,2009.0,3.0
중랑구,2023,20.0,330000000.0,0.0,66.96,1995.0,79.0,800000.0,1.0,595000000.0,66.96,1995.0,13.0
중랑구,2023,21.0,302750000.0,0.0,68.12,1996.0,154.0,370000.0,1.0,573500000.0,68.12,1996.0,20.0
중랑구,2023,22.0,350000000.0,0.0,74.25,1996.0,41.0,1000000.0,1.0,600000000.0,74.25,1996.0,14.0
중랑구,2023,23.0,460000000.0,0.0,75.058,2019.0,85.0,900000.0,1.0,660000000.0,75.75,2005.0,9.0
중랑구,2023,24.0,360000000.0,0.0,79.62,2004.0,37.0,715000.0,1.0,500000000.0,78.941,2007.0,5.0
중랑구,2023,25.0,380000000.0,0.0,83.91,2000.0,223.0,950000.0,1.0,680000000.0,84.08,1999.0,31.0
중랑구,2023,26.0,410000000.0,0.0,84.93,2006.0,1817.0,1000000.0,1.0,685000000.0,84.94,2003.0,272.0
중랑구,2023,28.0,350000000.0,0.0,92.49,1991.5,8.0,800000.0,1.0,,,,
중랑구,2023,29.0,556500000.0,0.0,96.399,2017.0,13.0,1225000.0,1.0,935000000.0,95.1327,2020.0,3.0
중랑구,2023,30.0,350000000.0,0.0,99.85,2004.0,1.0,,,,,,
중랑구,2023,31.0,490000000.0,0.0,101.9,1995.0,139.0,1135000.0,1.0,862500000.0,101.9,1995.0,30.0
중랑구,2023,32.0,470000000.0,0.0,107.05,2003.0,50.0,1100000.0,1.0,845000000.0,107.05,2003.0,5.0
중랑구,2023,33.0,350000000.0,0.0,110.11,2004.0,3.0,,,850000000.0,110.2786,2002.0,1.0
중랑구,2023,34.0,570000000.0,0.0,111.56,2010.0,43.0,1500000.0,1.0,880000000.0,111.56,2012.0,7.0
중랑구,2023,35.0,388000000.0,0.0,114.85,2013.0,82.0,900000.0,1.0,1060000000.0,115.13515,2015.5,8.0
중랑구,2023,36.0,430000000.0,0.0,119.05,1999.0,5.0,,,605000000.0,119.59,1997.0,1.0
중랑구,2023,37.0,980000000.0,0.0,120.82,2013.0,1.0,,,,,,
중랑구,2023,38.0,560000000.0,0.0,126.28,1995.0,60.0,1100000.0,1.0,1042000000.0,126.28,1995.0,11.0
중랑구,2023,39.0,500000000.0,0.0,129.37,1997.0,7.0,1100000.0,1.0,810000000.0,129.37,1997.0,4.0
중랑구,2023,40.0,519250000.0,0.0,131.8,2016.0,12.0,1400000.0,1.0,1170000000.0,131.8,2016.0,1.0
중랑구,2023,41.0,580000000.0,0.0,134.37,1995.0,17.0,200000.0,1.0,950000000.0,134.37,1995.0,7.0
중랑구,2023,42.0,500000000.0,0.0,137.29,2007.0,1.0,,,,,,
중랑구,2023,45.0,500000000.0,0.0,163.63,2016.0,11.0,2500000.0,1.0,1650000000.0,180.81,2016.0,6.0
강남구,2024,10.0,71820000.0,240000.0,28.246,2008.0,1890.0,660000.0,1.0,825000000.0,33.1,2002.0,172.0
강남구,2024,11.0,166480000.0,170000.0,36.29,2023.0,737.0,420000.0,1.0,410000000.0,36.16,2004.0,53.0
강남구,2024,12.0,297500000.0,0.0,39.53,1992.0,1067.0,955000.0,1.0,1039380000.0,39.53,1992.0,135.0
강남구,2024,13.0,218200000.0,310000.0,43.01,2021.0,312.0,700000.0,1.0,1042440000.0,41.3882,2024.0,35.0
강남구,2024,14.0,225200000.0,330000.0,44.925003,2024.0,288.0,570000.0,1.0,850000000.0,47.46,2018.5,4.0
강남구,2024,15.0,260400000.0,190000.0,49.86,2011.0,1254.0,690000.0,1.0,1380000000.0,49.86,1992.0,125.0
강남구,2024,16.0,360000000.0,0.0,53.06,1985.0,321.0,865000.0,1.0,1800000000.0,53.06,1983.0,58.0
강남구,2024,17.0,465000000.0,0.0,55.08,1998.0,82.0,1440000.0,1.0,1389240000.0,55.34,2001.0,19.0
강남구,2024,18.0,500000000.0,0.0,59.93,2013.0,3753.0,1500000.0,1.0,1860000000.0,59.92,2006.0,591.0
강남구,2024,19.0,490000000.0,0.0,63.76,1983.0,192.0,1450000.0,1.0,2450000000.0,63.87,1986.0,35.0
강남구,2024,20.0,300000000.0,685000.0,67.28,2005.0,86.0,2050000.0,1.0,1370000000.0,66.0,1990.0,10.0
강남구,2024,21.0,620000000.0,0.0,70.54,2009.0,121.0,2350000.0,1.0,2100000000.0,70.8333,2009.0,29.0
강남구,2024,22.0,512500000.0,0.0,73.02,1994.0,252.0,1500000.0,1.0,2392500000.0,73.02,1988.5,66.0
강남구,2024,23.0,620000000.0,0.0,76.79,1979.0,977.0,1550000.0,1.0,2234500000.0,74.97,1993.0,126.0
강남구,2024,24.0,670000000.0,0.0,79.61,2001.0,350.0,2000000.0,1.0,2295000000.0,79.61,1998.0,40.0
강남구,2024,25.0,650000000.0,0.0,83.69,1999.0,915.0,1900000.0,1.0,2400000000.0,83.69,1987.0,188.0
강남구,2024,26.0,760000000.0,0.0,84.92,2006.0,4747.0,2100000.0,1.0,2270000000.0,84.92,2005.0,813.0
강남구,2024,27.0,550000000.0,2700000.0,89.356,2011.0,49.0,4800000.0,1.0,3500000000.0,89.83,2011.0,11.0
강남구,2024,28.0,900000000.0,0.0,91.96,2014.0,207.0,2025000.0,1.0,2695000000.0,91.96,2014.0,46.0
강남구,2024,29.0,1300000000.0,400000.0,96.94,2015.0,396.0,2800000.0,1.0,3230000000.0,95.38,2015.0,47.0
강남구,2024,30.0,850000000.0,0.0,99.79,1993.0,144.0,1980000.0,1.0,2255000000.0,99.79,1993.0,36.0
강남구,2024,31.0,850000000.0,0.0,101.97,2014.0,367.0,2800000.0,1.0,2210000000.0,101.96,2007.0,78.0
강남구,2024,32.0,780000000.0,0.0,105.89,1984.0,296.0,2550000.0,1.0,2517000000.0,106.22,1984.0,51.0
강남구,2024,33.0,850000000.0,0.0,108.88,1989.0,505.0,1800000.0,1.0,2800000000.0,108.15,1984.0,75.0
강남구,2024,34.0,1000000000.0,0.0,112.85,2020.0,346.0,3200000.0,1.0,2690000000.0,112.2044,2002.0,33.0
강남구,2024,35.0,950000000.0,0.0,114.83,2006.0,473.0,2200000.0,1.0,3200000000.0,114.9931,2005.0,97.0
강남구,2024,36.0,1150000000.0,0.0,119.095,2006.0,238.0,2500000.0,1.0,3510000000.0,119.33,2006.0,41.0
강남구,2024,37.0,1250000000.0,0.0,121.71,2005.0,327.0,2225000.0,1.0,3175000000.0,121.725,2005.0,80.0
강남구,2024,38.0,1150000000.0,0.0,126.18695,1995.0,206.0,2350000.0,1.0,3310000000.0,126.33,1995.0,41.0
강남구,2024,39.0,1152500000.0,0.0,128.01,1984.0,246.0,2200000.0,1.0,3600000000.0,128.01,1984.0,81.0
강남구,2024,40.0,1075000000.0,0.0,132.82,2003.0,170.0,2455000.0,1.0,3050000000.0,131.83,1986.0,33.0
강남구,2024,41.0,1380000000.0,0.0,134.9023,2003.0,185.0,2700000.0,1.0,3400000000.0,134.9023,2002.5,52.0
강남구,2024,42.0,1300000000.0,0.0,137.55,2002.0,57.0,3150000.0,1.0,3575000000.0,137.395,2002.0,12.0
강남구,2024,43.0,1450000000.0,0.0,141.381,2004.0,57.0,2000000.0,1.0,4330000000.0,140.9,1987.0,23.0
강남구,2024,44.0,1400000000.0,0.0,144.88,2004.0,145.0,2900000.0,1.0,4950000000.0,144.7,2004.0,61.0
강남구,2024,45.0,1400000000.0,0.0,163.67,1999.0,1011.0,4000000.0,1.0,5150000000.0,164.99,1985.0,349.0
강동구,2024,10.0,59760000.0,210000.0,17.39,2019.0,2105.0,290000.0,1.0,244750000.0,21.46,2016.0,192.0
강동구,2024,11.0,110160000.0,220000.0,36.49,2021.0,67.0,230000.0,1.0,460865000.0,36.45,2022.0,32.0
강동구,2024,12.0,68370000.0,110000.0,39.95,2022.0,517.0,240000.0,1.0,570000000.0,40.36,1994.0,9.0
강동구,2024,13.0,250000000.0,0.0,42.93,1983.0,108.0,700000.0,1.0,790000000.0,42.93,1983.0,21.0
강동구,2024,14.0,285000000.0,0.0,45.8,2024.0,90.0,1250000.0,1.0,570000000.0,46.55,2004.0,9.0
강동구,2024,15.0,87520000.0,130000.0,49.9,2019.0,612.0,270000.0,1.0,730000000.0,49.82,2019.0,61.0
강동구,2024,16.0,300000000.0,0.0,52.57,2016.0,89.0,540000.0,1.0,675000000.0,52.52,1997.5,14.0
강동구,2024,17.0,310000000.0,0.0,56.16,1983.0,299.0,800000.0,1.0,710000000.0,56.65,1988.0,80.0
강동구,2024,18.0,410000000.0,0.0,59.91,2019.0,4653.0,920000.0,1.0,1050000000.0,59.84,2016.0,1075.0
강동구,2024,19.0,275000000.0,0.0,62.91,1982.0,118.0,700000.0,1.0,740000000.0,63.32,2002.0,36.0
강동구,2024,20.0,370000000.0,0.0,66.87,1983.0,215.0,625000.0,1.0,1105000000.0,66.87,1983.0,60.0
강동구,2024,21.0,385500000.0,0.0,69.3,2002.0,74.0,600000.0,1.0,745000000.0,69.3,2003.0,13.0
강동구,2024,22.0,455000000.0,0.0,72.85,2004.0,304.0,1275000.0,1.0,1252500000.0,73.378006,2017.5,88.0
강동구,2024,23.0,445000000.0,0.0,74.97,2019.0,164.0,1175000.0,1.0,965000000.0,74.925,2014.0,24.0
강동구,2024,24.0,415000000.0,0.0,79.73,2002.0,129.0,1025000.0,1.0,933500000.0,78.84,2005.5,60.0
강동구,2024,25.0,461500000.0,0.0,84.03,2005.0,1126.0,1350000.0,1.0,1224750000.0,84.046,2004.0,238.0
강동구,2024,26.0,545000000.0,0.0,84.923,2016.0,4139.0,1350000.0,1.0,1220000000.0,84.92,2009.0,967.0
강동구,2024,27.0,375000000.0,0.0,89.4,1999.0,8.0,1800000.0,1.0,,,,
강동구,2024,28.0,525000000.0,0.0,93.79,1984.0,72.0,1600000.0,1.0,1210000000.0,93.5441,1984.0,9.0
강동구,2024,29.0,650000000.0,0.0,95.97,2015.0,199.0,1600000.0,1.0,1603500000.0,97.0,2015.0,37.0
강동구,2024,30.0,750000000.0,0.0,97.801,2019.0,39.0,1450000.0,1.0,2050000000.0,97.784,2019.0,9.0
강동구,2024,31.0,600000000.0,0.0,101.7074,2023.0,249.0,1800000.0,1.0,1500000000.0,102.34,2008.0,27.0
강동구,2024,32.0,545000000.0,0.0,106.65,2001.0,48.0,1125000.0,1.0,1243500000.0,107.01,2002.5,18.0
강동구,2024,33.0,995000000.0,0.0,109.98,2024.0,174.0,2000000.0,1.0,1570000000.0,108.655,1984.0,10.0
강동구,2024,34.0,700000000.0,0.0,112.11,2008.0,151.0,1200000.0,1.0,1570000000.0,112.11,2008.0,48.0
강동구,2024,35.0,528000000.0,0.0,114.8148,2009.0,286.0,2000000.0,1.0,1277500000.0,114.86,2004.0,72.0
강동구,2024,36.0,620000000.0,0.0,119.37,1986.0,76.0,1200000.0,1.0,1545000000.0,119.37,1986.0,21.0
강동구,2024,37.0,870000000.0,0.0,122.082,2019.0,17.0,1315000.0,1.0,880000000.0,121.987,1999.0,7.0
강동구,2024,38.0,650000000.0,0.0,126.43,2003.0,23.0,1500000.0,1.0,1340000000.0,126.43,2003.0,6.0
강동구,2024,39.0,675000000.0,0.0,127.33,1986.0,38.0,1800000.0,1.0,1698500000.0,127.33,1986.0,16.0
강동구,2024,40.0,620000000.0,0.0,131.83,1986.0,65.0,1000000.0,1.0,1545000000.0,131.83,1986.0,21.0
강동구,2024,41.0,1100000000.0,0.0,134.97,2024.0,48.0,1450000.0,1.0,1650000000.0,133.97,2008.0,5.0
강동구,2024,42.0,450000000.0,0.0,137.7,1982.0,5.0,,,2631000000.0,138.702,2024.0,2.0
강동구,2024,43.0,730000000.0,0.0,141.65,2006.0,6.0,1200000.0,1.0,1200000000.0,141.65,2008.0,3.0
강동구,2024,44.0,930000000.0,0.0,145.11,2011.0,16.0,1800000.0,1.0,1850000000.0,145.0,2011.0,1.0
강동구,2024,45.0,620000000.0,0.0,157.24,2002.0,35.0,1000000.0,1.0,1890000000.0,162.1,2002.0,13.0
강북구,2024,10.0,11730000.0,200000.0,18.6479,2020.0,817.0,570000.0,1.0,136000000.0,18.6479,2016.0,59.0
강북구,2024,11.0,62840000.0,100000.0,35.89,2023.0,21.0,100000.0,1.0,333000000.0,36.61945,2018.5,6.0
강북구,2024,12.0,55220000.0,110000.0,41.3,1991.0,169.0,600000.0,1.0,395500000.0,41.3,1991.0,28.0
강북구,2024,13.0,57720000.0,120000.0,42.2,2010.0,25.0,615000.0,1.0,,,,
강북구,2024,14.0,78680000.0,310000.0,44.89,2010.0,56.0,320000.0,1.0,320000000.0,44.89,1991.0,7.0
강북구,2024,15.0,200000000.0,0.0,49.94,1991.0,126.0,600000.0,1.0,500000000.0,49.94,1991.0,25.0
강북구,2024,16.0,270000000.0,0.0,51.9741,2020.0,23.0,1625000.0,1.0,350000000.0,52.88,2010.0,10.0
강북구,2024,17.0,175000000.0,0.0,55.9074,1994.0,12.0,800000.0,1.0,335000000.0,54.99,1990.0,1.0
강북구,2024,18.0,350000000.0,0.0,59.88,2005.0,724.0,1000000.0,1.0,590000000.0,59.96,2004.0,282.0
강북구,2024,19.0,300000000.0,0.0,63.78,1993.0,47.0,925000.0,1.0,518000000.0,63.78,1993.0,18.0
강북구,2024,20.0,220000000.0,275000.0,66.465,2016.5,6.0,700000.0,1.0,250000000.0,66.73,2004.0,2.0
강북구,2024,21.0,40750000.0,1025000.0,69.5075,2009.0,14.0,1135000.0,1.0,486000000.0,70.604996,2007.0,10.0
강북구,2024,22.0,270000000.0,0.0,71.89,1992.0,27.0,925000.0,1.0,485000000.0,71.83,2004.5,6.0
강북구,2024,23.0,300000000.0,0.0,76.035,2000.0,28.0,700000.0,1.0,515000000.0,76.08,1998.0,7.0
강북구,2024,24.0,345000000.0,0.0,79.07,1994.0,33.0,270000.0,1.0,470000000.0,78.09,2003.0,9.0
강북구,2024,25.0,430000000.0,0.0,84.18,2010.0,70.0,925000.0,1.0,840000000.0,84.18,2010.0,19.0
강북구,2024,26.0,400000000.0,0.0,84.89,2004.0,827.0,1200000.0,1.0,675000000.0,84.873,2004.0,335.0
강북구,2024,30.0,325000000.0,0.0,99.93,2019.0,7.0,1800000.0,1.0,1015000000.0,99.93,2019.0,3.0
강북구,2024,31.0,50000000.0,350000.0,102.49,2021.0,1.0,350000.0,1.0,,,,
강북구,2024,32.0,650000000.0,0.0,104.53,2017.0,3.0,,,1020000000.0,104.53,2017.0,1.0
강북구,2024,34.0,680000000.0,0.0,113.89,2010.0,23.0,2300000.0,1.0,1070000000.0,113.89,2010.0,7.0
강북구,2024,35.0,478380000.0,0.0,114.85,2004.0,121.0,1700000.0,1.0,780000000.0,114.85,2004.0,53.0
강북구,2024,36.0,260000000.0,450000.0,117.6947,2002.0,2.0,900000.0,1.0,,,,
강북구,2024,37.0,450000000.0,0.0,122.58,1993.0,20.0,1200000.0,1.0,720000000.0,122.58,1993.0,11.0
강북구,2024,38.0,450000000.0,0.0,127.25,2003.0,3.0,1400000.0,1.0,685000000.0,127.25,2003.0,2.0
강북구,2024,39.0,100000000.0,1800000.0,129.784,2002.0,5.0,1800000.0,1.0,,,,
강북구,2024,40.0,400000000.0,500000.0,133.47,2004.0,1.0,500000.0,1.0,,,,
강북구,2024,41.0,350000000.0,0.0,134.27,1998.0,7.0,800000.0,1.0,,,,
강북구,2024,45.0,50000000.0,1400000.0,159.28,1992.0,1.0,1400000.0,1.0,700000000.0,159.28,1992.0,1.0
강서구,2024,10.0,75000000.0,200000.0,22.82,2014.0,2252.0,370000.0,1.0,340000000.0,32.07,2012.0,199.0
강서구,2024,11.0,250000000.0,0.0,37.67,1995.0,148.0,785000.0,1.0,530000000.0,37.67,1995.0,31.0
강서구,2024,12.0,156250000.0,0.0,39.6,1993.0,1120.0,630000.0,1.0,451000000.0,39.6,1993.0,149.0
강서구,2024,13.0,230000000.0,0.0,41.85,1994.0,295.0,800000.0,1.0,520000000.0,41.85,1994.0,57.0
강서구,2024,14.0,185000000.0,0.0,47.06,2009.0,40.0,850000.0,1.0,405000000.0,47.14,2010.0,16.0
강서구,2024,15.0,120760000.0,20000.0,49.77,2007.0,1627.0,280000.0,1.0,643750000.0,49.56,1993.0,148.0
강서구,2024,16.0,160000000.0,140000.0,51.8976,2017.0,81.0,280000.0,1.0,520000000.0,52.218,2017.0,11.0
강서구,2024,17.0,260000000.0,0.0,56.88,2002.0,111.0,670000.0,1.0,442000000.0,56.85,2012.0,25.0
강서구,2024,18.0,318120000.0,0.0,59.82,2009.0,4432.0,470000.0,1.0,750000000.0,59.87,1999.0,762.0
강서구,2024,19.0,320000000.0,0.0,63.849,2004.0,53.0,750000.0,1.0,560000000.0,62.47,2004.0,13.0
강서구,2024,20.0,340000000.0,0.0,65.88,1993.0,113.0,675000.0,1.0,660000000.0,65.88,1993.0,37.0
강서구,2024,21.0,342400000.0,0.0,69.539,2005.0,70.0,725000.0,1.0,480000000.0,69.34,2003.0,22.0
강서구,2024,22.0,350000000.0,0.0,72.9272,2004.0,91.0,800000.0,1.0,625000000.0,73.51,2005.0,25.0
강서구,2024,23.0,350000000.0,0.0,76.23,2002.0,93.0,750000.0,1.0,550000000.0,76.36,2003.0,33.0
강서구,2024,24.0,400000000.0,0.0,80.64,1994.0,174.0,1060000.0,1.0,800000000.0,80.64,2001.0,49.0
강서구,2024,25.0,400000000.0,0.0,83.57,2002.0,227.0,950000.0,1.0,650000000.0,83.07,2003.0,81.0
강서구,2024,26.0,500000000.0,0.0,84.93,2007.0,3668.0,1200000.0,1.0,970000000.0,84.95,2005.0,893.0
강서구,2024,27.0,560000000.0,0.0,89.975,1995.0,35.0,525000.0,1.0,1000000000.0,89.975,1995.0,15.0
강서구,2024,28.0,550000000.0,0.0,93.3,1999.0,13.0,1225000.0,1.0,720000000.0,91.9719,2002.0,1.0
강서구,2024,29.0,300000000.0,0.0,96.14,2002.0,9.0,1400000.0,1.0,,,,
강서구,2024,30.0,510000000.0,0.0,100.35,1994.0,22.0,1000000.0,1.0,660000000.0,99.29,1997.0,7.0
강서구,2024,31.0,555000000.0,0.0,101.87,2002.0,100.0,1050000.0,1.0,990000000.0,101.87,2004.5,32.0
강서구,2024,32.0,610000000.0,0.0,104.75,2002.0,31.0,1375000.0,1.0,1050000000.0,104.75,2002.0,12.0
강서구,2024,33.0,415000000.0,0.0,110.26,1992.0,14.0,1800000.0,1.0,787500000.0,110.26,1992.0,4.0
강서구,2024,34.0,512500000.0,0.0,112.6932,2003.0,16.0,1000000.0,1.0,815000000.0,112.6932,2004.0,7.0
강서구,2024,35.0,657500000.0,0.0,114.9,2014.0,270.0,1600000.0,1.0,1470000000.0,114.93,2008.0,66.0
강서구,2024,36.0,542500000.0,0.0,119.81,2004.0,22.0,1680000.0,1.0,925000000.0,119.9031,2004.0,9.0
강서구,2024,37.0,635000000.0,0.0,123.72,1995.0,28.0,1000000.0,1.0,1130000000.0,123.72,1995.0,5.0
강서구,2024,38.0,730000000.0,0.0,125.021,2005.0,65.0,1200000.0,1.0,1567500000.0,125.63,2005.0,22.0
강서구,2024,39.0,859500000.0,0.0,128.81,2015.0,76.0,1400000.0,1.0,1445000000.0,128.81,2015.0,34.0
강서구,2024,40.0,600000000.0,0.0,131.4,1993.0,52.0,1400000.0,1.0,1212500000.0,131.4,1993.0,12.0
강서구,2024,41.0,600000000.0,0.0,134.88,1994.0,114.0,1730000.0,1.0,1230000000.0,134.8818,2003.0,32.0
강서구,2024,42.0,480000000.0,750000.0,138.86,2010.0,2.0,1500000.0,1.0,990000000.0,138.86,2010.0,3.0
강서구,2024,43.0,850000000.0,0.0,142.42,2001.0,1.0,,,1400000000.0,142.42,2001.0,1.0
강서구,2024,44.0,450000000.0,400000.0,144.123,2002.0,24.0,1500000.0,1.0,1187500000.0,144.123,2002.0,2.0
강서구,2024,45.0,725000000.0,0.0,156.876,2002.0,74.0,1200000.0,1.0,1317500000.0,160.563,2003.0,24.0
관악구,2024,10.0,30000000.0,500000.0,21.08,2014.0,1582.0,550000.0,1.0,170000000.0,16.279999,2012.0,86.0
관악구,2024,11.0,155000000.0,130000.0,34.86,1993.0,158.0,790000.0,1.0,380000000.0,34.86,1993.0,11.0
관악구,2024,12.0,60000000.0,260000.0,39.82,2008.0,167.0,290000.0,1.0,341000000.0,40.56,1991.5,8.0
관악구,2024,13.0,114250000.0,520000.0,43.92,2023.0,52.0,655000.0,1.0,383250000.0,43.92,1988.0,4.0
관악구,2024,14.0,150000000.0,210000.0,44.9796,2022.0,180.0,210000.0,1.0,392500000.0,46.67,2005.0,4.0
관악구,2024,15.0,276750000.0,0.0,49.95,2000.0,112.0,800000.0,1.0,520000000.0,49.95,1997.0,15.0
관악구,2024,16.0,370000000.0,0.0,52.6,2015.0,15.0,325000.0,1.0,370000000.0,52.0,2010.5,2.0
관악구,2024,17.0,230000000.0,0.0,56.36,1985.0,65.0,700000.0,1.0,570000000.0,57.36,2003.0,29.0
관악구,2024,18.0,380000000.0,0.0,59.88,2004.0,2035.0,970000.0,1.0,706000000.0,59.85,2003.0,532.0
관악구,2024,19.0,370000000.0,0.0,61.74,1988.0,28.0,975000.0,1.0,640000000.0,61.74,1988.0,5.0
관악구,2024,20.0,280000000.0,400000.0,66.38,2003.0,15.0,400000.0,1.0,495000000.0,66.595,2005.0,6.0
관악구,2024,21.0,393500000.0,0.0,68.8,1992.0,96.0,650000.0,1.0,705000000.0,68.8,1992.0,23.0
관악구,2024,22.0,270000000.0,0.0,71.375,1995.0,68.0,900000.0,1.0,605000000.0,73.48,2004.5,22.0
관악구,2024,23.0,300000000.0,0.0,76.5,2003.0,25.0,750000.0,1.0,525000000.0,75.65,2004.0,11.0
관악구,2024,24.0,400000000.0,0.0,79.28,2003.0,47.0,1150000.0,1.0,599000000.0,79.28,2004.0,13.0
관악구,2024,25.0,370000000.0,0.0,83.21,2000.0,206.0,1000000.0,1.0,627000000.0,83.21,2000.0,67.0
관악구,2024,26.0,480000000.0,0.0,84.92,2004.0,1368.0,1100000.0,1.0,855000000.0,84.93,2004.0,465.0
관악구,2024,27.0,365000000.0,270000.0,90.455,2004.0,10.0,1000000.0,1.0,,,,
관악구,2024,28.0,300000000.0,0.0,91.24,1982.0,22.0,500000.0,1.0,715000000.0,91.41,2002.0,3.0
관악구,2024,29.0,460000000.0,0.0,97.2,2004.0,3.0,1000000.0,1.0,740000000.0,96.59,2012.0,1.0
관악구,2024,30.0,380000000.0,0.0,99.11,2004.0,9.0,1450000.0,1.0,650000000.0,99.12,2004.0,5.0
관악구,2024,31.0,550000000.0,0.0,101.95,2004.0,32.0,1550000.0,1.0,990000000.0,102.0,2003.0,15.0
관악구,2024,32.0,480000000.0,0.0,105.84,1993.0,56.0,1400000.0,1.0,845000000.0,105.84,1993.0,13.0
관악구,2024,33.0,573300000.0,0.0,107.7,2003.0,13.0,610000.0,1.0,740000000.0,109.34,2003.0,7.0
관악구,2024,34.0,430000000.0,0.0,113.31,2000.0,41.0,1425000.0,1.0,841500000.0,113.31,2004.0,14.0
관악구,2024,35.0,570000000.0,0.0,114.78,2003.0,315.0,1150000.0,1.0,980000000.0,114.78,2003.0,111.0
관악구,2024,36.0,470000000.0,0.0,119.49,1993.0,31.0,1100000.0,1.0,780000000.0,119.49,2002.0,7.0
관악구,2024,37.0,520000000.0,0.0,123.29,1992.0,15.0,730000.0,1.0,960000000.0,123.29,1992.0,3.0
관악구,2024,38.0,685000000.0,0.0,125.405,2004.0,2.0,,,903500000.0,124.979996,2004.0,2.0
관악구,2024,39.0,520000000.0,500000.0,127.84,2005.0,4.0,1000000.0,1.0,1172500000.0,129.01,2006.0,2.0
관악구,2024,40.0,505000000.0,295000.0,131.515,1998.5,4.0,645000.0,1.0,,,,
관악구,2024,41.0,668750000.0,0.0,136.11,1988.0,8.0,,,985000000.0,136.11,1988.0,2.0
관악구,2024,42.0,670000000.0,150000.0,138.64,2005.0,18.0,700000.0,1.0,1100000000.0,138.64,2005.0,7.0
관악구,2024,45.0,400000000.0,1100000.0,166.39,1997.0,3.0,1100000.0,1.0,1315000000.0,168.25,1997.0,2.0
광진구,2024,10.0,59000000.0,420000.0,16.32,2018.0,513.0,450000.0,1.0,242000000.0,18.94735,2018.0,116.0
광진구,2024,11.0,65000000.0,1125000.0,36.545,2016.0,2.0,1125000.0,1.0,357500000.0,36.745003,2017.5,2.0
광진구,2024,12.0,163960000.0,450000.0,40.026497,2021.0,76.0,450000.0,1.0,880000000.0,40.2751,2021.0,15.0
광진구,2024,13.0,280000000.0,100000.0,44.2079,2023.0,11.0,1500000.0,1.0,514000000.0,43.02895,2023.0,2.0
광진구,2024,14.0,100000000.0,950000.0,46.973,2023.0,25.0,1500000.0,1.0,616250000.0,46.05105,2022.5,6.0
광진구,2024,15.0,250000000.0,0.0,49.65,1997.0,20.0,700000.0,1.0,395000000.0,48.46,1976.0,11.0
광진구,2024,16.0,400000000.0,0.0,51.57,1989.0,75.0,1180000.0,1.0,870000000.0,51.57,1989.0,24.0
광진구,2024,17.0,340000000.0,0.0,55.87,2017.0,39.0,650000.0,1.0,600000000.0,55.87,2018.0,7.0
광진구,2024,18.0,480000000.0,0.0,59.89,1997.0,1023.0,1040000.0,1.0,1026000000.0,59.91,1998.0,336.0
광진구,2024,19.0,283500000.0,0.0,62.735,2005.0,12.0,775000.0,1.0,920000000.0,61.26,2002.0,3.0
광진구,2024,20.0,430000000.0,0.0,64.84,1989.0,65.0,700000.0,1.0,944500000.0,65.042496,1989.0,18.0
광진구,2024,21.0,404000000.0,0.0,69.06,1989.0,25.0,1300000.0,1.0,972500000.0,69.03,1988.0,12.0
광진구,2024,22.0,510000000.0,0.0,72.34,1989.0,52.0,900000.0,1.0,1250000000.0,72.34,1989.0,15.0
광진구,2024,23.0,545000000.0,0.0,75.55,1990.0,110.0,1050000.0,1.0,1350000000.0,75.43,1990.0,35.0
광진구,2024,24.0,500000000.0,0.0,79.75,1988.0,101.0,1050000.0,1.0,1108500000.0,79.75,1988.5,30.0
광진구,2024,25.0,509000000.0,0.0,83.31,1998.5,94.0,1300000.0,1.0,1130000000.0,83.43,2002.0,33.0
광진구,2024,26.0,640000000.0,0.0,84.91,1996.0,1661.0,1450000.0,1.0,1390000000.0,84.91,1997.0,475.0
광진구,2024,27.0,,,,,,,,555000000.0,89.4,2004.0,1.0
광진구,2024,28.0,600000000.0,0.0,92.4,1987.0,13.0,1500000.0,1.0,1450000000.0,92.42,1987.0,3.0
광진구,2024,29.0,400000000.0,1350000.0,96.98,2007.0,8.0,3300000.0,1.0,1610000000.0,96.98,2007.0,5.0
광진구,2024,30.0,500000000.0,2200000.0,100.32,2007.0,37.0,3700000.0,1.0,1762500000.0,100.32,2007.0,10.0
