gu,year,area_pyeong_bucket,deposit_price_krw,monthly_rent_krw,rent_area_m2,rent_build_year,rent_txn_count,monthly_rent_active_krw,monthly_rent_positive_ratio,sale_price_krw,sale_area_m2,sale_build_year,sale_txn_count
관악구,2022,24.0,399000000.0,0.0,79.17,2003.0,53.0,650000.0,1.0,865000000.0,78.43,2003.0,3.0
관악구,2022,25.0,350000000.0,0.0,83.44,2000.0,253.0,900000.0,1.0,810000000.0,83.445,2006.0,22.0
관악구,2022,26.0,450000000.0,0.0,84.89,2004.0,1382.0,1000000.0,1.0,950000000.0,84.87,2004.0,79.0
관악구,2022,27.0,488250000.0,0.0,90.69,2004.0,3.0,700000.0,1.0,705000000.0,90.041,2003.0,3.0
관악구,2022,28.0,300000000.0,0.0,91.24,1982.0,19.0,850000.0,1.0,,,,
관악구,2022,29.0,400000000.0,0.0,96.19,2004.0,5.0,200000.0,1.0,800000000.0,96.91499,2004.0,4.0
관악구,2022,30.0,490000000.0,0.0,98.865005,2004.0,10.0,,,725000000.0,99.29,2003.5,4.0
관악구,2022,31.0,400000000.0,0.0,101.95,2003.0,29.0,1175000.0,1.0,594000000.0,104.07,2004.0,3.0
관악구,2022,32.0,480000000.0,0.0,105.84,1993.0,67.0,775000.0,1.0,945000000.0,105.380005,2005.0,4.0
관악구,2022,33.0,550000000.0,0.0,108.905,2003.0,18.0,1000000.0,1.0,,,,
관악구,2022,34.0,510000000.0,0.0,113.31,2000.0,38.0,670000.0,1.0,1086000000.0,113.57,2002.0,2.0
관악구,2022,35.0,548000000.0,0.0,114.78,2003.0,338.0,1100000.0,1.0,1045000000.0,114.78,2002.5,32.0
관악구,2022,36.0,450000000.0,0.0,119.49,1993.0,39.0,700000.0,1.0,,,,
관악구,2022,37.0,480000000.0,0.0,123.29,1992.0,17.0,700000.0,1.0,,,,
관악구,2022,38.0,640000000.0,0.0,125.405,2004.0,2.0,,,,,,
관악구,2022,39.0,620000000.0,0.0,129.87,2004.0,1.0,,,,,,
관악구,2022,40.0,562500000.0,0.0,132.36,2002.0,6.0,1200000.0,1.0,,,,
관악구,2022,41.0,577500000.0,0.0,136.11,1988.0,5.0,550000.0,1.0,,,,
관악구,2022,42.0,740000000.0,0.0,138.74,2005.0,15.0,700000.0,1.0,1220000000.0,138.74,2005.0,1.0
관악구,2022,43.0,610000000.0,0.0,142.47,2000.0,1.0,,,,,,
관악구,2022,45.0,500000000.0,0.0,166.39,1997.0,7.0,1000000.0,1.0,1650000000.0,166.39,1997.0,2.0
광진구,2022,10.0,70000000.0,500000.0,16.32,2017.0,522.0,620000.0,1.0,202000000.0,15.17,2022.0,64.0
광진구,2022,11.0,100000000.0,1000000.0,37.17,2012.0,1.0,1000000.0,1.0,,,,
광진구,2022,12.0,400000000.0,750000.0,40.2751,2021.0,25.0,1000000.0,1.0,700000000.0,40.22515,2021.0,2.0
광진구,2022,13.0,330000000.0,0.0,42.97,2014.0,3.0,,,496500000.0,42.27,2014.5,2.0
광진구,2022,14.0,120000000.0,700000.0,46.7455,2015.0,6.0,900000.0,1.0,350000000.0,47.7,2011.0,1.0
광진구,2022,15.0,178650000.0,0.0,49.215,1997.0,22.0,550000.0,1.0,,,,
광진구,2022,16.0,315000000.0,175000.0,51.57,1989.0,88.0,1000000.0,1.0,760000000.0,51.57,1995.5,8.0
광진구,2022,17.0,220000000.0,0.0,55.87,2021.0,29.0,1200000.0,1.0,370000000.0,57.37,2002.0,1.0
광진구,2022,18.0,420000000.0,0.0,59.91,1997.0,1052.0,1000000.0,1.0,1055000000.0,59.855,1997.0,52.0
광진구,2022,19.0,367000000.0,0.0,62.8,2017.0,13.0,900000.0,1.0,,,,
광진구,2022,20.0,414750000.0,0.0,64.85,1989.0,63.0,850000.0,1.0,600000000.0,67.15,2006.0,5.0
광진구,2022,21.0,404750000.0,30000.0,69.06,1989.0,36.0,1000000.0,1.0,800000000.0,69.09,2014.0,3.0
광진구,2022,22.0,493500000.0,0.0,72.34,1989.0,65.0,900000.0,1.0,725000000.0,73.065,2000.5,6.0
광진구,2022,23.0,527500000.0,0.0,75.55,1990.0,122.0,700000.0,1.0,390000000.0,75.32,2003.0,1.0
광진구,2022,24.0,473000000.0,0.0,79.75,1989.0,105.0,775000.0,1.0,1140000000.0,79.75,1998.5,6.0
광진구,2022,25.0,472500000.0,0.0,83.38,1997.0,140.0,850000.0,1.0,1430000000.0,83.31,2002.0,5.0
광진구,2022,26.0,600000000.0,0.0,84.91,1997.0,1785.0,1080000.0,1.0,1475000000.0,84.905,1996.0,62.0
광진구,2022,28.0,568500000.0,0.0,92.4,1987.0,14.0,2225000.0,1.0,1470000000.0,92.4,1987.0,1.0
광진구,2022,29.0,400000000.0,1265000.0,96.98,2007.0,6.0,2850000.0,1.0,,,,
광진구,2022,30.0,714000000.0,350000.0,100.32,2007.0,37.0,2500000.0,1.0,1450000000.0,100.32,2007.0,1.0
광진구,2022,31.0,700000000.0,0.0,102.88,2018.0,11.0,1700000.0,1.0,2140000000.0,102.88,2018.0,1.0
광진구,2022,32.0,415000000.0,0.0,107.31,1983.0,10.0,850000.0,1.0,740000000.0,105.04,1999.0,3.0
광진구,2022,33.0,480000000.0,0.0,108.43,1983.0,27.0,600000.0,1.0,1350000000.0,108.72,2002.0,5.0
광진구,2022,34.0,672000000.0,70000.0,113.24,1999.0,9.0,1150000.0,1.0,1380000000.0,114.0,2006.0,1.0
광진구,2022,35.0,1015000000.0,0.0,115.9824,2021.0,96.0,2200000.0,1.0,1640000000.0,115.9468,2021.0,2.0
광진구,2022,36.0,945000000.0,0.0,119.41,2007.0,40.0,2200000.0,1.0,1830000000.0,119.41,2007.0,3.0
광진구,2022,37.0,831000000.0,0.0,122.62,2007.0,8.0,1170000.0,1.0,,,,
광진구,2022,38.0,800000000.0,0.0,126.66,1985.0,47.0,1300000.0,1.0,2290000000.0,126.94,1985.0,5.0
광진구,2022,39.0,1050000000.0,0.0,129.37,2009.0,40.0,1775000.0,1.0,1890000000.0,128.17,2008.0,2.0
광진구,2022,40.0,875000000.0,0.0,132.0263,2004.0,24.0,1200000.0,1.0,1330000000.0,131.96,2008.0,5.0
광진구,2022,41.0,480000000.0,0.0,135.5,2009.0,9.0,3500000.0,1.0,,,,
광진구,2022,42.0,900000000.0,0.0,139.54,2007.0,58.0,3000000.0,1.0,1990000000.0,139.57,2007.0,4.0
광진구,2022,43.0,892500000.0,0.0,142.57,2008.0,10.0,1100000.0,1.0,1889275000.0,141.54,2008.0,2.0
광진구,2022,44.0,840000000.0,1600000.0,144.51,2004.0,9.0,1800000.0,1.0,,,,
광진구,2022,45.0,920000000.0,0.0,163.53,2004.0,129.0,1540000.0,1.0,2400000000.0,196.0,1997.0,21.0
구로구,2022,10.0,46800000.0,130000.0,29.38,2017.0,1406.0,140000.0,1.0,120000000.0,16.04,2013.0,209.0
구로구,2022,11.0,87600000.0,110000.0,36.87,2006.0,435.0,250000.0,1.0,240000000.0,36.69,2005.0,26.0
구로구,2022,12.0,66950000.0,125000.0,39.91,2013.0,398.0,220000.0,1.0,236500000.0,38.96,2005.0,8.0
구로구,2022,13.0,120000000.0,0.0,43.79,1991.5,104.0,550000.0,1.0,250000000.0,43.74,1995.0,16.0
구로구,2022,14.0,133600000.0,0.0,44.83,1998.0,411.0,360000.0,1.0,430000000.0,44.64,1998.0,28.0
구로구,2022,15.0,78510000.0,130000.0,49.86,2011.0,607.0,300000.0,1.0,370000000.0,49.08,2007.0,21.0
구로구,2022,16.0,200000000.0,0.0,52.145,1987.0,176.0,600000.0,1.0,404000000.0,52.925,2021.0,38.0
구로구,2022,17.0,280000000.0,350000.0,56.475,1992.0,326.0,400000.0,1.0,434750000.0,57.07,2021.0,48.0
구로구,2022,18.0,280000000.0,0.0,59.88,2000.0,2380.0,500000.0,1.0,610000000.0,59.86,2000.0,148.0
구로구,2022,19.0,294000000.0,0.0,64.23,1989.0,147.0,525000.0,1.0,650000000.0,63.98,1989.0,7.0
구로구,2022,20.0,209000000.0,460000.0,64.93,2022.0,243.0,490000.0,1.0,425000000.0,66.421005,1994.5,10.0
구로구,2022,21.0,283500000.0,0.0,69.87,1987.0,126.0,750000.0,1.0,578500000.0,69.285,1998.0,12.0
구로구,2022,22.0,300000000.0,0.0,73.08,1986.0,185.0,600000.0,1.0,607500000.0,72.33,1999.0,8.0
구로구,2022,23.0,258250000.0,400000.0,74.9361,2020.0,816.0,400000.0,1.0,785000000.0,74.95,1995.5,6.0
구로구,2022,24.0,270000000.0,275000.0,79.92,2004.0,296.0,700000.0,1.0,870000000.0,79.97,1998.5,10.0
구로구,2022,25.0,336000000.0,0.0,83.67,1987.0,189.0,700000.0,1.0,748000000.0,84.06,2003.0,11.0
구로구,2022,26.0,345000000.0,0.0,84.95,2004.0,2828.0,450000.0,1.0,790000000.0,84.940796,2002.0,118.0
구로구,2022,27.0,287500000.0,550000.0,89.82,2008.0,8.0,625000.0,1.0,,,,
구로구,2022,28.0,335000000.0,0.0,91.05,1984.0,18.0,1000000.0,1.0,669000000.0,91.05,1984.0,5.0
구로구,2022,29.0,152500000.0,700000.0,95.075,2003.0,14.0,1100000.0,1.0,,,,
구로구,2022,30.0,,,,,,,,512500000.0,99.09,1996.0,2.0
구로구,2022,31.0,328900000.0,0.0,101.99,2014.0,86.0,600000.0,1.0,1063000000.0,102.375,2004.0,1.0
구로구,2022,32.0,400000000.0,0.0,105.45,2011.0,40.0,1400000.0,1.0,1570000000.0,106.8765,2011.0,5.0
구로구,2022,33.0,450000000.0,0.0,110.188,2004.0,21.0,1500000.0,1.0,1130000000.0,109.651,2004.0,3.0
구로구,2022,34.0,383750000.0,0.0,111.745,1997.5,28.0,1260000.0,1.0,787500000.0,111.745,2000.0,2.0
구로구,2022,35.0,408000000.0,0.0,114.9,2001.0,210.0,950000.0,1.0,920000000.0,114.99,2001.0,13.0
구로구,2022,36.0,800000000.0,0.0,117.74,2003.0,35.0,1300000.0,1.0,1710000000.0,117.74,2003.0,4.0
구로구,2022,37.0,487500000.0,0.0,121.28,2008.0,26.0,1100000.0,1.0,1050000000.0,123.46,1999.0,2.0
구로구,2022,38.0,650000000.0,0.0,125.36,2006.0,15.0,4100000.0,1.0,750000000.0,127.05,1998.0,1.0
구로구,2022,39.0,925000000.0,450000.0,128.41,2011.0,18.0,1250000.0,1.0,1670000000.0,128.41,2011.0,2.0
구로구,2022,40.0,493065000.0,0.0,132.68,1999.0,22.0,300000.0,1.0,725000000.0,132.68,1993.5,2.0
구로구,2022,41.0,620000000.0,0.0,134.99,2001.0,32.0,1000000.0,1.0,1062500000.0,134.965,1998.5,4.0
구로구,2022,42.0,997500000.0,0.0,138.412,2000.0,10.0,325000.0,1.0,1495000000.0,138.412,2000.0,2.0
구로구,2022,43.0,575000000.0,500000.0,142.59,1998.0,4.0,500000.0,1.0,,,,
구로구,2022,45.0,640500000.0,0.0,153.61,1999.0,45.0,900000.0,1.0,1030000000.0,169.199,1999.0,3.0
금천구,2022,10.0,24745000.0,150000.0,14.16,2017.0,620.0,500000.0,1.0,140000000.0,13.76,2014.0,101.0
금천구,2022,11.0,255000000.0,0.0,37.806,2020.0,20.0,700000.0,1.0,279500000.0,35.61,1989.0,2.0
금천구,2022,12.0,153625000.0,0.0,41.22,1981.0,138.0,540000.0,1.0,540000000.0,40.647003,1981.0,10.0
금천구,2022,13.0,110000000.0,275000.0,41.34,1989.0,46.0,600000.0,1.0,399000000.0,41.34,1989.0,3.0
금천구,2022,14.0,157250000.0,0.0,44.89,1990.0,44.0,600000.0,1.0,516500000.0,44.915,1990.0,2.0
금천구,2022,15.0,200000000.0,0.0,49.75,1981.0,87.0,600000.0,1.0,700000000.0,49.75,1981.0,3.0
금천구,2022,16.0,90000000.0,0.0,53.75,1980.0,81.0,400000.0,1.0,435000000.0,53.39,2012.0,3.0
금천구,2022,17.0,231000000.0,0.0,55.55,2002.0,19.0,600000.0,1.0,366500000.0,56.394997,2002.5,2.0
금천구,2022,18.0,300000000.0,0.0,59.8637,2004.0,882.0,645000.0,1.0,596500000.0,59.9,2000.0,64.0
금천구,2022,19.0,250000000.0,0.0,62.12,1981.0,31.0,670000.0,1.0,,,,
금천구,2022,20.0,263550000.0,0.0,67.27,1986.0,16.0,625000.0,1.0,370000000.0,66.045,2004.0,4.0
금천구,2022,21.0,300000000.0,0.0,68.161,2004.0,52.0,500000.0,1.0,500000000.0,68.234,2007.0,6.0
금천구,2022,22.0,350000000.0,0.0,72.5222,2016.0,36.0,1400000.0,1.0,790000000.0,73.2,2008.0,5.0
금천구,2022,23.0,325000000.0,0.0,76.2935,1996.0,39.0,700000.0,1.0,697500000.0,76.40175,1996.5,6.0
금천구,2022,24.0,330000000.0,0.0,79.42,1999.0,55.0,800000.0,1.0,655000000.0,79.774994,2000.5,4.0
금천구,2022,25.0,350000000.0,0.0,82.53,2004.0,52.0,500000.0,1.0,450000000.0,82.53,2004.0,9.0
금천구,2022,26.0,386900000.0,0.0,84.8768,2004.0,650.0,700000.0,1.0,708500000.0,84.8768,2004.0,56.0
금천구,2022,27.0,350000000.0,0.0,89.46,1991.0,54.0,690000.0,1.0,640000000.0,89.46,1991.0,1.0
금천구,2022,28.0,290000000.0,0.0,92.13,2003.0,1.0,,,400000000.0,92.13,2003.0,1.0
금천구,2022,29.0,409750000.0,0.0,94.6,2006.0,5.0,,,,,,
금천구,2022,30.0,,,,,,,,640000000.0,97.99,1998.0,1.0
금천구,2022,31.0,430000000.0,300000.0,101.752304,1999.5,4.0,800000.0,1.0,1410000000.0,101.8228,2016.0,3.0
금천구,2022,32.0,300000000.0,200000.0,105.09,2003.0,1.0,200000.0,1.0,,,,
금천구,2022,34.0,520800000.0,0.0,113.329,2014.0,19.0,150000.0,1.0,900000000.0,113.329,2014.0,1.0
금천구,2022,35.0,390000000.0,0.0,114.84,2004.0,125.0,800000.0,1.0,800000000.0,114.89,2002.0,17.0
금천구,2022,36.0,,,,,,,,525000000.0,120.53,2001.0,1.0
금천구,2022,37.0,370000000.0,0.0,123.927,2005.0,1.0,,,,,,
금천구,2022,39.0,450000000.0,0.0,129.66,1991.0,15.0,325000.0,1.0,,,,
금천구,2022,40.0,400000000.0,0.0,130.84,1994.0,1.0,,,,,,
금천구,2022,41.0,367500000.0,500000.0,134.95,1998.0,7.0,1335000.0,1.0,,,,
금천구,2022,42.0,170000000.0,0.0,140.31,2004.0,2.0,,,,,,
금천구,2022,45.0,350000000.0,0.0,157.23,2004.0,8.0,150000.0,1.0,,,,
노원구,2022,10.0,20000000.0,120000.0,32.39,1994.0,1526.0,400000.0,1.0,375000000.0,27.0,1995.0,80.0
노원구,2022,11.0,120000000.0,160000.0,37.46,1988.0,210.0,580000.0,1.0,550000000.0,37.46,1988.0,9.0
노원구,2022,12.0,100000000.0,80000.0,39.96,1990.0,2362.0,530000.0,1.0,530000000.0,39.92,1990.0,71.0
노원구,2022,13.0,140000000.0,0.0,44.33,1992.0,1297.0,600000.0,1.0,526000000.0,44.33,1989.0,57.0
노원구,2022,14.0,147000000.0,0.0,45.9,1988.0,1137.0,585000.0,1.0,532500000.0,45.9,1989.0,70.0
노원구,2022,15.0,189000000.0,0.0,49.94,1989.0,3221.0,600000.0,1.0,600000000.0,49.77,1990.0,112.0
노원구,2022,16.0,189000000.0,0.0,51.48,1988.0,603.0,650000.0,1.0,670000000.0,53.14,1989.0,37.0
노원구,2022,17.0,199750000.0,0.0,54.59,1988.0,240.0,700000.0,1.0,592500000.0,54.59,1988.0,14.0
노원구,2022,18.0,250000000.0,0.0,59.39,1991.0,4314.0,700000.0,1.0,651500000.0,59.4,1998.0,172.0
노원구,2022,19.0,230000000.0,0.0,61.52,1988.0,75.0,780000.0,1.0,710000000.0,61.52,1988.0,1.0
노원구,2022,20.0,274000000.0,0.0,66.56,1988.0,192.0,700000.0,1.0,680000000.0,66.47,1989.0,9.0
노원구,2022,21.0,303000000.0,0.0,68.99,1988.0,292.0,660000.0,1.0,770000000.0,68.99,1988.0,13.0
노원구,2022,22.0,310000000.0,0.0,72.25,1989.0,220.0,625000.0,1.0,779000000.0,72.03,1989.0,8.0
노원구,2022,23.0,350000000.0,0.0,75.03,1992.0,263.0,900000.0,1.0,960000000.0,74.9561,2012.0,13.0
노원구,2022,24.0,330375000.0,0.0,79.07,1988.0,154.0,900000.0,1.0,860000000.0,79.07,1988.0,13.0
노원구,2022,25.0,367250000.0,0.0,84.0261,1997.0,200.0,800000.0,1.0,675000000.0,83.5095,2000.5,16.0
노원구,2022,26.0,420000000.0,0.0,84.9,1999.0,2806.0,950000.0,1.0,830000000.0,84.88,1999.0,133.0
노원구,2022,28.0,352500000.0,0.0,93.13,1988.0,68.0,700000.0,1.0,685000000.0,92.88,1988.5,8.0
노원구,2022,29.0,240000000.0,600000.0,94.36,1984.0,7.0,700000.0,1.0,,,,
노원구,2022,30.0,500000000.0,0.0,99.917,2000.0,27.0,850000.0,1.0,1045000000.0,100.0735,2000.0,2.0
노원구,2022,31.0,690000000.0,0.0,101.99,1993.0,43.0,900000.0,1.0,1480000000.0,101.99,1993.0,1.0
노원구,2022,32.0,418000000.0,0.0,106.25,1989.0,30.0,1100000.0,1.0,870000000.0,106.319,2004.0,1.0
노원구,2022,33.0,490000000.0,0.0,107.95,1993.0,32.0,1100000.0,1.0,,,,
노원구,2022,34.0,511500000.0,0.0,113.51,1999.0,42.0,880000.0,1.0,1030000000.0,113.51,1997.0,3.0
노원구,2022,35.0,604500000.0,0.0,114.97,1996.5,336.0,1000000.0,1.0,1100000000.0,114.94,1995.0,30.0
노원구,2022,36.0,577000000.0,0.0,118.52,1989.0,14.0,,,,,,
노원구,2022,37.0,410000000.0,0.0,122.18,1989.0,31.0,1040000.0,1.0,1200000000.0,122.18,1989.0,3.0
노원구,2022,38.0,545000000.0,0.0,127.22,1988.0,47.0,950000.0,1.0,,,,
노원구,2022,39.0,477000000.0,50000.0,129.91,1989.0,4.0,750000.0,1.0,1098000000.0,129.91,1989.0,1.0
노원구,2022,40.0,470000000.0,0.0,131.25,1996.0,9.0,800000.0,1.0,1100000000.0,131.5027,1999.0,2.0
노원구,2022,41.0,600000000.0,0.0,134.74,1993.0,72.0,1100000.0,1.0,1100000000.0,134.94,1998.0,7.0
노원구,2022,42.0,527500000.0,0.0,138.29,1993.0,42.0,800000.0,1.0,900000000.0,139.28,2009.0,3.0
노원구,2022,43.0,793750000.0,0.0,141.45,1993.0,16.0,950000.0,1.0,1360000000.0,141.45,1993.0,2.0
노원구,2022,44.0,472500000.0,0.0,145.58,2003.0,7.0,,,,,,
노원구,2022,45.0,700000000.0,0.0,154.27,2003.0,3.0,,,,,,
도봉구,2022,10.0,35300000.0,350000.0,20.06,2018.0,593.0,350000.0,1.0,100000000.0,13.6794,2013.0,34.0
도봉구,2022,11.0,116550000.0,0.0,36.16,1989.0,594.0,500000.0,1.0,420000000.0,36.16,1989.0,28.0
도봉구,2022,12.0,136500000.0,0.0,41.3,1990.0,394.0,550000.0,1.0,435000000.0,41.3,1991.0,22.0
도봉구,2022,13.0,136500000.0,0.0,42.93,1988.0,239.0,570000.0,1.0,392000000.0,43.35,1988.0,21.0
도봉구,2022,14.0,150000000.0,0.0,45.55,1988.0,280.0,580000.0,1.0,439000000.0,45.55,1988.0,14.0
도봉구,2022,15.0,189000000.0,0.0,49.94,1991.0,616.0,630000.0,1.0,490000000.0,49.77,1996.0,37.0
도봉구,2022,16.0,173125000.0,0.0,53.16,1986.0,146.0,630000.0,1.0,420000000.0,52.36,1986.0,9.0
도봉구,2022,17.0,210000000.0,0.0,55.6724,1990.0,61.0,500000.0,1.0,360000000.0,56.3856,2013.0,3.0
도봉구,2022,18.0,245000000.0,0.0,59.581,1995.0,976.0,650000.0,1.0,530000000.0,59.67,1996.5,46.0
도봉구,2022,19.0,230000000.0,0.0,62.22,1986.0,122.0,600000.0,1.0,510000000.0,62.22,1988.0,9.0
도봉구,2022,20.0,273000000.0,0.0,66.33,1987.0,174.0,750000.0,1.0,710000000.0,66.48,1991.0,4.0
도봉구,2022,21.0,262250000.0,0.0,69.82,1988.0,254.0,800000.0,1.0,557000000.0,70.0,1987.0,11.0
도봉구,2022,22.0,262000000.0,0.0,72.06,1991.0,111.0,800000.0,1.0,430000000.0,72.65,1991.0,9.0
도봉구,2022,23.0,252000000.0,0.0,76.405,1988.0,77.0,575000.0,1.0,507500000.0,75.33,1987.5,8.0
도봉구,2022,24.0,315000000.0,0.0,79.2,1990.0,103.0,745000.0,1.0,680000000.0,79.98,1990.0,9.0
도봉구,2022,25.0,310000000.0,0.0,83.86,2002.0,117.0,800000.0,1.0,550000000.0,83.86,2002.0,15.0
도봉구,2022,26.0,340000000.0,0.0,84.93,1995.0,1441.0,840000.0,1.0,672500000.0,84.94,1995.0,102.0
도봉구,2022,27.0,351000000.0,0.0,89.45,1988.0,47.0,1100000.0,1.0,880000000.0,88.74,1988.0,5.0
도봉구,2022,28.0,327500000.0,0.0,90.94,1988.0,22.0,550000.0,1.0,1200000000.0,90.94,1988.0,1.0
도봉구,2022,29.0,560000000.0,0.0,95.633,2001.0,8.0,1500000.0,1.0,,,,
도봉구,2022,30.0,400000000.0,0.0,99.75,1988.0,16.0,1700000.0,1.0,,,,
도봉구,2022,31.0,500000000.0,0.0,101.9176,2004.0,45.0,1000000.0,1.0,1062000000.0,101.9176,2004.0,5.0
도봉구,2022,32.0,348500000.0,125000.0,105.976,2003.0,8.0,975000.0,1.0,599000000.0,107.09,1998.0,1.0
도봉구,2022,33.0,385000000.0,0.0,109.5,1992.0,9.0,700000.0,1.0,,,,
도봉구,2022,34.0,450000000.0,0.0,112.49,1990.0,22.0,1400000.0,1.0,890000000.0,112.49,1986.0,1.0
도봉구,2022,35.0,380000000.0,0.0,114.79,2005.0,29.0,750000.0,1.0,,,,
도봉구,2022,36.0,537750000.0,0.0,119.1731,2004.0,50.0,1400000.0,1.0,1030000000.0,118.381,2002.0,5.0
도봉구,2022,37.0,545000000.0,0.0,122.28,2003.0,19.0,550000.0,1.0,,,,
도봉구,2022,38.0,462000000.0,0.0,124.66,2003.0,19.0,1580000.0,1.0,950000000.0,124.66,2003.0,3.0
도봉구,2022,40.0,520000000.0,0.0,131.336,2005.0,3.0,,,,,,
도봉구,2022,41.0,525000000.0,0.0,134.94,2001.0,51.0,1500000.0,1.0,1245000000.0,133.97,2001.0,5.0
도봉구,2022,44.0,220000000.0,0.0,146.4,2003.0,2.0,,,,,,
도봉구,2022,45.0,700000000.0,0.0,165.1717,2001.0,23.0,800000.0,1.0,1150000000.0,165.1717,2001.0,9.0
동대문구,2022,10.0,40000000.0,180000.0,18.92,2016.0,1888.0,440000.0,1.0,145000000.0,18.35,2015.0,157.0
동대문구,2022,11.0,58820000.0,170000.0,36.14,2009.0,72.0,400000.0,1.0,450000000.0,35.45,2016.0,7.0
동대문구,2022,12.0,101180000.0,190000.0,39.98,2018.0,274.0,210000.0,1.0,560000000.0,39.98,2001.0,7.0
동대문구,2022,13.0,215250000.0,0.0,44.24,1992.0,64.0,425000.0,1.0,620000000.0,44.24,1992.0,3.0
동대문구,2022,14.0,123170000.0,330000.0,46.92,2021.0,59.0,350000.0,1.0,700000000.0,46.53,1987.0,7.0
동대문구,2022,15.0,350000000.0,0.0,48.98,2018.0,183.0,600000.0,1.0,425000000.0,49.120003,2017.5,6.0
동대문구,2022,16.0,305000000.0,0.0,51.98,2020.0,96.0,600000.0,1.0,429400000.0,53.305,2016.0,11.0
동대문구,2022,17.0,346000000.0,0.0,55.371,2005.0,89.0,1000000.0,1.0,413000000.0,55.111,2016.0,1.0
동대문구,2022,18.0,375000000.0,0.0,59.92,2007.0,2107.0,960000.0,1.0,809000000.0,59.905,2003.0,98.0
동대문구,2022,19.0,173400000.0,0.0,63.465,2005.0,8.0,1000000.0,1.0,600000000.0,62.15,2021.0,1.0
동대문구,2022,20.0,280000000.0,330000.0,65.215,2007.0,56.0,700000.0,1.0,485000000.0,66.56,2008.0,5.0
동대문구,2022,21.0,346500000.0,0.0,70.03,1997.0,33.0,800000.0,1.0,415000000.0,68.91,2007.0,3.0
동대문구,2022,22.0,400000000.0,0.0,73.78,2006.0,51.0,850000.0,1.0,570000000.0,72.64,2005.0,4.0
동대문구,2022,23.0,500000000.0,0.0,74.98,2019.0,127.0,1100000.0,1.0,800000000.0,76.29,1996.0,10.0
동대문구,2022,24.0,400000000.0,0.0,79.984,2004.0,57.0,750000.0,1.0,1092500000.0,79.837494,2004.0,2.0
동대문구,2022,25.0,430000000.0,0.0,81.72,2007.0,204.0,1000000.0,1.0,850000000.0,81.785,2007.0,10.0
동대문구,2022,26.0,471250000.0,0.0,84.94,2007.0,2196.0,1100000.0,1.0,970000000.0,84.95,2007.0,162.0
동대문구,2022,27.0,550000000.0,0.0,90.62,2010.0,17.0,650000.0,1.0,535000000.0,89.88,1978.0,1.0
동대문구,2022,28.0,130000000.0,970000.0,90.95,1999.0,5.0,1035000.0,1.0,1042000000.0,90.95,1999.0,1.0
동대문구,2022,29.0,270000000.0,0.0,95.44,1984.0,64.0,900000.0,1.0,810000000.0,95.76,1992.0,3.0
동대문구,2022,30.0,357000000.0,0.0,98.805,2004.0,6.0,750000.0,1.0,740000000.0,100.7,2002.0,1.0
동대문구,2022,31.0,312500000.0,0.0,101.94,1978.0,86.0,1200000.0,1.0,1300000000.0,101.635,1978.0,2.0
동대문구,2022,32.0,377250000.0,0.0,105.6,2005.5,20.0,1165000.0,1.0,755000000.0,105.59,1987.0,2.0
동대문구,2022,33.0,500000000.0,500000.0,109.97,2010.0,18.0,1600000.0,1.0,,,,
동대문구,2022,34.0,504000000.0,0.0,112.78,2003.0,70.0,1050000.0,1.0,1150000000.0,112.78,2003.0,5.0
동대문구,2022,35.0,495000000.0,0.0,114.885,2001.0,343.0,1070000.0,1.0,1050000000.0,114.84,2001.0,21.0
동대문구,2022,36.0,250000000.0,1200000.0,119.78,2002.0,11.0,1250000.0,1.0,925000000.0,120.045,2006.5,2.0
동대문구,2022,37.0,778500000.0,0.0,121.93,2014.0,54.0,1350000.0,1.0,1755000000.0,122.494995,2016.5,2.0
동대문구,2022,38.0,420000000.0,0.0,126.63,1992.0,32.0,800000.0,1.0,1450000000.0,127.11,1978.0,5.0
동대문구,2022,39.0,367500000.0,0.0,128.57,1987.0,17.0,1500000.0,1.0,,,,
동대문구,2022,40.0,500000000.0,500000.0,133.72,2003.0,8.0,1000000.0,1.0,1390000000.0,133.72,2003.0,1.0
동대문구,2022,42.0,385000000.0,0.0,137.46,1978.0,16.0,800000.0,1.0,1570000000.0,137.42,1978.0,2.0
동대문구,2022,43.0,845000000.0,350000.0,140.62,2014.0,6.0,1600000.0,1.0,1470000000.0,143.24,1978.0,1.0
동대문구,2022,44.0,360000000.0,150000.0,144.66,2004.0,1.0,150000.0,1.0,,,,
동대문구,2022,45.0,450000000.0,0.0,152.185,1978.0,26.0,1110000.0,1.0,1700000000.0,170.31,1978.0,1.0
동작구,2022,10.0,26620000.0,360000.0,16.9036,2016.0,1062.0,420000.0,1.0,165500000.0,16.01,2015.5,96.0
동작구,2022,11.0,130260000.0,0.0,36.6015,2016.0,22.0,400000.0,1.0,465000000.0,37.74,1993.0,2.0
동작구,2022,12.0,48360000.0,60000.0,39.7717,2012.0,44.0,150000.0,1.0,480000000.0,40.759,2006.0,1.0
동작구,2022,13.0,212160000.0,145000.0,42.63,1998.0,20.0,450000.0,1.0,760000000.0,42.63,1998.0,1.0
동작구,2022,14.0,300000000.0,0.0,46.75,1993.0,205.0,750000.0,1.0,765000000.0,46.75,1993.0,10.0
동작구,2022,15.0,450000000.0,0.0,49.4797,2021.0,30.0,900000.0,1.0,580000000.0,48.18,1993.0,3.0
