구,구코드,년월,아파트명,법정동,전용면적_m2,층,보증금_만원,월세_만원,계약유형,계약일,건축년도
종로구,11110,202601,효성쥬얼리시티,인의동,186.17,19,4500,229,신규,2026-01-21,2006
종로구,11110,202601,경희궁자이(3단지),평동,84.9443,13,20000,400,신규,2026-01-11,2017
종로구,11110,202601,현대,무악동,84.92,3,5000,120,신규,2026-01-11,2000
종로구,11110,202601,경희궁자이(3단지),평동,59.4712,1,94500,0,갱신,2026-01-19,2017
종로구,11110,202601,로얄팰리스스위트,수송동,36.86,12,180,180,신규,2026-01-08,2005
종로구,11110,202601,아남1,명륜2가,84.9,15,76000,0,갱신,2026-01-31,1995
종로구,11110,202601,영하우스,숭인동,16.59,7,3700,45,신규,2026-01-24,2015
종로구,11110,202601,인왕산아이파크,무악동,84.858,10,74000,0,신규,2026-01-24,2008
종로구,11110,202601,현대,무악동,60.0,5,10000,160,신규,2026-01-06,2000
종로구,11110,202601,숭인한양LEEPS,숭인동,12.78,9,500,63,신규,2026-01-07,2014
종로구,11110,202601,포레스트힐시티,효제동,16.672,6,2000,85,신규,2026-01-07,2017
종로구,11110,202601,종로센트레빌,숭인동,59.92,10,15000,160,신규,2026-01-09,2008
종로구,11110,202601,경희궁자이(3단지),평동,59.7547,5,10000,310,갱신,2026-01-06,2017
종로구,11110,202601,영하우스,숭인동,20.27,3,4864,44,신규,2026-01-14,2015
종로구,11110,202601,무악다온채,무악동,84.82,7,10000,210,신규,2026-01-13,2011
종로구,11110,202601,이화에수풀,연건동,16.98,13,1000,85,신규,2026-01-15,2014
종로구,11110,202601,경희궁자이(4단지),교북동,33.982,9,6000,115,갱신,2026-01-10,2017
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,151.81,5,5000,450,갱신,2026-01-31,2008
종로구,11110,202601,창신쌍용2,창신동,54.7,3,30700,0,신규,2026-01-12,1993
종로구,11110,202601,이화에수풀,연건동,16.98,9,1000,85,신규,2026-01-27,2014
종로구,11110,202601,포레스트힐시티,효제동,16.672,12,1000,80,신규,2026-01-27,2017
종로구,11110,202601,동대문,창신동,28.79,6,1000,30,신규,2026-01-08,1966
종로구,11110,202601,경희궁자이(2단지),홍파동,84.8359,13,60000,221,갱신,2026-01-13,2017
종로구,11110,202601,경희궁자이(4단지),교북동,45.879,12,60000,60,신규,2026-01-07,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,84.8359,13,30000,265,신규,2026-01-09,2017
종로구,11110,202601,이지마루종로,효제동,26.33,9,33000,200,갱신,2026-01-25,2021
종로구,11110,202601,현대,무악동,84.92,3,30000,131,갱신,2026-01-30,2000
종로구,11110,202601,포레스트힐시티,효제동,14.6825,8,1000,78,갱신,2026-01-06,2017
종로구,11110,202601,경희궁자이(3단지),평동,84.614,16,120000,0,갱신,2026-01-10,2017
종로구,11110,202601,삼전솔하임4차,숭인동,15.09,11,2000,63,신규,2026-01-13,2014
종로구,11110,202601,두산,창신동,59.95,9,10000,140,신규,2026-01-10,1999
종로구,11110,202601,인왕산아이파크,무악동,84.858,15,80000,0,신규,2026-01-31,2008
종로구,11110,202601,창신쌍용2,창신동,106.62,4,55000,0,신규,2026-01-30,1993
종로구,11110,202601,창신쌍용2,창신동,115.53,14,52000,0,신규,2026-01-31,1993
종로구,11110,202601,이화에수풀,연건동,16.98,6,2000,80,갱신,2026-01-31,2014
종로구,11110,202601,이화에수풀,연건동,16.98,11,1000,85,신규,2026-01-21,2014
종로구,11110,202601,창신이수,창신동,120.84,7,78000,0,갱신,2026-01-20,2003
종로구,11110,202601,경희궁자이(2단지),홍파동,59.8547,13,94500,0,갱신,2026-01-31,2017
종로구,11110,202601,경희궁자이(3단지),평동,59.7547,3,10000,330,신규,2026-01-31,2017
종로구,11110,202601,로얄팰리스스위트,수송동,36.86,5,2000,165,신규,2026-01-24,2005
종로구,11110,202601,창신쌍용2,창신동,79.87,15,36000,30,갱신,2026-01-31,1993
종로구,11110,202601,경희궁자이(3단지),평동,77.6543,12,105000,0,신규,2026-01-10,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,84.8359,12,30000,350,갱신,2026-01-23,2017
종로구,11110,202601,숭인상가,숭인동,78.75,8,35000,0,신규,2026-01-29,1979
종로구,11110,202601,창신쌍용2,창신동,79.87,9,30000,30,신규,2026-01-05,1993
종로구,11110,202601,CS타워,충신동,22.17,10,1000,75,신규,2026-01-17,2011
종로구,11110,202601,힐스테이트창경궁,충신동,84.95,11,100000,0,신규,2026-01-29,2022
종로구,11110,202601,에비뉴청계Ⅰ,숭인동,18.41,14,1000,115,신규,2026-01-29,2023
종로구,11110,202601,이지마루종로,효제동,26.33,9,33200,0,갱신,2026-01-25,2021
종로구,11110,202601,인왕산아이파크,무악동,84.858,14,5000,310,신규,2026-01-21,2008
종로구,11110,202601,이지마루종로,효제동,26.33,9,33200,0,갱신,2026-01-25,2021
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,4,10657,40,갱신,2026-01-29,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,84.8359,14,122000,0,갱신,2026-01-26,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,101.9914,9,60000,390,갱신,2026-01-28,2017
종로구,11110,202601,현대,무악동,84.92,4,30000,115,갱신,2026-01-29,2000
종로구,11110,202601,숭인모범104동,숭인동,59.74,2,19000,20,갱신,2026-01-16,2000
종로구,11110,202601,포레스트힐시티,효제동,14.4835,8,1000,85,신규,2026-01-10,2017
종로구,11110,202601,종로청계힐스테이트,숭인동,59.9426,9,50000,0,갱신,2026-01-29,2009
종로구,11110,202601,이화에수풀,연건동,19.86,9,1000,95,신규,2026-01-17,2014
종로구,11110,202601,경희궁자이(4단지),교북동,37.2635,7,58800,0,갱신,2026-01-20,2017
종로구,11110,202601,경희궁자이(3단지),평동,59.8547,6,97600,0,갱신,2026-01-18,2017
종로구,11110,202601,숭인상가,숭인동,78.75,7,31500,0,갱신,2026-01-23,1979
종로구,11110,202601,경희궁자이(2단지),홍파동,84.9895,18,63000,189,갱신,2026-01-17,2017
종로구,11110,202601,창신쌍용2,창신동,64.66,6,31500,0,갱신,2026-01-27,1993
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,158.99,11,145000,0,갱신,2026-01-21,2008
종로구,11110,202601,두산,창신동,59.95,14,5000,150,신규,2026-01-16,1999
종로구,11110,202601,이지마루종로,효제동,26.64,6,2000,150,신규,2026-01-27,2021
종로구,11110,202601,경희궁자이(4단지),교북동,45.879,8,10000,240,신규,2026-01-17,2017
종로구,11110,202601,현대,무악동,60.0,8,50000,0,신규,2026-01-24,2000
종로구,11110,202601,인왕산아이파크,무악동,114.931,1,95000,0,신규,2026-01-24,2008
종로구,11110,202601,영하우스,숭인동,16.59,13,3700,45,신규,2026-01-23,2015
종로구,11110,202601,무악다온채,무악동,84.82,2,15000,95,갱신,2026-01-17,2011
종로구,11110,202601,대아파크빌,신영동,59.22,13,4000,140,신규,2026-01-15,1998
종로구,11110,202601,현대,무악동,84.92,14,75000,0,신규,2026-01-23,2000
종로구,11110,202601,경희궁자이(4단지),교북동,45.879,10,75000,0,갱신,2026-01-20,2017
종로구,11110,202601,종로청계힐스테이트,숭인동,84.9478,2,25000,150,신규,2026-01-16,2009
종로구,11110,202601,명륜동주상복합아남아파트,명륜2가,61.13,5,60000,0,신규,2026-01-10,1999
종로구,11110,202601,삼전솔하임2차,숭인동,16.67,10,1000,61,신규,2026-01-15,2012
종로구,11110,202601,두산,창신동,59.95,9,46000,0,신규,2026-01-24,1999
종로구,11110,202601,명륜동주상복합아남아파트,명륜2가,61.13,6,3000,230,신규,2026-01-24,1999
종로구,11110,202601,현대,무악동,84.92,6,70000,0,갱신,2026-01-24,2000
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,121.37,10,110000,0,갱신,2026-01-24,2008
종로구,11110,202601,두산,창신동,84.9,21,64000,0,신규,2026-01-23,1999
종로구,11110,202601,삼전솔하임2차,숭인동,16.67,4,12000,0,신규,2026-01-10,2012
종로구,11110,202601,할리우드파크아파트,숭인동,68.77,2,32500,0,갱신,2026-01-23,2014
종로구,11110,202601,현대,무악동,84.92,17,20000,230,신규,2026-01-09,2000
종로구,11110,202601,두산,창신동,84.9,8,30000,120,신규,2026-01-23,1999
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,17,20623,62,갱신,2026-01-23,2017
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,19,12057,33,갱신,2026-01-23,2017
종로구,11110,202601,인왕산아이파크,무악동,84.858,12,80000,0,신규,2026-01-17,2008
종로구,11110,202601,경희궁자이(2단지),홍파동,101.9914,1,135000,0,갱신,2026-01-21,2017
종로구,11110,202601,창신쌍용2,창신동,64.66,8,30450,13,신규,2026-01-18,1993
종로구,11110,202601,에비뉴청계Ⅰ,숭인동,20.02,9,2000,110,신규,2026-01-16,2023
종로구,11110,202601,두산,창신동,59.95,18,41800,0,갱신,2026-01-22,1999
종로구,11110,202601,숭인한양LEEPS,숭인동,12.78,5,6000,25,신규,2026-01-22,2014
종로구,11110,202601,종로중흥S클래스,숭인동,19.466,6,1000,68,신규,2026-01-15,2013
종로구,11110,202601,경희궁자이(2단지),홍파동,84.8359,13,60000,221,갱신,2026-01-13,2017
종로구,11110,202601,창신쌍용2,창신동,64.66,5,5000,120,신규,2026-01-22,1993
종로구,11110,202601,광화문스페이스본(106동),사직동,153.42,6,75000,180,갱신,2026-01-09,2008
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,12,10657,40,갱신,2026-01-22,2017
종로구,11110,202601,숭인한양LEEPS,숭인동,12.78,8,2000,55,신규,2026-01-21,2014
종로구,11110,202601,경희궁자이(2단지),홍파동,101.9914,1,135000,0,갱신,2026-01-21,2017
종로구,11110,202601,엘리시아,평창동,206.22,3,50000,235,갱신,2026-01-21,2009
종로구,11110,202601,신현(102동),신교동,84.82,1,35000,0,신규,2026-01-21,2002
종로구,11110,202601,종로동광모닝스카이,숭인동,15.855,9,1000,60,갱신,2026-01-21,2013
종로구,11110,202601,창신쌍용2,창신동,64.66,6,38000,0,신규,2026-01-20,1993
종로구,11110,202601,경희궁자이(2단지),홍파동,84.614,14,80000,180,신규,2026-01-21,2017
종로구,11110,202601,현대,무악동,84.92,16,30000,155,신규,2026-01-02,2000
종로구,11110,202601,창신쌍용1,창신동,79.87,2,15000,130,신규,2026-01-17,1992
종로구,11110,202601,힐스테이트창경궁,충신동,63.09,6,80000,0,신규,2026-01-20,2022
종로구,11110,202601,포레스트힐시티,효제동,18.274,11,3000,95,신규,2026-01-07,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,84.614,1,35000,330,신규,2026-01-16,2017
종로구,11110,202601,인왕산아이파크,무악동,84.858,16,81000,0,갱신,2026-01-21,2008
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,12,10657,40,갱신,2026-01-20,2017
종로구,11110,202601,창신쌍용2,창신동,64.66,7,39000,0,신규,2026-01-03,1993
종로구,11110,202601,익성씨티하임,숭인동,15.76,13,1000,65,신규,2026-01-07,2013
종로구,11110,202601,CS타워,충신동,22.17,5,5000,55,신규,2026-01-05,2011
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,3,11821,41,갱신,2026-01-20,2017
종로구,11110,202601,경희궁자이(3단지),평동,84.8359,1,100000,40,갱신,2026-01-18,2017
종로구,11110,202601,아남1,명륜2가,84.9,12,50000,100,신규,2026-01-20,1995
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,6,17973,52,갱신,2026-01-20,2017
종로구,11110,202601,경희궁자이(3단지),평동,59.7547,7,50000,165,신규,2026-01-14,2017
종로구,11110,202601,두산,창신동,84.9,1,53000,0,갱신,2026-01-17,1999
종로구,11110,202601,COZY빌딩,숭인동,13.58,13,1000,60,신규,2026-01-09,2013
종로구,11110,202601,인왕산아이파크,무악동,84.858,4,1000,383,신규,2026-01-17,2008
종로구,11110,202601,종로센트레빌,숭인동,114.67,3,70000,0,신규,2026-01-19,2008
종로구,11110,202601,삼전솔하임2차,숭인동,16.67,10,9500,22,신규,2026-01-17,2012
종로구,11110,202601,창신쌍용1,창신동,79.87,4,47250,0,갱신,2026-01-12,1992
종로구,11110,202601,경희궁파크팰리스,내수동,146.39,4,30000,510,신규,2026-01-10,2003
종로구,11110,202601,영하우스,숭인동,18.94,16,3700,40,신규,2026-01-13,2015
종로구,11110,202601,두산,창신동,59.95,5,10000,140,신규,2026-01-16,1999
종로구,11110,202601,경희궁자이(3단지),평동,77.6543,2,105000,0,신규,2026-01-06,2017
종로구,11110,202601,종로청계힐스테이트,숭인동,59.9426,16,10000,170,신규,2026-01-16,2009
종로구,11110,202601,영하우스,숭인동,16.59,3,3700,38,신규,2026-01-15,2015
종로구,11110,202601,청계로벤하임,숭인동,29.797,12,18000,28,신규,2026-01-15,2023
종로구,11110,202601,숭인상가,숭인동,78.75,7,32000,0,신규,2026-01-16,1979
종로구,11110,202601,에비뉴청계Ⅰ,숭인동,24.52,9,24000,45,신규,2026-01-16,2023
종로구,11110,202601,창신쌍용2,창신동,64.66,9,18000,100,신규,2026-01-17,1993
종로구,11110,202601,경희궁롯데캐슬,무악동,59.6737,9,20000,220,신규,2026-01-17,2019
종로구,11110,202601,아남1,명륜2가,84.8,18,72600,0,갱신,2026-01-14,1995
종로구,11110,202601,종로센트레빌,숭인동,59.92,3,55000,0,신규,2026-01-17,2008
종로구,11110,202601,현대,무악동,60.0,9,50000,0,신규,2026-01-16,2000
종로구,11110,202601,삼일주택,낙원동,13.86,3,1000,56,신규,2026-01-16,2013
종로구,11110,202601,블루버드숭인,숭인동,27.3,10,34500,0,갱신,2026-01-16,2023
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,159.01,7,135000,0,갱신,2026-01-16,2008
종로구,11110,202601,동아,교북동,59.98,3,41700,0,갱신,2026-01-15,1995
종로구,11110,202601,삼전솔하임2차,숭인동,15.0,10,1000,65,신규,2026-01-06,2012
종로구,11110,202601,종로청계힐스테이트,숭인동,59.9426,3,53000,0,신규,2026-01-15,2009
종로구,11110,202601,청계로벤하임,숭인동,39.995,11,28800,2,신규,2026-01-15,2023
종로구,11110,202601,종로센트레빌,숭인동,59.92,4,49350,0,갱신,2026-01-15,2008
종로구,11110,202601,갑을아파트,평창동,30.46,10,14000,0,신규,2026-01-15,1997
종로구,11110,202601,경희궁자이(4단지),교북동,37.2635,17,46000,30,갱신,2026-01-07,2017
종로구,11110,202601,이지마루종로,효제동,26.65,4,25000,35,신규,2026-01-15,2021
종로구,11110,202601,경희궁자이(3단지),평동,59.7547,7,50000,165,신규,2026-01-14,2017
종로구,11110,202601,삼전솔하임4차,숭인동,15.09,14,500,75,신규,2026-01-15,2014
종로구,11110,202601,삼성,평창동,84.93,14,44100,0,갱신,2026-01-15,1998
종로구,11110,202601,경희궁자이(4단지),교북동,37.2635,10,5000,163,갱신,2026-01-14,2017
종로구,11110,202601,경희궁자이(3단지),평동,59.4712,3,40000,217,신규,2026-01-10,2017
종로구,11110,202601,현대,무악동,114.9,6,86000,0,갱신,2026-01-08,2000
종로구,11110,202601,롯데낙천대,평창동,110.53,8,60000,100,신규,2026-01-12,2001
종로구,11110,202601,종로중흥S클래스,숭인동,19.466,7,11250,10,갱신,2026-01-05,2013
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,94.51,4,10000,330,갱신,2026-01-14,2008
종로구,11110,202601,청계로벤하임,숭인동,20.321,9,7360,52,신규,2026-01-13,2023
종로구,11110,202601,종로아인스빌,숭인동,12.15,12,2000,55,신규,2026-01-04,2013
종로구,11110,202601,경희궁자이(4단지),교북동,37.2635,15,55000,40,신규,2026-01-13,2017
종로구,11110,202601,엘리시아,평창동,200.19,1,110000,0,신규,2026-01-13,2009
종로구,11110,202601,인왕산아이파크,무악동,84.858,5,58900,26,갱신,2026-01-12,2008
종로구,11110,202601,현대,무악동,84.92,13,52816,24,갱신,2026-01-12,2000
종로구,11110,202601,포레스트힐시티,효제동,15.879,4,2000,80,신규,2026-01-12,2017
종로구,11110,202601,인왕산아이파크,무악동,84.858,7,63000,26,갱신,2026-01-10,2008
종로구,11110,202601,종로아인스빌,숭인동,12.15,13,500,70,갱신,2026-01-12,2013
종로구,11110,202601,이화에수풀,연건동,16.98,8,1000,90,신규,2026-01-07,2014
종로구,11110,202601,블루버드숭인,숭인동,27.3,12,34500,5,갱신,2026-01-13,2023
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,147.31,9,130000,0,갱신,2026-01-13,2008
종로구,11110,202601,종로중흥S클래스,숭인동,17.811,5,11200,14,신규,2026-01-12,2013
종로구,11110,202601,인왕산아이파크,무악동,114.931,5,95000,0,신규,2026-01-11,2008
종로구,11110,202601,경희궁자이(3단지),평동,77.6543,12,105000,0,신규,2026-01-10,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,84.5527,10,70000,160,신규,2026-01-12,2017
종로구,11110,202601,경희궁자이(3단지),평동,77.6543,1,60000,180,신규,2026-01-09,2017
종로구,11110,202601,경희궁자이(3단지),평동,116.9383,15,170000,0,신규,2026-01-10,2017
종로구,11110,202601,현대,무악동,84.92,9,72000,0,신규,2026-01-10,2000
종로구,11110,202601,경희궁자이(2단지),홍파동,59.895,5,20000,290,신규,2026-01-04,2017
종로구,11110,202601,경희궁자이(3단지),평동,84.9443,13,20000,400,신규,2026-01-11,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,138.6533,4,80000,500,갱신,2026-01-10,2017
종로구,11110,202601,창신쌍용1,창신동,54.7,9,34000,0,신규,2026-01-09,1992
종로구,11110,202601,경희궁자이(4단지),교북동,37.2635,12,7000,200,신규,2026-01-09,2017
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,94.28,2,91300,0,갱신,2026-01-09,2008
종로구,11110,202601,두산,창신동,59.95,14,10000,137,갱신,2026-01-05,1999
종로구,11110,202601,방산아파트,명륜1가,32.53,4,1000,90,신규,2026-01-09,1995
종로구,11110,202601,경희궁자이(1단지),행촌동,54.1632,7,10761,11,갱신,2026-01-09,2017
종로구,11110,202601,경희궁자이(1단지),행촌동,39.0561,3,12772,35,갱신,2026-01-08,2017
종로구,11110,202601,효성쥬얼리시티,인의동,106.81,9,35000,150,갱신,2026-01-09,2006
종로구,11110,202601,창신쌍용1,창신동,54.7,7,27560,0,신규,2026-01-08,1992
종로구,11110,202601,포레스트힐시티,효제동,18.505,13,14600,40,갱신,2026-01-08,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,59.895,12,65000,120,갱신,2026-01-05,2017
종로구,11110,202601,경희궁자이(2단지),홍파동,84.9443,7,109900,0,갱신,2026-01-04,2017
종로구,11110,202601,경희궁자이(3단지),평동,77.6543,7,80000,0,갱신,2026-01-07,2017
종로구,11110,202601,경희궁자이(4단지),교북동,45.879,12,60000,60,신규,2026-01-07,2017
종로구,11110,202601,포레스트힐시티,효제동,16.672,11,2000,80,신규,2026-01-07,2017
종로구,11110,202601,에비뉴청계Ⅰ,숭인동,16.23,8,16000,10,신규,2026-01-05,2023
종로구,11110,202601,경희궁자이(3단지),평동,59.9425,4,64700,130,갱신,2026-01-05,2017
종로구,11110,202601,경희궁자이(3단지),평동,84.614,1,113000,0,신규,2026-01-06,2017
종로구,11110,202601,광화문스페이스본(101동~105동),사직동,94.51,1,90000,40,신규,2026-01-06,2008
종로구,11110,202601,포레스트힐시티,효제동,20.3861,10,5000,70,신규,2026-01-05,2017
종로구,11110,202601,힐스테이트창경궁,충신동,84.96,6,40000,200,신규,2026-01-06,2022
종로구,11110,202601,종로유케이201,숭인동,12.01,6,1000,50,신규,2026-01-03,2013
종로구,11110,202601,경희궁자이(2단지),홍파동,84.614,15,25600,350,갱신,2026-01-05,2017
종로구,11110,202601,경희궁자이(3단지),평동,84.8359,4,110000,0,신규,2026-01-03,2017
종로구,11110,202601,인왕산2차아이파크,무악동,84.4541,11,30000,200,신규,2026-01-04,2015
종로구,11110,202601,인왕산아이파크,무악동,84.858,13,15000,230,신규,2026-01-03,2008
종로구,11110,202601,인왕산아이파크,무악동,84.858,4,80000,0,신규,2026-01-03,2008
종로구,11110,202601,동성아파트(2동),동숭동,59.34,4,7000,110,갱신,2026-01-03,1999
종로구,11110,202601,인왕산아이파크,무악동,84.858,2,73200,0,신규,2026-01-02,2008
종로구,11110,202601,이화에수풀,연건동,16.98,6,1000,90,신규,2026-01-02,2014
중구,11140,202601,약수하이츠,신당동,57.63,4,55000,0,,2026-01-23,1999
중구,11140,202601,서울역센트럴자이,만리동2가,84.9918,18,20000,0,,2026-01-17,2017
중구,11140,202601,삼성사이버빌리지,중림동,114.77,8,77170,0,,2026-01-17,2001
중구,11140,202601,서울역한라비발디센트럴,만리동2가,71.9832,5,62300,0,,2026-01-10,2018
중구,11140,202601,힐스테이트세운센트럴2단지,입정동,49.9753,20,62000,74,갱신,2026-01-17,2023
중구,11140,202601,세운푸르지오헤리시티,인현동2가,28.4064,17,30000,0,신규,2026-01-23,2023
중구,11140,202601,이지마루충무로,충무로5가,27.8,13,2000,125,신규,2026-01-21,2020
중구,11140,202601,힐스테이트세운센트럴2단지,입정동,45.9844,13,5000,240,신규,2026-01-24,2023
중구,11140,202601,롯데캐슬,황학동,84.89,9,54600,10,갱신,2026-01-24,2008
중구,11140,202601,롯데캐슬,황학동,84.97,32,35000,160,신규,2026-01-28,2008
중구,11140,202601,골드캐슬Ⅲ,황학동,29.7,6,22900,20,갱신,2026-01-29,2017
중구,11140,202601,약수하이츠,신당동,114.92,12,80000,0,갱신,2026-01-28,1999
중구,11140,202601,남산센트럴자이,충무로4가,114.84,28,10000,450,신규,2026-01-12,2009
중구,11140,202601,세운푸르지오헤리시티,인현동2가,29.4564,18,20000,80,신규,2026-01-17,2023
중구,11140,202601,충무로엘크루메크로시티2차,충무로5가,22.75,15,1000,84,갱신,2026-01-19,2016
중구,11140,202601,서울역센트럴자이,만리동2가,72.9965,2,10000,290,신규,2026-01-31,2017
중구,11140,202601,남산타운,신당동,59.94,5,48400,0,신규,2026-01-26,2002
중구,11140,202601,창성그린빌,황학동,63.74,4,16000,72,신규,2026-01-15,2003
중구,11140,202601,덕수궁롯데캐슬,순화동,56.2897,3,2000,270,신규,2026-01-23,2016
중구,11140,202601,삼성사이버빌리지,중림동,114.77,4,85000,0,신규,2026-01-30,2001
중구,11140,202601,힐스테이트남산,묵정동,21.05,3,3000,135,신규,2026-01-17,2024
중구,11140,202601,파크원빌,장충동2가,13.51,6,1000,65,신규,2026-01-08,2011
중구,11140,202601,남산센트럴자이,충무로4가,160.505,32,0,700,신규,2026-01-21,2009
중구,11140,202601,남산센트럴자이,충무로4가,160.505,32,0,700,신규,2026-01-21,2009
중구,11140,202601,충무로엘크루메크로시티2차,충무로5가,22.75,8,1000,85,신규,2026-01-21,2016
중구,11140,202601,세운푸르지오헤리시티,인현동2가,24.5533,24,5000,120,신규,2026-01-29,2023
중구,11140,202601,세운푸르지오헤리시티,인현동2가,29.4564,24,5000,130,신규,2026-01-22,2023
중구,11140,202601,힐스테이트세운센트럴2단지,입정동,49.2134,18,5000,250,갱신,2026-01-19,2023
중구,11140,202601,신당푸르지오,신당동,59.85,11,20000,100,갱신,2026-01-21,2005
중구,11140,202601,신당파인힐하나유보라,신당동,24.3931,2,1028,74,신규,2026-01-06,2019
중구,11140,202601,광희동1가166외7필지청년주택신축,광희동1가,18.41,17,7490,57,갱신,2026-01-22,2023
중구,11140,202601,힐스테이트남산,묵정동,29.17,2,21000,53,갱신,2026-01-30,2024
중구,11140,202601,리하우스(LEEHAUS),중림동,43.056,1,13000,60,갱신,2026-01-05,2011
중구,11140,202601,삼성사이버빌리지,중림동,59.7,16,63000,0,신규,2026-01-09,2001
중구,11140,202601,서울역센트럴자이,만리동2가,39.9541,15,3785,16,갱신,2026-01-12,2017
중구,11140,202601,(73-1),황학동,16.69,4,1000,50,신규,2026-01-13,1999
중구,11140,202601,힐스테이트세운센트럴1단지,입정동,49.4486,13,20000,220,갱신,2026-01-17,2023
중구,11140,202601,힐스테이트세운센트럴1단지,입정동,46.6997,4,59000,0,신규,2026-01-17,2023
중구,11140,202601,광희동1가166외7필지청년주택신축,광희동1가,14.72,14,7405,12,갱신,2026-01-14,2023
중구,11140,202601,신당푸르지오,신당동,114.48,2,85500,0,신규,2026-01-20,2005
중구,11140,202601,오렌지카운티을지로,오장동,14.54,12,1000,95,신규,2026-01-29,2020
중구,11140,202601,명경,신당동,59.71,3,28500,0,갱신,2026-01-24,2002
중구,11140,202601,LIG서울역리가,만리동1가,84.9866,2,78000,0,신규,2026-01-07,2012
중구,11140,202601,현대,신당동,66.6,10,40000,27,갱신,2026-01-08,1993
중구,11140,202601,우정아파트,신당동,44.43,3,10000,30,신규,2026-01-21,2000
중구,11140,202601,세운푸르지오헤리시티,인현동2가,24.5533,19,5000,140,신규,2026-01-03,2023
중구,11140,202601,신당KCC스위첸,신당동,59.7807,13,50000,80,신규,2026-01-17,2019
중구,11140,202601,서울역센트럴자이,만리동2가,59.943,3,78000,0,신규,2026-01-31,2017
중구,11140,202601,삼성사이버빌리지,중림동,84.93,8,80000,0,신규,2026-01-31,2001
중구,11140,202601,LIG서울역리가,만리동1가,84.9866,2,78000,0,신규,2026-01-07,2012
중구,11140,202601,남산타운,신당동,59.94,15,57000,0,갱신,2026-01-17,2002
중구,11140,202601,삼성사이버빌리지,중림동,59.7,14,20000,160,신규,2026-01-16,2001
중구,11140,202601,삼정아트테라스정동,정동,18.0824,2,2000,110,신규,2026-01-29,2020
중구,11140,202601,서울역한라비발디센트럴,만리동2가,84.9774,14,78000,0,갱신,2026-01-07,2018
