구,구코드,년월,아파트명,법정동,전용면적_m2,층,보증금_만원,월세_만원,계약유형,계약일,건축년도
도봉구,11320,202601,창동주공3단지(해등마을),창동,41.3,9,18900,0,갱신,2026-01-17,1990
도봉구,11320,202601,대상타운현대아파트,방학동,84.78,17,55000,0,신규,2026-01-23,2001
도봉구,11320,202601,창동주공4단지,창동,41.3,3,4000,65,신규,2026-01-15,1991
도봉구,11320,202601,창동주공4단지,창동,49.94,15,4000,68,갱신,2026-01-17,1991
도봉구,11320,202601,창동주공3단지(해등마을),창동,61.52,3,3000,100,갱신,2026-01-23,1990
도봉구,11320,202601,신동아아파트1,방학동,43.35,5,17000,0,신규,2026-01-23,1986
도봉구,11320,202601,호신빌딩,창동,16.64,8,5000,28,갱신,2026-01-23,2017
도봉구,11320,202601,현대1,쌍문동,56.7,11,28000,0,갱신,2026-01-23,1990
도봉구,11320,202601,서원,도봉동,49.77,11,19845,0,갱신,2026-01-23,1996
도봉구,11320,202601,주공17단지,창동,49.94,2,2000,84,갱신,2026-01-19,1989
도봉구,11320,202601,브라운스톤방학아파트,방학동,84.9,18,45000,0,신규,2026-01-21,2003
도봉구,11320,202601,주공19단지(창동리버타운),창동,61.52,8,2000,80,갱신,2026-01-23,1988
도봉구,11320,202601,대림e-편한세상,창동,78.284,4,25000,90,신규,2026-01-17,2003
도봉구,11320,202601,주공19단지(창동리버타운),창동,99.75,12,40500,0,갱신,2026-01-17,1988
도봉구,11320,202601,에드가쌍문,쌍문동,30.0311,6,7667,55,신규,2026-01-06,2022
도봉구,11320,202601,신동아아파트1,방학동,70.62,11,30000,0,갱신,2026-01-17,1986
도봉구,11320,202601,현대3,쌍문동,84.83,9,35000,0,신규,2026-01-08,1995
도봉구,11320,202601,대우그린,창동,59.97,20,33600,0,갱신,2026-01-17,2000
도봉구,11320,202601,래미안도봉,도봉동,114.76,12,15000,160,신규,2026-01-22,2005
도봉구,11320,202601,한양2,쌍문동,35.1,8,1000,65,신규,2026-01-21,1988
도봉구,11320,202601,대상타운현대아파트,방학동,84.78,10,47250,0,갱신,2026-01-06,2001
도봉구,11320,202601,창동주공1단지,창동,41.3,15,3000,75,신규,2026-01-20,1990
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,21,55000,0,신규,2026-01-21,2004
도봉구,11320,202601,창동2차현대,창동,59.499,3,3000,140,신규,2026-01-20,2001
도봉구,11320,202601,창동주공2단지,창동,41.3,3,22000,0,갱신,2026-01-12,1990
도봉구,11320,202601,경남,쌍문동,76.18,5,34000,0,신규,2026-01-21,1988
도봉구,11320,202601,창동주공3단지(해등마을),창동,66.56,3,34000,0,신규,2026-01-10,1990
도봉구,11320,202601,신동아아파트1,방학동,43.35,7,19000,0,신규,2026-01-15,1986
도봉구,11320,202601,서원,도봉동,49.77,6,22000,0,신규,2026-01-21,1996
도봉구,11320,202601,창동주공2단지,창동,49.94,8,29000,0,신규,2026-01-20,1990
도봉구,11320,202601,한양6,쌍문동,83.86,15,43000,0,신규,2026-01-21,2002
도봉구,11320,202601,신동아아파트1,방학동,62.22,2,3000,82,갱신,2026-01-08,1986
도봉구,11320,202601,한화성원아파트,방학동,84.98,4,35000,0,신규,2026-01-19,1996
도봉구,11320,202601,럭키,도봉동,84.86,11,30000,30,신규,2026-01-21,1992
도봉구,11320,202601,창동주공1단지,창동,45.77,8,2000,78,갱신,2026-01-21,1990
도봉구,11320,202601,금호1,쌍문동,70.13,12,27000,7,갱신,2026-01-12,1990
도봉구,11320,202601,창동주공2단지,창동,41.3,8,2500,63,갱신,2026-01-05,1990
도봉구,11320,202601,기용,쌍문동,44.37,3,16000,0,신규,2026-01-21,1988
도봉구,11320,202601,삼익세라믹,쌍문동,79.98,7,7000,120,신규,2026-01-17,1988
도봉구,11320,202601,상아1차아파트,창동,58.59,10,5000,90,신규,2026-01-21,1987
도봉구,11320,202601,신동아아파트1,방학동,62.22,9,5000,70,신규,2026-01-21,1986
도봉구,11320,202601,창동주공18단지,창동,45.9,10,24500,0,신규,2026-01-21,1988
도봉구,11320,202601,창동주공1단지,창동,59.39,11,30000,0,신규,2026-01-17,1990
도봉구,11320,202601,주공17단지,창동,36.16,1,4000,55,신규,2026-01-21,1989
도봉구,11320,202601,한양2,쌍문동,59.67,9,30000,0,신규,2026-01-21,1988
도봉구,11320,202601,래미안도봉,도봉동,59.52,2,34000,0,신규,2026-01-17,2005
도봉구,11320,202601,대우,창동,59.86,15,36000,7,갱신,2026-01-19,1995
도봉구,11320,202601,주공17단지,창동,36.16,9,14000,10,신규,2026-01-19,1989
도봉구,11320,202601,동아,창동,89.45,4,22000,20,신규,2026-01-12,1988
도봉구,11320,202601,호신빌딩,창동,25.77,8,5000,40,갱신,2026-01-20,2017
도봉구,11320,202601,주공19단지(창동리버타운),창동,61.52,4,29400,0,갱신,2026-01-17,1988
도봉구,11320,202601,창동주공3단지(해등마을),창동,61.52,2,35000,0,신규,2026-01-19,1990
도봉구,11320,202601,한양2,쌍문동,28.71,10,15000,0,신규,2026-01-20,1988
도봉구,11320,202601,신동아아파트1,방학동,53.16,3,13000,35,신규,2026-01-16,1986
도봉구,11320,202601,대우,창동,59.86,19,36750,0,갱신,2026-01-20,1995
도봉구,11320,202601,금호1,쌍문동,36.36,3,16800,0,갱신,2026-01-19,1990
도봉구,11320,202601,한양1,쌍문동,66.33,2,15000,70,신규,2026-01-17,1986
도봉구,11320,202601,신동아아파트1,방학동,53.16,14,16799,0,갱신,2026-01-19,1986
도봉구,11320,202601,쌍용,창동,59.88,6,27000,35,신규,2026-01-19,1997
도봉구,11320,202601,북한산아이파크5차,창동,84.4516,2,51000,0,신규,2026-01-17,2004
도봉구,11320,202601,창동주공4단지,창동,49.94,9,18900,0,갱신,2026-01-17,1991
도봉구,11320,202601,창동현대타운,창동,57.93,11,30000,30,신규,2026-01-18,1999
도봉구,11320,202601,창동주공3단지(해등마을),창동,49.94,8,32000,0,신규,2026-01-17,1990
도봉구,11320,202601,래미안도봉,도봉동,84.55,18,45000,0,신규,2026-01-17,2005
도봉구,11320,202601,성원상떼빌,창동,84.99,6,10000,120,갱신,2026-01-07,2001
도봉구,11320,202601,성원상떼빌,창동,84.99,6,10000,120,갱신,2026-01-17,2001
도봉구,11320,202601,북한산아이파크5차,창동,84.4516,8,49000,0,갱신,2026-01-10,2004
도봉구,11320,202601,동아그린,창동,84.94,4,37200,40,갱신,2026-01-06,1996
도봉구,11320,202601,주공17단지,창동,36.16,11,1000,65,신규,2026-01-06,1989
도봉구,11320,202601,동아에코빌,도봉동,84.967,14,40000,0,신규,2026-01-17,2003
도봉구,11320,202601,신동아아파트1,방학동,84.87,6,5000,110,신규,2026-01-09,1986
도봉구,11320,202601,북한산아이파크5차,창동,119.1731,22,55000,0,신규,2026-01-03,2004
도봉구,11320,202601,창동주공1단지,창동,59.39,1,30000,0,신규,2026-01-19,1990
도봉구,11320,202601,서원,도봉동,49.77,6,1500,80,신규,2026-01-05,1996
도봉구,11320,202601,창동주공1단지,창동,41.3,9,16000,15,신규,2026-01-16,1990
도봉구,11320,202601,주공17단지,창동,36.16,8,18000,0,신규,2026-01-17,1989
도봉구,11320,202601,파라다이스빌,쌍문동,84.91,5,51000,0,갱신,2026-01-16,2004
도봉구,11320,202601,동아,창동,89.45,15,5000,145,신규,2026-01-15,1988
도봉구,11320,202601,서원,도봉동,59.76,16,25654,0,갱신,2026-01-17,1996
도봉구,11320,202601,태영데시앙,창동,84.995,9,50000,0,신규,2026-01-14,2003
도봉구,11320,202601,창동주공1단지,창동,59.39,11,30000,0,신규,2026-01-17,1990
도봉구,11320,202601,양우내안애,도봉동,84.92,9,38000,0,신규,2026-01-17,2005
도봉구,11320,202601,삼익세라믹,쌍문동,79.98,4,36000,0,갱신,2026-01-13,1988
도봉구,11320,202601,대상타운현대아파트,방학동,60.0,5,30000,40,갱신,2026-01-03,2001
도봉구,11320,202601,태영데시앙,창동,84.995,6,31900,30,갱신,2026-01-15,2003
도봉구,11320,202601,신동아아파트1,방학동,126.89,15,59000,0,신규,2026-01-15,1986
도봉구,11320,202601,신동아아파트1,방학동,70.62,8,5000,105,갱신,2026-01-08,1986
도봉구,11320,202601,삼익세라믹,쌍문동,42.93,7,20000,0,신규,2026-01-16,1988
도봉구,11320,202601,창동주공2단지,창동,41.3,4,2000,55,신규,2026-01-07,1990
도봉구,11320,202601,동익미라벨,쌍문동,65.42,7,3000,90,신규,2026-01-16,1987
도봉구,11320,202601,중흥에스-클래스,도봉동,81.443,9,38000,0,갱신,2026-01-09,2004
도봉구,11320,202601,주공17단지,창동,36.16,3,2000,70,신규,2026-01-16,1989
도봉구,11320,202601,초안산신도브래뉴,창동,84.9991,14,40000,0,갱신,2026-01-16,2005
도봉구,11320,202601,월가타워,창동,13.62,10,500,42,신규,2026-01-15,2013
도봉구,11320,202601,신동아아파트1,방학동,43.35,2,16000,0,갱신,2026-01-16,1986
도봉구,11320,202601,한신,도봉동,84.94,13,29500,0,갱신,2026-01-15,1995
도봉구,11320,202601,북한산아이파크5차,창동,134.9091,14,70000,0,갱신,2026-01-16,2004
도봉구,11320,202601,동아그린,창동,84.94,2,37650,0,신규,2026-01-16,1996
도봉구,11320,202601,대림e-편한세상,창동,84.976,23,55000,0,신규,2026-01-15,2003
도봉구,11320,202601,한양2,쌍문동,59.67,12,3000,80,신규,2026-01-16,1988
도봉구,11320,202601,동아,창동,89.45,2,25000,70,신규,2026-01-08,1988
도봉구,11320,202601,북한산아이파크5차,창동,84.4516,7,55000,0,신규,2026-01-15,2004
도봉구,11320,202601,한양2,쌍문동,28.71,5,15500,0,신규,2026-01-09,1988
도봉구,11320,202601,한양5,쌍문동,84.635,1,18000,55,신규,2026-01-15,1991
도봉구,11320,202601,벽산아파트1,방학동,52.36,2,3000,60,갱신,2026-01-16,1991
도봉구,11320,202601,신원에벤에셀,쌍문동,84.9,10,33000,0,신규,2026-01-15,1995
도봉구,11320,202601,극동아파트,쌍문동,84.9,9,28000,0,갱신,2026-01-15,1996
도봉구,11320,202601,창동주공3단지(해등마을),창동,59.39,5,7000,80,갱신,2026-01-12,1990
도봉구,11320,202601,창동주공3단지(해등마을),창동,58.01,2,10000,54,갱신,2026-01-05,1990
도봉구,11320,202601,북한산아이파크5차,창동,134.9091,8,10000,200,신규,2026-01-15,2004
도봉구,11320,202601,신동아아파트1,방학동,70.62,7,30000,0,신규,2026-01-15,1986
도봉구,11320,202601,기용,쌍문동,41.31,1,15000,0,신규,2026-01-14,1988
도봉구,11320,202601,주공19단지(창동리버타운),창동,90.94,15,35700,0,갱신,2026-01-15,1988
도봉구,11320,202601,한양2,쌍문동,35.1,11,4000,55,신규,2026-01-02,1988
도봉구,11320,202601,도봉파크빌3,도봉동,84.336,12,41000,0,신규,2026-01-15,2002
도봉구,11320,202601,신동아아파트1,방학동,62.22,3,23000,0,갱신,2026-01-15,1986
도봉구,11320,202601,신동아아파트1,방학동,84.87,5,32000,0,갱신,2026-01-15,1986
도봉구,11320,202601,창동주공4단지,창동,41.3,5,22000,0,신규,2026-01-15,1991
도봉구,11320,202601,창동신도브래뉴1차,창동,121.852,4,63000,0,신규,2026-01-15,2003
도봉구,11320,202601,금호1,쌍문동,36.36,12,15000,20,신규,2026-01-14,1990
도봉구,11320,202601,창동주공18단지,창동,41.34,3,24000,0,신규,2026-01-14,1988
도봉구,11320,202601,주공19단지(창동리버타운),창동,59.39,14,26000,0,갱신,2026-01-15,1988
도봉구,11320,202601,파라다이스빌,쌍문동,83.02,9,53000,0,신규,2026-01-13,2004
도봉구,11320,202601,삼성래미안,창동,84.87,2,25000,99,갱신,2026-01-14,1992
도봉구,11320,202601,북한산코오롱하늘채,쌍문동,84.98,1,46000,0,갱신,2026-01-14,2014
도봉구,11320,202601,창동주공4단지,창동,36.16,8,4000,40,신규,2026-01-07,1991
도봉구,11320,202601,창동주공3단지(해등마을),창동,41.3,2,16000,0,갱신,2026-01-02,1990
도봉구,11320,202601,대우,창동,84.88,8,46000,0,신규,2026-01-14,1995
도봉구,11320,202601,신동아아파트1,방학동,43.35,3,18000,0,신규,2026-01-14,1986
도봉구,11320,202601,주공17단지,창동,36.16,2,18000,0,신규,2026-01-13,1989
도봉구,11320,202601,동도센트리움,창동,80.722,4,42000,0,신규,2026-01-14,2009
도봉구,11320,202601,창동주공18단지,창동,45.9,15,7500,43,갱신,2026-01-14,1988
도봉구,11320,202601,쌍용,창동,84.76,12,32500,60,신규,2026-01-05,1997
도봉구,11320,202601,주공17단지,창동,36.16,4,17000,0,신규,2026-01-14,1989
도봉구,11320,202601,삼익세라믹,쌍문동,42.93,9,1000,65,신규,2026-01-06,1988
도봉구,11320,202601,상아2차아파트,창동,45.54,1,20000,0,신규,2026-01-13,1988
도봉구,11320,202601,창동한승미메이드,창동,84.6865,8,33000,0,갱신,2026-01-09,2004
도봉구,11320,202601,벽산아파트1,방학동,52.36,9,19950,0,갱신,2026-01-13,1991
도봉구,11320,202601,극동,도봉동,84.82,12,5000,150,신규,2026-01-13,1991
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,2,10000,167,갱신,2026-01-14,2004
도봉구,11320,202601,금호1,쌍문동,36.36,13,18000,0,신규,2026-01-12,1990
도봉구,11320,202601,창동주공18단지,창동,45.77,10,21000,0,갱신,2026-01-14,1988
도봉구,11320,202601,동아청솔,창동,134.94,11,65000,0,갱신,2026-01-12,1997
도봉구,11320,202601,거성학마을아파트,방학동,134.29,12,47000,0,신규,2026-01-13,1994
도봉구,11320,202601,쌍용,창동,59.88,10,10000,100,갱신,2026-01-13,1997
도봉구,11320,202601,대웅,쌍문동,52.02,4,2000,55,신규,2026-01-14,1989
도봉구,11320,202601,대우파크힐(쌍문동이안),쌍문동,84.955,3,47000,0,갱신,2026-01-12,2004
도봉구,11320,202601,동아청솔,창동,59.76,11,37000,0,갱신,2026-01-13,1997
도봉구,11320,202601,창동주공3단지(해등마을),창동,49.94,1,2000,100,신규,2026-01-12,1990
도봉구,11320,202601,효성하이타운아파트,방학동,84.87,6,43000,0,신규,2026-01-08,2002
도봉구,11320,202601,신동아아파트1,방학동,126.89,3,51000,0,갱신,2026-01-08,1986
도봉구,11320,202601,동아,창동,109.5,4,51000,0,갱신,2026-01-11,1988
도봉구,11320,202601,창동주공2단지,창동,36.16,3,2000,60,신규,2026-01-10,1990
도봉구,11320,202601,신동아아파트4,방학동,59.92,9,3000,90,신규,2026-01-08,1995
도봉구,11320,202601,동아그린,창동,59.96,3,36000,0,갱신,2026-01-12,1996
도봉구,11320,202601,신동아아파트4,방학동,84.9,9,35000,0,갱신,2026-01-13,1995
도봉구,11320,202601,이에스에이아파트2,방학동,84.98,10,3000,160,신규,2026-01-12,2003
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,8,53000,0,갱신,2026-01-12,2004
도봉구,11320,202601,쌍문동삼성래미안,쌍문동,59.9899,11,43000,0,갱신,2026-01-10,2002
도봉구,11320,202601,북한산코오롱하늘채,쌍문동,114.98,3,65000,0,신규,2026-01-10,2014
도봉구,11320,202601,창동주공2단지,창동,41.3,12,3000,70,갱신,2026-01-05,1990
도봉구,11320,202601,신동아아파트4,방학동,59.92,10,27000,0,신규,2026-01-12,1995
도봉구,11320,202601,북한산아이파크5차,창동,119.1731,7,59300,0,갱신,2026-01-12,2004
도봉구,11320,202601,성원,쌍문동,84.98,1,34000,0,갱신,2026-01-12,1989
도봉구,11320,202601,창동2차현대,창동,84.504,14,53000,0,신규,2026-01-09,2001
도봉구,11320,202601,현대1,쌍문동,84.66,13,30000,0,신규,2026-01-09,1990
도봉구,11320,202601,창동주공3단지(해등마을),창동,79.07,3,38000,0,갱신,2026-01-10,1990
도봉구,11320,202601,동아청솔,창동,59.76,15,30900,0,신규,2026-01-10,1997
도봉구,11320,202601,한양2,쌍문동,59.67,4,25000,0,갱신,2026-01-09,1988
도봉구,11320,202601,서원,도봉동,49.77,6,10000,45,신규,2026-01-10,1996
도봉구,11320,202601,창동주공4단지,창동,36.16,10,500,50,신규,2026-01-09,1991
도봉구,11320,202601,송학휴스테이,방학동,49.125,5,15000,30,신규,2026-01-05,2016
도봉구,11320,202601,주공17단지,창동,36.16,3,1000,65,신규,2026-01-02,1989
도봉구,11320,202601,창동주공2단지,창동,45.9,13,23100,0,갱신,2026-01-09,1990
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,8,50000,0,신규,2026-01-07,2004
도봉구,11320,202601,우성아파트1,방학동,72.06,5,24000,0,갱신,2026-01-09,1992
도봉구,11320,202601,창동주공3단지(해등마을),창동,49.94,6,2000,95,신규,2026-01-05,1990
도봉구,11320,202601,삼익세라믹,쌍문동,42.93,6,19000,0,신규,2026-01-02,1988
도봉구,11320,202601,주공19단지(창동리버타운),창동,68.86,5,5000,130,신규,2026-01-09,1988
도봉구,11320,202601,청구아파트,방학동,84.97,11,5000,140,갱신,2026-01-09,1994
도봉구,11320,202601,삼성래미안,창동,84.87,21,39900,0,갱신,2026-01-09,1992
도봉구,11320,202601,창동주공3단지(해등마을),창동,49.94,11,3000,85,갱신,2026-01-09,1990
도봉구,11320,202601,주공19단지(창동리버타운),창동,59.39,13,28300,0,갱신,2026-01-09,1988
도봉구,11320,202601,쌍용,창동,84.76,17,55000,0,갱신,2026-01-02,1997
도봉구,11320,202601,신동아아파트1,방학동,62.22,12,6000,80,신규,2026-01-09,1986
도봉구,11320,202601,동아,창동,89.45,2,25000,70,신규,2026-01-08,1988
도봉구,11320,202601,스마트트라움,창동,16.42,11,1000,63,신규,2026-01-07,2021
도봉구,11320,202601,청구아파트,방학동,84.97,11,48000,0,신규,2026-01-08,1994
도봉구,11320,202601,신동아아파트1,방학동,53.16,8,10000,50,신규,2026-01-08,1986
도봉구,11320,202601,한양2,쌍문동,28.71,15,15000,0,신규,2026-01-07,1988
도봉구,11320,202601,한양5,쌍문동,76.405,1,32000,0,신규,2026-01-07,1991
도봉구,11320,202601,벽산아파트1,방학동,72.01,2,29400,0,신규,2026-01-08,1991
도봉구,11320,202601,창동현대타운,창동,57.93,8,3000,100,신규,2026-01-02,1999
도봉구,11320,202601,서원,도봉동,39.85,8,17000,0,신규,2026-01-03,1996
도봉구,11320,202601,한양6,쌍문동,83.86,13,20000,90,신규,2026-01-08,2002
도봉구,11320,202601,현대조합,창동,59.91,10,3000,90,갱신,2026-01-08,2000
도봉구,11320,202601,한양2,쌍문동,35.1,1,1000,70,신규,2026-01-07,1988
도봉구,11320,202601,북한산아이파크5차,창동,119.1731,19,65000,0,신규,2026-01-08,2004
도봉구,11320,202601,서원,도봉동,59.51,12,25000,0,갱신,2026-01-06,1996
도봉구,11320,202601,대우그린,창동,59.97,19,10000,100,신규,2026-01-06,2000
도봉구,11320,202601,금호어울림,창동,152.09,8,40000,100,신규,2026-01-07,2004
도봉구,11320,202601,동아청솔,창동,59.445,6,36000,0,신규,2026-01-07,1997
도봉구,11320,202601,상아1차아파트,창동,69.03,14,33000,0,갱신,2026-01-06,1987
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,10,55000,0,신규,2026-01-07,2004
도봉구,11320,202601,신동아아파트1,방학동,70.62,6,5000,110,신규,2026-01-08,1986
도봉구,11320,202601,금호어울림,창동,84.99,5,54000,0,신규,2026-01-07,2004
도봉구,11320,202601,우성아파트1,방학동,84.69,1,26565,0,신규,2026-01-03,1992
도봉구,11320,202601,주공17단지,창동,49.94,7,2000,61,신규,2026-01-07,1989
도봉구,11320,202601,태솔에버빌(712-5),방학동,83.49,10,33000,0,신규,2026-01-07,2008
도봉구,11320,202601,유디하우스창동,창동,33.94,3,15500,30,신규,2026-01-06,2023
도봉구,11320,202601,래미안도봉,도봉동,84.55,18,45000,0,신규,2026-01-07,2005
도봉구,11320,202601,동아청솔,창동,84.97,8,43000,0,갱신,2026-01-07,1997
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,6,58000,0,신규,2026-01-03,2004
도봉구,11320,202601,대웅,쌍문동,55.5,2,2000,70,신규,2026-01-07,1989
도봉구,11320,202601,주공19단지(창동리버타운),창동,68.86,7,35000,0,갱신,2026-01-07,1988
도봉구,11320,202601,금광포란재아파트,방학동,59.611,7,30000,20,신규,2026-01-06,2005
도봉구,11320,202601,주공19단지(창동리버타운),창동,99.75,13,44000,0,갱신,2026-01-06,1988
도봉구,11320,202601,신동아아파트1,방학동,51.27,1,18000,0,신규,2026-01-07,1986
도봉구,11320,202601,서원,도봉동,59.76,11,21000,0,갱신,2026-01-07,1996
도봉구,11320,202601,신동아아파트1,방학동,53.16,9,3000,75,신규,2026-01-06,1986
도봉구,11320,202601,초안산신도브래뉴,창동,84.9991,1,10000,120,신규,2026-01-06,2005
도봉구,11320,202601,한신,도봉동,84.94,1,39000,0,신규,2026-01-06,1995
도봉구,11320,202601,래미안도봉,도봉동,84.55,2,43000,0,갱신,2026-01-06,2005
도봉구,11320,202601,퍼스티안,방학동,13.6794,7,500,55,신규,2026-01-05,2013
도봉구,11320,202601,창동주공18단지,창동,32.34,12,1000,60,신규,2026-01-05,1988
도봉구,11320,202601,주공17단지,창동,36.34,7,17800,0,갱신,2026-01-06,1989
도봉구,11320,202601,창동2차현대,창동,59.499,8,10000,120,갱신,2026-01-06,2001
도봉구,11320,202601,대상타운현대아파트,방학동,84.78,4,47000,0,신규,2026-01-05,2001
도봉구,11320,202601,주공17단지,창동,36.34,7,13100,0,신규,2026-01-06,1989
도봉구,11320,202601,창동주공18단지,창동,41.34,8,23000,0,신규,2026-01-03,1988
도봉구,11320,202601,한양2,쌍문동,48.96,5,22500,0,신규,2026-01-05,1988
도봉구,11320,202601,금호2,쌍문동,84.46,14,13000,100,신규,2026-01-05,1991
도봉구,11320,202601,금호어울림,창동,84.99,1,25000,80,신규,2026-01-03,2004
도봉구,11320,202601,북한산코오롱하늘채,쌍문동,84.98,13,30000,80,신규,2026-01-03,2014
도봉구,11320,202601,창동신도브래뉴1차,창동,59.619,4,38850,0,갱신,2026-01-03,2003
도봉구,11320,202601,서원,도봉동,49.77,4,4000,55,갱신,2026-01-05,1996
도봉구,11320,202601,서원,도봉동,39.85,8,17000,0,신규,2026-01-03,1996
도봉구,11320,202601,주공17단지,창동,36.34,9,1500,65,신규,2026-01-02,1989
도봉구,11320,202601,삼환도봉,도봉동,73.89,13,28000,0,갱신,2026-01-05,1987
도봉구,11320,202601,주공17단지,창동,36.34,4,3000,50,신규,2026-01-05,1989
도봉구,11320,202601,삼환도봉,도봉동,73.89,2,30000,0,신규,2026-01-03,1987
도봉구,11320,202601,신동아아파트1,방학동,84.87,8,30500,0,갱신,2026-01-02,1986
도봉구,11320,202601,한신,도봉동,84.94,11,10000,100,신규,2026-01-03,1995
도봉구,11320,202601,주공17단지,창동,36.34,4,3000,50,신규,2026-01-05,1989
도봉구,11320,202601,삼익세라믹아파트,방학동,74.105,6,32500,0,신규,2026-01-03,1988
도봉구,11320,202601,북한산아이파크5차,창동,101.9176,6,54000,0,신규,2026-01-02,2004
도봉구,11320,202601,삼익세라믹,쌍문동,58.77,13,5000,80,신규,2026-01-02,1988
도봉구,11320,202601,서원,도봉동,49.77,6,23000,0,신규,2026-01-02,1996
도봉구,11320,202601,창동주공2단지,창동,49.94,10,27700,0,갱신,2026-01-02,1990
도봉구,11320,202601,방학지음재힐스,방학동,14.86,7,1000,55,신규,2026-01-02,2018
도봉구,11320,202601,동아그린,창동,59.96,11,41000,0,갱신,2026-01-02,1996
노원구,11350,202601,미라보(성림),상계동,60.0,1,22940,0,,2026-01-01,2006
노원구,11350,202601,삼익포레스트아파트,공릉동,114.88,8,54500,0,,2026-01-27,1995
노원구,11350,202601,중계그린1단지,중계동,49.5,2,26000,0,,2026-01-15,1990
노원구,11350,202601,상계주공16(고층),상계동,58.01,6,28000,0,,2026-01-26,1988
노원구,11350,202601,청솔(시영7),하계동,39.92,10,2000,80,,2026-01-22,1989
노원구,11350,202601,태릉해링턴플레이스,공릉동,59.98,17,52000,0,,2026-01-27,2022
노원구,11350,202601,청솔(시영7),하계동,39.78,3,5000,70,,2026-01-31,1989
노원구,11350,202601,롯데캐슬루나,월계동,84.9852,3,48000,0,,2026-01-22,2006
노원구,11350,202601,중계무지개,중계동,59.26,5,27000,0,,2026-01-24,1991
노원구,11350,202601,상계주공6(고층),상계동,58.01,10,30000,0,,2026-01-31,1988
노원구,11350,202601,월계센트럴아이파크,월계동,84.99,3,54600,0,,2026-01-26,2020
노원구,11350,202601,상계주공6(고층),상계동,49.94,3,24150,0,,2026-01-16,1988
노원구,11350,202601,은빛1단지,상계동,59.95,15,31500,0,,2026-01-26,1998
노원구,11350,202601,대림,상계동,93.75,13,45000,0,,2026-01-17,1988
노원구,11350,202601,라이프,중계동,115.65,12,69458,0,,2026-01-17,1993
노원구,11350,202601,풍림아이원,월계동,84.303,16,5000,165,,2026-01-10,2005
노원구,11350,202601,상계주공13(고층),상계동,49.94,3,3000,90,,2026-01-08,1989
노원구,11350,202601,상계주공14(고층),상계동,49.94,13,21000,0,,2026-01-17,1989
노원구,11350,202601,주공5,중계동,44.52,13,22000,0,,2026-01-23,1992
노원구,11350,202601,미성,월계동,50.14,7,20000,30,,2026-01-23,1986
노원구,11350,202601,현대(6차),중계동,84.98,5,47000,0,,2026-01-20,2018
노원구,11350,202601,풍림아이원,월계동,59.149,10,42000,8,,2026-01-24,2005
노원구,11350,202601,상계주공9(고층),상계동,49.94,5,18000,40,,2026-01-24,1988
노원구,11350,202601,상계주공1(고층),상계동,32.39,6,2000,70,,2026-01-24,1988
노원구,11350,202601,우방,하계동,77.41,17,39690,0,,2026-01-17,1999
노원구,11350,202601,하계2현대,하계동,84.896,6,58000,0,,2026-01-10,1997
노원구,11350,202601,은빛1단지,상계동,59.95,11,34000,0,,2026-01-09,1998
노원구,11350,202601,상계주공6(고층),상계동,58.01,3,4000,65,,2026-01-09,1988
노원구,11350,202601,주공5,중계동,58.46,13,5000,120,,2026-01-16,1992
노원구,11350,202601,한신1,하계동,27.0,9,18000,0,,2026-01-19,1988
노원구,11350,202601,주공10,중계동,58.14,5,40425,0,,2026-01-17,1995
노원구,11350,202601,사슴3,월계동,39.6,5,16000,0,,2026-01-17,1995
노원구,11350,202601,공릉우성아파트,공릉동,84.97,3,44000,0,,2026-01-17,1995
노원구,11350,202601,우방아파트,공릉동,84.881,6,41000,10,,2026-01-17,2000
노원구,11350,202601,수락파크빌,상계동,84.62,4,20000,70,,2026-01-10,2001
노원구,11350,202601,상계주공10(고층),상계동,45.9,6,24000,0,,2026-01-08,1988
노원구,11350,202601,"상계주공15(고층,공무원임대)",상계동,49.94,14,13682,10,,2026-01-12,1988
노원구,11350,202601,동부아파트,공릉동,84.79,6,35600,0,,2026-01-11,1996
노원구,11350,202601,한신4차,상계동,84.84,7,35230,0,,2026-01-06,1995
노원구,11350,202601,한진한화그랑빌,월계동,139.08,14,62000,0,,2026-01-03,2002
노원구,11350,202601,중계무지개,중계동,49.54,9,28000,0,,2026-01-14,1991
노원구,11350,202601,한신1차,상계동,45.44,2,20000,0,,2026-01-10,1987
노원구,11350,202601,태릉해링턴플레이스,공릉동,74.95,17,15000,130,,2026-01-10,2022
노원구,11350,202601,건영3,중계동,84.9,10,73500,0,,2026-01-10,1995
노원구,11350,202601,건영2,중계동,84.96,11,30000,100,,2026-01-10,1991
노원구,11350,202601,한일2,월계동,59.953,11,26250,0,,2026-01-12,2000
노원구,11350,202601,상계주공14(고층),상계동,41.3,5,17800,0,,2026-01-12,1989
노원구,11350,202601,성원1,중계동,134.78,12,15000,225,,2026-01-10,1996
노원구,11350,202601,중계그린1단지,중계동,44.1,6,30000,0,,2026-01-06,1990
노원구,11350,202601,신일,중계동,84.94,8,43000,0,,2026-01-02,1998
