opratDate,destination_station,stgSdCd,stgSdNm,stgSggCd,stgSggNm,stgEmdCd,stgEmdNm,arrSdCd,arrSdNm,arrSggCd,arrSggNm,arrEmdCd,arrEmdNm,tzon,quater,useStf,useTm
20260112,광화문역,11,서울특별시,11110,종로구,1111017400,창신동,11,서울특별시,11110,종로구,1111017300,명륜3가,06,00,1,876.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017400,창신동,11,서울특별시,11110,종로구,1111017300,명륜3가,07,00,1,1562.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017400,창신동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,15,2,1412.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017400,창신동,11,서울특별시,11110,종로구,1111017300,명륜3가,12,45,1,1433.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,07,15,2,1028.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,07,30,1,1204.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,15,1,1375.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,30,1,1302.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,10,30,1,1227.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,11,15,1,1316.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,11,30,2,1219.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017500,숭인동,11,서울특별시,11110,종로구,1111017300,명륜3가,12,00,1,1169.0
20260112,광화문역,11,서울특별시,11110,종로구,1111017600,교남동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,15,2,1527.0
20260112,광화문역,11,서울특별시,11110,종로구,1111018000,교북동,11,서울특별시,11110,종로구,1111017300,명륜3가,09,00,1,1388.0
20260112,광화문역,11,서울특별시,11110,종로구,1111018600,신영동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,00,2,2008.0
20260112,광화문역,11,서울특별시,11110,종로구,1111018700,무악동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,00,2,1410.0
20260112,광화문역,11,서울특별시,11110,종로구,1111018700,무악동,11,서울특별시,11110,종로구,1111017300,명륜3가,08,30,2,1076.0
