opratDate,stgSdCd,stgSdNm,stgSggCd,stgSggNm,stgEmdCd,stgEmdNm,arrSdCd,arrSdNm,arrSggCd,arrSggNm,arrEmdCd,arrEmdNm,tzon,quater,useStf,useTm,origin_sdCd,origin_sdNm,origin_sggCd,origin_sggNm,origin_emdCd,origin_emdNm
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,09,30,2,2970.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,10,00,1,2866.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,10,15,2,2771.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,10,30,3,2918.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,10,45,3,2769.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,11,15,2,3049.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,11,30,2,2671.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010100,영등포동,11,서울특별시,11200,성동구,1120011500,성수동2가,11,45,1,2645.0,11,서울특별시,11560,영등포구,1156010100,영등포동
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,30,1,2564.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,45,1,2612.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,08,00,3,2684.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,08,30,1,2248.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,08,45,1,2342.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,09,00,2,2539.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,09,30,1,2503.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,09,45,1,2330.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,10,00,5,2677.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,10,45,1,3556.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,11,00,1,2909.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010200,영등포동1가,11,서울특별시,11200,성동구,1120011500,성수동2가,11,30,2,2900.0,11,서울특별시,11560,영등포구,1156010200,영등포동1가
20260224,11,서울특별시,11560,영등포구,1156010300,영등포동2가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,45,1,2776.0,11,서울특별시,11560,영등포구,1156010300,영등포동2가
20260224,11,서울특별시,11560,영등포구,1156010400,영등포동3가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,45,1,2990.0,11,서울특별시,11560,영등포구,1156010400,영등포동3가
20260224,11,서울특별시,11560,영등포구,1156010600,영등포동5가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,45,1,2971.0,11,서울특별시,11560,영등포구,1156010600,영등포동5가
20260224,11,서울특별시,11560,영등포구,1156010800,영등포동7가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,00,3,2783.0,11,서울특별시,11560,영등포구,1156010800,영등포동7가
20260224,11,서울특별시,11560,영등포구,1156010800,영등포동7가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,15,2,2498.0,11,서울특별시,11560,영등포구,1156010800,영등포동7가
20260224,11,서울특별시,11560,영등포구,1156010800,영등포동7가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,30,5,2572.0,11,서울특별시,11560,영등포구,1156010800,영등포동7가
20260224,11,서울특별시,11560,영등포구,1156010800,영등포동7가,11,서울특별시,11200,성동구,1120011500,성수동2가,07,45,6,2720.0,11,서울특별시,11560,영등포구,1156010800,영등포동7가
