aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,region_name
,경희궁의아침2단지,2004,개인,,,"255,000",11,1,2025,중개거래,서울 종로구,140.78,15,71,N,25.03.27,11110,개인,내수동,종로구
108,현대,2000,개인,,,"124,900",7,1,2025,중개거래,서울 종로구,84.92,5,82,N,25.04.02,11110,개인,무악동,종로구
,종로중흥S클래스,2013,개인,,,"12,300",2,1,2025,중개거래,서울 종로구,17.811,11,202-3,N,25.02.14,11110,개인,숭인동,종로구
103,현대,2000,개인,,,"87,970",7,1,2025,중개거래,"서울 마포구, 서울 종로구",60.0,2,82,N,25.04.01,11110,개인,무악동,종로구
로얄팰리스스위트,로얄팰리스스위트,2005,개인,,,"31,000",6,1,2025,직거래,,29.31,17,85,N,25.01.07,11110,개인,수송동,종로구
이화에수풀,이화에수풀,2014,개인,,,"19,000",4,1,2025,중개거래,서울 종로구,16.98,7,195-10,N,25.02.05,11110,개인,연건동,종로구
,경희궁의아침2단지,2004,개인,,,"180,000",4,1,2025,중개거래,서울 종로구,124.17,16,71,N,25.01.31,11110,개인,내수동,종로구
308,경희궁자이(3단지),2017,개인,,,"181,500",3,1,2025,중개거래,서울 종로구,59.9425,7,233,N,25.03.31,11110,개인,평동,종로구
307,경희궁자이(3단지),2017,개인,,,"178,000",17,2,2025,중개거래,서울 종로구,59.4712,5,233,N,25.09.19,11110,개인,평동,종로구
,효성쥬얼리시티,2006,개인,,,"80,000",22,2,2025,직거래,,84.64,12,48-2,N,25.05.13,11110,개인,인의동,종로구
110,현대,2000,개인,,,"129,970",26,2,2025,중개거래,서울 종로구,84.92,11,82,N,25.06.27,11110,개인,무악동,종로구
201,창신쌍용2,1993,개인,,,"55,300",21,2,2025,중개거래,서울 동대문구,54.7,2,703,N,25.04.04,11110,개인,창신동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"50,000",21,2,2025,중개거래,서울 종로구,48.54,8,55,N,25.03.28,11110,개인,익선동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"33,000",21,2,2025,중개거래,서울 종로구,28.1,9,55,N,25.04.14,11110,개인,익선동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"44,500",21,2,2025,중개거래,서울 종로구,48.54,7,55,N,25.04.15,11110,개인,익선동,종로구
112,인왕산아이파크,2008,개인,,,"139,000",19,2,2025,중개거래,"서울 서대문구, 서울 종로구",84.858,14,60,N,25.06.09,11110,개인,무악동,종로구
,디팰리스,2020,개인,,,"300,000",25,2,2025,중개거래,서울 종로구,118.749,17,171,N,25.05.26,11110,개인,신문로2가,종로구
303,경희궁자이(3단지),2017,개인,,,"225,000",22,2,2025,중개거래,서울 종로구,84.8359,13,233,N,25.06.27,11110,개인,평동,종로구
,현대,2000,개인,25.03.23,O,"129,970",26,2,2025,중개거래,서울 종로구,84.92,11,82,N,,11110,개인,무악동,종로구
103,인왕산아이파크,2008,개인,,,"135,000",25,2,2025,중개거래,서울 종로구,84.858,17,60,N,25.06.30,11110,개인,무악동,종로구
104,종로청계힐스테이트,2009,개인,,,"83,300",28,2,2025,중개거래,서울 종로구,59.9426,6,766,N,25.04.18,11110,개인,숭인동,종로구
102동,이지마루종로,2021,개인,,,"30,000",11,2,2025,중개거래,서울 종로구,20.87,11,126-2,N,25.04.04,11110,개인,효제동,종로구
105,창신쌍용1,1992,개인,,,"72,000",26,2,2025,중개거래,서울 종로구,79.87,10,702,N,25.03.14,11110,개인,창신동,종로구
105,인왕산아이파크,2008,개인,,,"145,000",10,2,2025,중개거래,서울 종로구,114.931,3,60,N,25.06.05,11110,개인,무악동,종로구
103동,경희궁롯데캐슬,2019,개인,,,"143,500",20,2,2025,중개거래,서울 종로구,59.6737,9,89,N,25.05.07,11110,개인,무악동,종로구
로얄팰리스스위트,로얄팰리스스위트,2005,개인,,,"41,500",27,2,2025,중개거래,서울 종로구,39.67,5,85,N,25.03.18,11110,개인,수송동,종로구
102,종로청계힐스테이트,2009,개인,,,"81,500",27,2,2025,중개거래,서울 종로구,59.9426,13,766,N,25.07.01,11110,개인,숭인동,종로구
,동대문,1966,개인,,,"31,000",17,2,2025,중개거래,서울 종로구,28.8,2,328-17,N,25.04.21,11110,개인,창신동,종로구
201,경희궁자이(2단지),2017,개인,,,"219,000",19,2,2025,중개거래,서울 종로구,84.9071,6,199,N,25.05.07,11110,개인,홍파동,종로구
1,삼전솔하임2차,2012,개인,,,"10,000",26,2,2025,중개거래,서울 종로구,16.67,7,296-19,N,25.03.14,11110,개인,숭인동,종로구
304,경희궁자이(3단지),2017,개인,,,"219,900",28,2,2025,중개거래,"서울 마포구, 서울 종로구",84.8359,5,233,N,25.04.01,11110,개인,평동,종로구
212,경희궁자이(2단지),2017,개인,,,"273,000",28,2,2025,중개거래,서울 종로구,101.8976,7,199,N,25.05.12,11110,개인,홍파동,종로구
203,경희궁자이(2단지),2017,개인,,,"227,500",26,2,2025,중개거래,서울 종로구,84.8359,15,199,N,25.05.09,11110,개인,홍파동,종로구
104,인왕산아이파크,2008,개인,,,"180,000",27,2,2025,중개거래,서울 종로구,157.289,3,60,N,25.03.31,11110,개인,무악동,종로구
305,경희궁자이(3단지),2017,개인,,,"215,000",18,2,2025,중개거래,서울 종로구,84.8359,6,233,N,25.06.27,11110,개인,평동,종로구
205,경희궁자이(2단지),2017,개인,,,"225,000",25,2,2025,중개거래,서울 종로구,84.8359,17,199,N,25.06.09,11110,개인,홍파동,종로구
303,경희궁자이(3단지),2017,개인,,,"194,000",14,2,2025,중개거래,서울 종로구,77.6543,14,233,N,25.03.14,11110,개인,평동,종로구
삼전솔하임4차,삼전솔하임4차,2014,개인,,,"13,300",26,2,2025,중개거래,서울 종로구,15.09,14,318-2,N,25.07.25,11110,개인,숭인동,종로구
302,경희궁자이(3단지),2017,개인,,,"216,000",22,2,2025,중개거래,서울 종로구,84.614,16,233,N,25.07.14,11110,개인,평동,종로구
106,광화문스페이스본(106동),2008,개인,,,"209,500",21,2,2025,중개거래,서울 종로구,150.4,4,9-1,N,25.05.16,11110,개인,사직동,종로구
103,현대,2000,개인,,,"88,970",4,2,2025,중개거래,"서울 서대문구, 서울 종로구",60.0,2,82,N,25.04.14,11110,개인,무악동,종로구
204,경희궁자이(2단지),2017,개인,,,"217,000",22,2,2025,중개거래,서울 종로구,84.8359,17,199,N,25.07.01,11110,개인,홍파동,종로구
,종로아인스빌,2013,개인,,,"11,000",1,2,2025,직거래,,12.15,15,1392-1,N,25.02.24,11110,개인,숭인동,종로구
,동대문맨션,1973,개인,,,"34,000",22,2,2025,중개거래,서울 종로구,74.38,8,578-5,N,25.04.15,11110,개인,창신동,종로구
202,창신쌍용2,1993,개인,,,"61,000",22,2,2025,중개거래,서울 종로구,64.66,13,703,N,25.05.16,11110,개인,창신동,종로구
,경희궁자이(3단지),2017,개인,25.06.23,O,"178,000",17,2,2025,중개거래,서울 종로구,59.4712,5,233,N,,11110,개인,평동,종로구
111,인왕산아이파크,2008,개인,,,"118,000",6,2,2025,중개거래,서울 종로구,84.858,6,60,N,25.05.09,11110,개인,무악동,종로구
113,인왕산아이파크,2008,개인,,,"138,000",7,2,2025,중개거래,서울 종로구,84.858,14,60,N,25.04.23,11110,개인,무악동,종로구
,경희궁자이(2단지),2017,개인,25.02.28,O,"219,000",19,2,2025,중개거래,서울 종로구,84.9071,6,199,N,,11110,개인,홍파동,종로구
,운현신화타워,1998,개인,25.02.25,O,"70,000",1,2,2025,중개거래,서울 종로구,78.23,15,30-6,N,,11110,개인,익선동,종로구
101동,경희궁롯데캐슬,2019,개인,,,"135,500",15,2,2025,중개거래,서울 종로구,59.6737,3,89,N,25.04.25,11110,개인,무악동,종로구
305,경희궁자이(3단지),2017,개인,,,"174,500",18,2,2025,중개거래,서울 종로구,59.8547,3,233,N,25.05.21,11110,개인,평동,종로구
112,현대,2000,개인,,,"100,140",8,2,2025,중개거래,서울 종로구,60.0,11,82,N,25.06.20,11110,개인,무악동,종로구
CS타워,CS타워,2011,개인,,,"17,400",16,2,2025,중개거래,서울 종로구,21.94,15,62-2,N,25.02.24,11110,개인,충신동,종로구
202,창신쌍용2,1993,개인,,,"60,000",5,2,2025,중개거래,서울 종로구,64.66,7,703,N,25.03.14,11110,개인,창신동,종로구
,경희궁자이(3단지),2017,개인,25.02.26,O,"194,000",14,2,2025,중개거래,서울 종로구,77.6543,14,233,N,,11110,개인,평동,종로구
301,명륜동주상복합아남아파트,1999,개인,,,"65,000",8,2,2025,중개거래,서울 종로구,47.43,6,237,N,25.03.07,11110,개인,명륜2가,종로구
,경희궁롯데캐슬,2019,개인,25.02.20,O,"135,500",15,2,2025,중개거래,서울 종로구,59.6737,3,89,N,,11110,개인,무악동,종로구
103,인왕산아이파크,2008,개인,,,"133,500",15,2,2025,중개거래,서울 종로구,84.858,12,60,N,25.05.19,11110,개인,무악동,종로구
,경희궁자이(3단지),2017,개인,25.02.17,O,"194,000",14,2,2025,중개거래,서울 종로구,77.6543,14,233,N,,11110,개인,평동,종로구
202,창신쌍용2,1993,개인,,,"61,500",7,2,2025,중개거래,서울 종로구,64.66,11,703,N,25.06.10,11110,개인,창신동,종로구
209,경희궁자이(2단지),2017,개인,,,"231,000",9,2,2025,중개거래,서울 종로구,84.9443,16,199,N,25.06.30,11110,개인,홍파동,종로구
206,경희궁자이(2단지),2017,개인,,,"231,000",1,2,2025,중개거래,"서울 은평구, 서울 종로구",84.8359,13,199,N,25.04.30,11110,개인,홍파동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,개인,,,"240,000",8,2,2025,중개거래,서울 종로구,150.77,14,73,N,25.05.29,11110,개인,내수동,종로구
운현신화타워,운현신화타워,1998,개인,,,"70,000",1,2,2025,중개거래,서울 종로구,78.23,15,30-6,N,26.01.09,11110,개인,익선동,종로구
,숭인한양LEEPS,2014,개인,,,"10,700",5,2,2025,중개거래,서울 중구,12.78,4,1421-2,N,25.02.06,11110,개인,숭인동,종로구
104,현대,2000,개인,,,"143,900",1,2,2025,중개거래,"서울 서대문구, 서울 종로구",114.9,11,82,N,25.05.15,11110,개인,무악동,종로구
201,경희궁자이(2단지),2017,개인,,,"234,000",1,3,2025,중개거래,서울 종로구,84.8359,16,199,N,25.07.31,11110,개인,홍파동,종로구
제102,아남1,1995,개인,,,"106,000",28,3,2025,중개거래,서울 종로구,84.8,15,4,N,25.05.23,11110,개인,명륜2가,종로구
,아남1,1995,개인,25.05.19,O,"106,000",28,3,2025,중개거래,서울 종로구,84.8,15,4,N,,11110,개인,명륜2가,종로구
305,경희궁자이(3단지),2017,개인,,,"215,000",28,3,2025,직거래,,84.8359,3,233,N,25.12.03,11110,개인,평동,종로구
209,경희궁자이(2단지),2017,개인,,,"245,000",22,3,2025,중개거래,서울 종로구,84.614,6,199,N,25.07.23,11110,개인,홍파동,종로구
205,창신쌍용2,1993,개인,,,"83,000",30,3,2025,중개거래,서울 서대문구,106.62,9,703,N,25.06.04,11110,개인,창신동,종로구
305,경희궁자이(3단지),2017,개인,,,"192,500",31,3,2025,중개거래,"서울 서대문구, 서울 종로구",59.8547,12,233,N,25.05.20,11110,개인,평동,종로구
205,창신쌍용2,1993,개인,,,"75,000",23,3,2025,중개거래,"서울 서초구, 서울 종로구",106.62,12,703,N,25.06.13,11110,개인,창신동,종로구
205,창신쌍용2,1993,개인,,,"80,000",31,3,2025,중개거래,서울 종로구,106.62,3,703,N,25.06.30,11110,개인,창신동,종로구
303,경희궁자이(3단지),2017,개인,,,"220,000",21,3,2025,중개거래,서울 종로구,84.614,9,233,N,25.11.26,11110,개인,평동,종로구
제103,아남1,1995,개인,,,"120,500",30,3,2025,중개거래,서울 종로구,84.9,12,4,N,25.09.29,11110,개인,명륜2가,종로구
108,인왕산아이파크,2008,개인,,,"126,000",23,3,2025,중개거래,서울 종로구,84.858,4,60,N,25.06.05,11110,개인,무악동,종로구
307,경희궁자이(3단지),2017,개인,,,"173,000",15,3,2025,직거래,,59.7547,6,233,N,25.08.28,11110,개인,평동,종로구
,효성쥬얼리시티,2006,개인,,,"100,000",17,3,2025,중개거래,서울 종로구,98.39,9,48-2,N,25.07.11,11110,개인,인의동,종로구
,두레엘리시안,2007,개인,,,"89,000",25,3,2025,중개거래,서울 종로구,59.85,7,174-1,N,25.06.30,11110,개인,필운동,종로구
102,인왕산아이파크,2008,개인,,,"135,000",21,3,2025,중개거래,서울 종로구,84.858,16,60,N,25.07.18,11110,개인,무악동,종로구
208,경희궁자이(2단지),2017,개인,,,"234,500",15,3,2025,중개거래,서울 종로구,84.614,9,199,N,25.07.21,11110,개인,홍파동,종로구
301,경희궁자이(3단지),2017,개인,,,"229,000",21,3,2025,중개거래,서울 종로구,84.8359,15,233,N,25.05.28,11110,개인,평동,종로구
,마운틴뷰,2019,개인,,,"50,000",26,3,2025,중개거래,서울 종로구,62.75,6,125-5,N,25.06.09,11110,법인,구기동,종로구
208,경희궁자이(2단지),2017,개인,,,"240,000",21,3,2025,중개거래,"서울 강남구, 서울 종로구",84.614,8,199,N,25.08.05,11110,개인,홍파동,종로구
301,명륜동주상복합아남아파트,1999,개인,,,"65,700",29,3,2025,중개거래,서울 종로구,50.49,2,237,N,25.07.31,11110,개인,명륜2가,종로구
킹스매너,킹스매너,2004,개인,,,"132,200",14,3,2025,중개거래,서울 서초구,189.51,4,110-15,N,25.04.18,11110,개인,내수동,종로구
102,현대,2000,개인,,,"111,990",21,3,2025,중개거래,"서울 서대문구, 서울 종로구",84.92,4,82,N,25.07.31,11110,개인,무악동,종로구
401,경희궁자이(4단지),2017,개인,,,"91,000",23,3,2025,중개거래,서울 종로구,37.2635,17,126,N,25.04.25,11110,개인,교북동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,개인,,,"230,000",25,3,2025,중개거래,서울 종로구,124.17,12,73,N,25.08.29,11110,개인,내수동,종로구
,경희궁자이(3단지),2017,개인,25.04.12,O,"220,000",21,3,2025,중개거래,서울 종로구,84.614,9,233,N,,11110,개인,평동,종로구
302,경희궁자이(3단지),2017,개인,,,"220,000",22,3,2025,중개거래,서울 종로구,84.8359,10,233,N,25.05.30,11110,개인,평동,종로구
113,인왕산아이파크,2008,개인,,,"135,000",7,3,2025,중개거래,서울 종로구,84.858,6,60,N,25.06.05,11110,개인,무악동,종로구
208,경희궁자이(2단지),2017,개인,,,"248,500",31,3,2025,중개거래,서울 종로구,84.614,6,199,N,25.08.05,11110,개인,홍파동,종로구
,경희궁자이(3단지),2017,개인,25.04.08,O,"229,000",21,3,2025,중개거래,서울 종로구,84.8359,15,233,N,,11110,개인,평동,종로구
106,현대,2000,개인,,,"144,000",8,3,2025,중개거래,서울 종로구,114.9,15,82,N,25.05.28,11110,개인,무악동,종로구
201,경희궁자이(2단지),2017,개인,,,"235,700",25,3,2025,중개거래,서울 종로구,84.9071,16,199,N,25.05.23,11110,개인,홍파동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,개인,,,"215,000",17,3,2025,중개거래,서울 종로구,124.17,11,73,N,25.06.04,11110,개인,내수동,종로구
103,현대,2000,개인,,,"97,100",22,3,2025,중개거래,서울 종로구,60.0,11,82,N,25.05.15,11110,개인,무악동,종로구
212,경희궁자이(2단지),2017,개인,,,"254,000",21,3,2025,중개거래,"서울 서초구, 서울 종로구",84.8359,11,199,N,25.08.29,11110,개인,홍파동,종로구
,경희궁자이(3단지),2017,개인,25.04.02,O,"220,000",22,3,2025,중개거래,서울 종로구,84.8359,10,233,N,,11110,개인,평동,종로구
,창신쌍용2,1993,개인,25.04.15,O,"83,000",30,3,2025,중개거래,서울 종로구,106.62,9,703,N,,11110,개인,창신동,종로구
102,롯데낙천대,2001,개인,,,"87,000",29,3,2025,중개거래,서울 종로구,84.21,5,72,N,25.04.03,11110,개인,평창동,종로구
204,경희궁자이(2단지),2017,개인,,,"230,000",29,3,2025,중개거래,서울 종로구,84.9339,5,199,N,25.08.11,11110,개인,홍파동,종로구
,경희궁자이(2단지),2017,개인,25.03.29,O,"230,000",29,3,2025,중개거래,서울 종로구,84.9339,5,199,N,,11110,개인,홍파동,종로구
로얄팰리스스위트,로얄팰리스스위트,2005,개인,,,"33,000",24,3,2025,중개거래,서울 종로구,29.31,17,85,N,25.07.01,11110,개인,수송동,종로구
112,현대,2000,개인,,,"99,980",8,3,2025,중개거래,서울 종로구,60.0,5,82,N,25.06.04,11110,개인,무악동,종로구
209,경희궁자이(2단지),2017,개인,,,"239,500",8,3,2025,중개거래,서울 종로구,84.614,18,199,N,25.06.20,11110,개인,홍파동,종로구
303,경희궁자이(3단지),2017,개인,,,"220,000",26,3,2025,중개거래,서울 종로구,84.614,6,233,N,25.08.22,11110,개인,평동,종로구
203,인왕산2차아이파크,2015,개인,,,"110,000",15,3,2025,중개거래,서울 종로구,84.2395,11,88,N,25.06.05,11110,개인,무악동,종로구
나동,대성아파트,1971,개인,,,"18,000",26,3,2025,중개거래,서울 마포구,19.27,1,41-1,N,25.04.09,11110,개인,행촌동,종로구
105,창신쌍용1,1992,개인,,,"74,000",8,3,2025,중개거래,서울 종로구,79.87,6,702,N,25.04.30,11110,개인,창신동,종로구
305,경희궁자이(3단지),2017,개인,,,"220,000",19,3,2025,중개거래,서울 종로구,84.8359,11,233,N,25.05.01,11110,개인,평동,종로구
104,창신쌍용1,1992,개인,,,"76,000",17,3,2025,중개거래,서울 종로구,79.87,7,702,N,25.05.16,11110,개인,창신동,종로구
,세종,1983,개인,,,"100,000",14,3,2025,중개거래,서울 종로구,104.5,9,100,N,25.05.15,11110,개인,당주동,종로구
108,현대,2000,개인,,,"119,600",22,3,2025,중개거래,"서울 서대문구, 서울 종로구",84.92,2,82,N,25.08.04,11110,개인,무악동,종로구
108,MID그린(8동),2002,개인,,,"40,000",17,3,2025,중개거래,서울 종로구,59.94,3,602-1,N,25.03.31,11110,법인,창신동,종로구
203,창신쌍용2,1993,개인,,,"60,300",24,3,2025,중개거래,서울 종로구,64.66,4,703,N,25.04.29,11110,개인,창신동,종로구
102동,경희궁롯데캐슬,2019,개인,,,"140,000",17,3,2025,중개거래,"서울 서대문구, 서울 종로구",59.6737,13,89,N,25.04.30,11110,개인,무악동,종로구
롯데캐슬 천지인(천),롯데캐슬천지인,2004,개인,,,"115,000",22,3,2025,중개거래,서울 종로구,84.95,22,76,N,25.07.15,11110,개인,숭인동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"42,000",7,3,2025,중개거래,서울 종로구,46.64,3,55,N,25.05.28,11110,개인,익선동,종로구
1,삼전솔하임2차,2012,개인,,,"11,200",31,3,2025,중개거래,서울 종로구,16.67,9,296-19,N,25.03.31,11110,개인,숭인동,종로구
1,버넷하임1,2013,개인,,,"12,000",22,3,2025,중개거래,서울 종로구,17.93,15,1421,N,25.04.29,11110,개인,숭인동,종로구
,효성쥬얼리시티,2006,개인,,,"98,000",15,3,2025,중개거래,서울 종로구,92.81,10,48-2,N,25.05.02,11110,개인,인의동,종로구
113,인왕산아이파크,2008,개인,,,"143,000",15,3,2025,중개거래,서울 종로구,84.858,13,60,N,25.05.22,11110,개인,무악동,종로구
101,현대,2000,개인,,,"93,990",22,3,2025,중개거래,"서울 서대문구, 서울 종로구",60.0,10,82,N,25.06.30,11110,개인,무악동,종로구
,경희궁자이(3단지),2017,개인,25.03.29,O,"220,000",22,3,2025,중개거래,서울 종로구,84.8359,10,233,N,,11110,개인,평동,종로구
101,인왕산아이파크,2008,개인,,,"126,000",22,3,2025,중개거래,서울 종로구,84.858,1,60,N,25.05.09,11110,개인,무악동,종로구
402,경희궁자이(4단지),2017,개인,,,"87,000",5,3,2025,중개거래,서울 종로구,37.2635,13,126,N,25.04.16,11110,개인,교북동,종로구
,아르젠종로,2015,개인,,,"17,000",17,3,2025,직거래,,18.02,12,163-3,N,25.03.21,11110,개인,연지동,종로구
303,경희궁자이(3단지),2017,개인,,,"220,000",19,3,2025,중개거래,서울 종로구,84.8359,8,233,N,25.07.02,11110,개인,평동,종로구
101,종로센트레빌,2008,개인,,,"87,000",10,3,2025,중개거래,서울 종로구,59.92,8,2-1,N,25.05.23,11110,개인,숭인동,종로구
101,광화문스페이스본(101동~105동),2008,개인,,,"199,000",18,3,2025,중개거래,"서울 양천구, 서울 종로구",136.4,4,9,N,25.06.17,11110,개인,사직동,종로구
,숭인상가,1979,개인,,,"58,000",19,3,2025,중개거래,서울 중구,77.75,5,204-11,N,,11110,개인,숭인동,종로구
104,광화문스페이스본(101동~105동),2008,개인,,,"205,000",8,3,2025,중개거래,서울 종로구,146.92,6,9,N,25.05.27,11110,개인,사직동,종로구
,종로중흥S클래스,2013,개인,,,"12,300",17,3,2025,중개거래,서울 종로구,19.466,11,202-3,N,25.03.31,11110,개인,숭인동,종로구
1,종로유케이201,2013,개인,,,"8,600",12,3,2025,중개거래,서울 종로구,12.08,10,201-11,N,25.04.02,11110,개인,숭인동,종로구
로얄팰리스스위트,로얄팰리스스위트,2005,개인,,,"45,000",7,3,2025,중개거래,서울 종로구,42.87,5,85,N,25.04.21,11110,개인,수송동,종로구
103,두산,1999,개인,,,"104,500",3,3,2025,중개거래,"서울 성북구, 서울 종로구",84.9,6,232,N,25.08.29,11110,개인,창신동,종로구
205,경희궁자이(2단지),2017,개인,,,"219,000",1,3,2025,중개거래,서울 종로구,84.8359,16,199,N,25.05.22,11110,개인,홍파동,종로구
109,인왕산아이파크,2008,개인,,,"127,800",15,3,2025,중개거래,"서울 서대문구, 서울 종로구",84.858,11,60,N,25.07.07,11110,개인,무악동,종로구
,경희궁자이(2단지),2017,개인,25.04.08,O,"234,500",15,3,2025,중개거래,서울 종로구,84.614,9,199,N,,11110,개인,홍파동,종로구
210,경희궁자이(2단지),2017,개인,,,"185,000",2,3,2025,중개거래,서울 종로구,59.895,15,199,N,25.06.30,11110,개인,홍파동,종로구
206,창신쌍용2,1993,개인,,,"82,500",10,3,2025,중개거래,서울 종로구,115.53,8,703,N,25.06.30,11110,개인,창신동,종로구
포레스트힐시티,포레스트힐시티,2017,개인,,,"21,400",13,3,2025,직거래,,14.6825,7,65-2,N,25.03.17,11110,개인,효제동,종로구
112,인왕산아이파크,2008,개인,,,"137,000",1,3,2025,중개거래,서울 종로구,84.858,11,60,N,25.05.07,11110,개인,무악동,종로구
305,경희궁자이(3단지),2017,개인,,,"180,000",1,3,2025,중개거래,서울 종로구,59.8547,3,233,N,25.08.28,11110,개인,평동,종로구
,경희궁자이(2단지),2017,개인,25.06.23,O,"234,000",1,3,2025,중개거래,서울 종로구,84.8359,16,199,N,,11110,개인,홍파동,종로구
204,경희궁자이(2단지),2017,개인,,,"226,000",8,3,2025,중개거래,"서울 서대문구, 서울 종로구",84.8359,6,199,N,25.09.15,11110,개인,홍파동,종로구
402,경희궁자이(4단지),2017,개인,,,"114,000",8,3,2025,중개거래,서울 종로구,45.879,18,126,N,25.04.25,11110,개인,교북동,종로구
307,경희궁자이(3단지),2017,개인,,,"175,000",8,3,2025,중개거래,서울 종로구,59.7547,7,233,N,25.05.23,11110,개인,평동,종로구
대아파크빌,대아파크빌,1998,개인,,,"48,500",1,3,2025,중개거래,"서울 은평구, 서울 종로구",59.22,11,254,N,25.04.21,11110,개인,신영동,종로구
나,일성빌라트,1996,개인,,,"65,500",5,3,2025,중개거래,서울 종로구,59.82,5,145-5,N,25.04.22,11110,개인,평창동,종로구
201,아남2,1996,개인,,,"94,000",5,3,2025,중개거래,서울 종로구,59.4,9,236,N,25.04.28,11110,개인,명륜2가,종로구
103동,경희궁롯데캐슬,2019,개인,,,"166,800",2,3,2025,중개거래,"서울 은평구, 서울 중구",84.8792,4,89,N,25.05.13,11110,개인,무악동,종로구
롯데캐슬 천지인(천),롯데캐슬천지인,2004,개인,,,"98,000",16,4,2025,중개거래,서울 종로구,84.95,30,76,N,25.09.10,11110,법인,숭인동,종로구
대아파크빌,대아파크빌,1998,개인,,,"65,500",14,4,2025,중개거래,서울 종로구,84.84,11,254,N,25.05.16,11110,개인,신영동,종로구
206,창신쌍용2,1993,개인,,,"79,000",25,4,2025,중개거래,광주 광산구,115.53,4,703,N,25.05.27,11110,법인,창신동,종로구
302,경희궁자이(3단지),2017,개인,,,"219,000",26,4,2025,중개거래,서울 종로구,84.8359,4,233,N,25.10.01,11110,개인,평동,종로구
엘리시아,엘리시아,2009,개인,,,"100,000",30,4,2025,직거래,,200.19,3,66-1,N,25.05.14,11110,법인,평창동,종로구
101,창신쌍용1,1992,개인,,,"64,000",21,4,2025,중개거래,서울 종로구,54.7,9,702,N,25.07.01,11110,개인,창신동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"44,000",25,4,2025,중개거래,서울 종로구,48.54,3,55,N,25.06.24,11110,개인,익선동,종로구
