C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_NM_ENG,ORG_ID,C1_OBJ_NM_ENG,C2_OBJ_NM
소득구간별,혼인5년차,7372,105,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,8060,211,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,8710,211,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,9388,211,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,5867,221,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,6548,221,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,6686,221,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,5716,222,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,6467,222,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,6568,222,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,5516,223,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,6075,223,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,6432,223,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,5978,224,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,6239,224,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,6253,224,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,5838,225,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,6646,225,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,6737,225,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
소득구간별,울산광역시,6362,226,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Ulsan,101,By income level of wage,신혼부부 특성별
소득구간별,울산광역시,7230,226,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Ulsan,101,By income level of wage,신혼부부 특성별
소득구간별,울산광역시,7534,226,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Ulsan,101,By income level of wage,신혼부부 특성별
소득구간별,세종특별자치시,7008,229,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Sejong,101,By income level of wage,신혼부부 특성별
소득구간별,세종특별자치시,7412,229,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Sejong,101,By income level of wage,신혼부부 특성별
소득구간별,세종특별자치시,8153,229,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Sejong,101,By income level of wage,신혼부부 특성별
소득구간별,경기도,6531,231,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Gyeonggi-do,101,By income level of wage,신혼부부 특성별
소득구간별,경기도,6884,231,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Gyeonggi-do,101,By income level of wage,신혼부부 특성별
소득구간별,경기도,7456,231,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Gyeonggi-do,101,By income level of wage,신혼부부 특성별
소득구간별,강원특별자치도,5408,232,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Gangwon State,101,By income level of wage,신혼부부 특성별
소득구간별,강원특별자치도,5800,232,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Gangwon State,101,By income level of wage,신혼부부 특성별
소득구간별,강원특별자치도,5718,232,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Gangwon State,101,By income level of wage,신혼부부 특성별
소득구간별,충청북도,5964,233,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Chungcheongbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청북도,6219,233,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Chungcheongbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청북도,6639,233,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Chungcheongbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청남도,6104,234,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Chungcheongnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청남도,6527,234,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Chungcheongnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,충청남도,6592,234,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Chungcheongnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,전북특별자치도,5159,235,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Jeonbuk State,101,By income level of wage,신혼부부 특성별
소득구간별,전북특별자치도,5496,235,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Jeonbuk State,101,By income level of wage,신혼부부 특성별
소득구간별,전북특별자치도,5916,235,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Jeonbuk State,101,By income level of wage,신혼부부 특성별
소득구간별,전라남도,5528,236,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Jeollanam-do,101,By income level of wage,신혼부부 특성별
소득구간별,전라남도,5696,236,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Jeollanam-do,101,By income level of wage,신혼부부 특성별
소득구간별,전라남도,6068,236,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Jeollanam-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상북도,5505,237,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Gyeongsangbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상북도,5936,237,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Gyeongsangbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상북도,5957,237,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Gyeongsangbuk-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상남도,5487,238,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Gyeongsangnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상남도,5754,238,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Gyeongsangnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,경상남도,5973,238,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Gyeongsangnam-do,101,By income level of wage,신혼부부 특성별
소득구간별,제주특별자치도,5149,239,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Jeju-do,101,By income level of wage,신혼부부 특성별
소득구간별,제주특별자치도,5019,239,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Jeju-do,101,By income level of wage,신혼부부 특성별
소득구간별,제주특별자치도,5304,239,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Jeju-do,101,By income level of wage,신혼부부 특성별
소득구간별,맞벌이,8197,701,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Dual-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,맞벌이,8786,701,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Dual-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,맞벌이,9297,701,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Dual-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,외벌이,4770,702,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Single-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,외벌이,5115,702,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Single-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,외벌이,5276,702,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Single-earner families,101,By income level of wage,신혼부부 특성별
소득구간별,기타,999,709,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,The others,101,By income level of wage,신혼부부 특성별
소득구간별,기타,1085,709,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,The others,101,By income level of wage,신혼부부 특성별
소득구간별,기타,1172,709,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,The others,101,By income level of wage,신혼부부 특성별
소득구간별,무자녀,6869,780,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,No children,101,By income level of wage,신혼부부 특성별
소득구간별,무자녀,7377,780,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,No children,101,By income level of wage,신혼부부 특성별
소득구간별,무자녀,7851,780,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,No children,101,By income level of wage,신혼부부 특성별
소득구간별,유자녀,6010,790,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Have children(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,유자녀,6414,790,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Have children(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,유자녀,6720,790,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Have children(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,주택 미소유,5816,810,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Non-possession of house,101,By income level of wage,신혼부부 특성별
소득구간별,주택 미소유,6278,810,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Non-possession of house,101,By income level of wage,신혼부부 특성별
소득구간별,주택 미소유,6586,810,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Non-possession of house,101,By income level of wage,신혼부부 특성별
소득구간별,주택 소유,7136,820,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 평균,만원,Number of newlyweds,Possession of house(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,주택 소유,7575,820,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 평균,만원,Number of newlyweds,Possession of house(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,주택 소유,8028,820,12,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 평균,만원,Number of newlyweds,Possession of house(Subtotal),101,By income level of wage,신혼부부 특성별
소득구간별,전국,5570,000,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Whole country,101,By income level of wage,신혼부부 특성별
소득구간별,전국,5974,000,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Whole country,101,By income level of wage,신혼부부 특성별
소득구간별,전국,6279,000,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Whole country,101,By income level of wage,신혼부부 특성별
소득구간별,혼인1년차,5754,101,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,First year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인1년차,6289,101,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,First year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인1년차,6831,101,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,First year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인2년차,5580,102,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Second year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인2년차,5756,102,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Second year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인2년차,5986,102,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Second year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인3년차,5461,103,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Third year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인3년차,5946,103,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Third year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인3년차,5979,103,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Third year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인4년차,5517,104,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Fourth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인4년차,5883,104,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Fourth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인4년차,6148,104,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Fourth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인5년차,5583,105,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인5년차,5979,105,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,혼인5년차,6347,105,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Fifth year,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,6643,211,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,7302,211,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,서울특별시,7658,211,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Seoul,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,5196,221,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,5607,221,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,부산광역시,5919,221,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Busan,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,5081,222,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,5674,222,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,대구광역시,5808,222,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Daegu,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,5038,223,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,5444,223,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,인천광역시,5800,223,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Incheon,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,5152,224,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,5528,224,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2023,2024-12-19,,소득 중앙값,만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,광주광역시,5749,224,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2024,2025-12-17,,소득 중앙값,만원,Number of newlyweds,Gwangju,101,By income level of wage,신혼부부 특성별
소득구간별,대전광역시,5315,225,13,A,10000Won,T10,DT_1NW1027,신혼부부 구성비,신혼부부 특성별 소득(근로·사업소득) 현황,2022,2024-01-08,,소득 중앙값,만원,Number of newlyweds,Daejeon,101,By income level of wage,신혼부부 특성별
