aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,region_name
209,경희궁자이(2단지),2017,,,,"189,000",17,2,2023,중개거래,서울 종로구,84.8359,13,199,N,23.05.30,11110,,홍파동,종로구
,동대문,1966,,,,"45,000",11,2,2023,중개거래,서울 종로구,28.8,1,328-17,N,23.07.24,11110,,창신동,종로구
104,종로청계힐스테이트,2009,,,,"72,000",13,2,2023,중개거래,서울 강남구 서울 종로구,59.9426,18,766,N,23.04.14,11110,,숭인동,종로구
,경희궁파크팰리스,2003,,23.03.15,O,"185,000",21,2,2023,중개거래,서울 종로구,146.39,13,95,N,,11110,,내수동,종로구
211,경희궁자이(2단지),2017,,,,"181,000",21,2,2023,중개거래,서울 종로구,84.614,13,199,N,23.05.26,11110,,홍파동,종로구
101,광화문스페이스본(101동~105동),2008,,,,"145,000",8,2,2023,중개거래,서울 종로구,108.07,9,9,N,23.03.24,11110,,사직동,종로구
,종로아인스빌,2013,,,,"11,700",18,2,2023,중개거래,서울 종로구,12.15,11,1392-1,N,23.03.10,11110,,숭인동,종로구
,종로청계힐스테이트,2009,,23.03.07,O,"72,000",13,2,2023,중개거래,서울 종로구,59.9426,18,766,N,,11110,,숭인동,종로구
101,창신쌍용1,1992,,,,"60,000",27,2,2023,중개거래,서울 종로구,54.7,7,702,N,23.04.28,11110,,창신동,종로구
1,버넷하임1,2013,,,,"12,100",26,2,2023,중개거래,서울 종로구,17.96,13,1421,N,23.03.28,11110,,숭인동,종로구
103,종로청계힐스테이트,2009,,,,"74,000",7,2,2023,중개거래,서울 서대문구 서울 종로구,59.9426,10,766,N,23.04.28,11110,,숭인동,종로구
205,경희궁자이(2단지),2017,,,,"134,000",10,2,2023,중개거래,서울 종로구,59.8547,16,199,N,23.04.27,11110,,홍파동,종로구
210,경희궁자이(2단지),2017,,,,"139,500",22,2,2023,중개거래,부산 수영구 서울 성북구 서울 종로구,59.895,15,199,N,23.04.28,11110,,홍파동,종로구
가,일성빌라트,1996,,,,"65,000",15,2,2023,중개거래,서울 종로구,84.99,5,145-5,N,23.02.27,11110,,평창동,종로구
이화에수풀,이화에수풀,2014,,,,"18,800",18,2,2023,중개거래,서울 종로구,16.98,11,195-10,N,23.03.13,11110,,연건동,종로구
102동,경희궁롯데캐슬,2019,,,,"117,000",8,2,2023,직거래,,59.6737,4,89,N,23.03.16,11110,,무악동,종로구
CS타워,CS타워,2011,,,,"17,000",7,2,2023,중개거래,서울 종로구,21.94,15,62-2,N,23.02.15,11110,,충신동,종로구
110,인왕산아이파크,2008,,,,"150,000",29,3,2023,직거래,,84.858,11,60,N,23.05.24,11110,,무악동,종로구
303,경희궁자이(3단지),2017,,,,"167,000",31,3,2023,중개거래,서울 종로구,77.6543,16,233,N,23.05.25,11110,,평동,종로구
303,경희궁자이(3단지),2017,,,,"172,000",24,3,2023,중개거래,서울 종로구,84.614,9,233,N,23.05.26,11110,,평동,종로구
302,경희궁자이(3단지),2017,,,,"180,000",23,3,2023,중개거래,서울 동대문구 서울 종로구,84.614,7,233,N,23.07.14,11110,,평동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,,,,"170,000",30,3,2023,중개거래,서울 종로구,124.17,7,73,N,23.06.09,11110,,내수동,종로구
103,경희궁파크팰리스,2003,,,,"180,000",27,3,2023,중개거래,서울 종로구,146.33,4,95,N,23.06.20,11110,,내수동,종로구
,디팰리스,2020,,,,"285,000",16,3,2023,중개거래,서울 종로구,118.749,10,171,N,23.04.05,11110,,신문로2가,종로구
104동,경희궁롯데캐슬,2019,,,,"170,000",11,3,2023,중개거래,서울 종로구,104.445,10,89,N,23.06.28,11110,,무악동,종로구
101,광화문스페이스본(101동~105동),2008,,,,"143,000",25,3,2023,중개거래,서울 종로구,94.51,8,9,N,23.06.02,11110,,사직동,종로구
103,현대,2000,,,,"72,900",13,3,2023,중개거래,서울 종로구,60.0,12,82,N,23.04.28,11110,,무악동,종로구
청운현대(아)103동,청운현대,2000,,,,"70,200",23,3,2023,직거래,,84.51,5,56-45,N,23.03.30,11110,,청운동,종로구
201,경희궁자이(2단지),2017,,,,"180,000",25,3,2023,중개거래,서울 종로구,84.8359,8,199,N,23.06.09,11110,,홍파동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"38,200",22,3,2023,중개거래,서울 종로구,46.64,5,55,N,23.07.31,11110,,익선동,종로구
101,창신쌍용1,1992,,,,"68,000",17,3,2023,중개거래,서울 마포구,54.7,4,702,N,23.08.04,11110,,창신동,종로구
111,현대,2000,,,,"72,990",23,3,2023,중개거래,서울 종로구,84.92,3,82,N,23.03.28,11110,,무악동,종로구
212,경희궁자이(2단지),2017,,,,"189,500",21,3,2023,중개거래,서울 종로구,84.8359,11,199,N,23.03.22,11110,,홍파동,종로구
101,광화문스페이스본(101동~105동),2008,,,,"138,000",11,3,2023,중개거래,서울 종로구,94.51,13,9,N,23.05.24,11110,,사직동,종로구
203,경희궁자이(2단지),2017,,,,"180,000",15,3,2023,중개거래,서울 종로구,84.8359,17,199,N,23.05.18,11110,,홍파동,종로구
,종로중흥S클래스,2013,,,,"13,000",18,3,2023,중개거래,서울 중구,19.466,15,202-3,N,23.04.07,11110,,숭인동,종로구
2,동성아파트(2동),1999,,,,"41,000",3,3,2023,중개거래,서울 서대문구 서울 종로구,59.34,1,4-157,N,23.04.12,11110,,동숭동,종로구
305,경희궁자이(3단지),2017,,,,"176,000",3,3,2023,중개거래,서울 종로구,84.8359,2,233,N,23.05.31,11110,,평동,종로구
301,경희궁자이(3단지),2017,,,,"187,000",14,3,2023,중개거래,서울 마포구 서울 종로구,84.8359,20,233,N,23.05.24,11110,,평동,종로구
삼전솔하임4차,삼전솔하임4차,2014,,,,"13,200",2,3,2023,중개거래,서울 중구,15.09,15,318-2,N,23.04.19,11110,,숭인동,종로구
105,광화문스페이스본(101동~105동),2008,,,,"190,000",21,4,2023,중개거래,서울 종로구,160.85,12,9,N,23.06.28,11110,,사직동,종로구
,효성쥬얼리시티,2006,,,,"85,000",21,4,2023,중개거래,서울 은평구,98.39,9,48-2,N,23.05.30,11110,,인의동,종로구
303,경희궁자이(3단지),2017,,,,"183,500",23,4,2023,중개거래,서울 종로구,84.8359,18,233,N,23.06.28,11110,,평동,종로구
208,경희궁자이(2단지),2017,,,,"162,500",27,4,2023,중개거래,서울 종로구,77.9737,17,199,N,23.08.11,11110,,홍파동,종로구
204,경희궁자이(2단지),2017,,,,"155,000",23,4,2023,중개거래,서울 종로구,59.8547,14,199,N,23.09.14,11110,,홍파동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"38,000",11,4,2023,중개거래,서울 서대문구,46.64,4,55,N,23.06.19,11110,,익선동,종로구
,효성쥬얼리시티,2006,,,,"90,000",9,4,2023,중개거래,서울 은평구,92.81,14,48-2,N,23.10.20,11110,,인의동,종로구
202,경희궁자이(2단지),2017,,,,"180,200",14,4,2023,중개거래,서울 종로구,84.8359,10,199,N,23.05.02,11110,,홍파동,종로구
208,경희궁자이(2단지),2017,,,,"240,000",7,4,2023,중개거래,서울 종로구,101.9914,10,199,N,23.11.29,11110,,홍파동,종로구
101동,경희궁롯데캐슬,2019,,,,"118,000",10,4,2023,중개거래,서울 종로구,59.6737,15,89,N,23.08.01,11110,,무악동,종로구
209,경희궁자이(2단지),2017,,,,"182,000",8,4,2023,중개거래,서울 강남구 서울 종로구,84.8359,9,199,N,23.04.28,11110,,홍파동,종로구
,송림아마레스아파트,2003,,,,"34,900",15,4,2023,중개거래,서울 종로구,34.7,6,2-12,N,23.06.01,11110,,명륜1가,종로구
,종로아인스빌,2013,,,,"11,000",13,4,2023,중개거래,서울 종로구,12.15,12,1392-1,N,23.04.19,11110,,숭인동,종로구
경희궁의 아침 3단지,경희궁의아침3단지,2004,,,,"220,000",12,4,2023,중개거래,서울 종로구,174.55,4,72,N,23.04.28,11110,,내수동,종로구
103,현대,2000,,,,"110,000",14,4,2023,직거래,,114.9,9,82,N,23.05.02,11110,,무악동,종로구
,숭인한양LEEPS,2014,,,,"11,000",7,4,2023,중개거래,서울 종로구,12.78,7,1421-2,N,23.04.12,11110,,숭인동,종로구
,종로중흥S클래스,2013,,,,"13,500",5,4,2023,중개거래,서울 종로구,19.466,16,202-3,N,23.04.07,11110,,숭인동,종로구
삼전솔하임4차,삼전솔하임4차,2014,,,,"13,400",17,5,2023,중개거래,서울 종로구,15.09,15,318-2,N,23.07.13,11110,,숭인동,종로구
크래스빌,크래스빌,2003,,,,"103,000",31,5,2023,중개거래,서울 종로구,194.59,5,46-1,N,23.08.30,11110,,평창동,종로구
101,현대,2000,,,,"70,000",4,5,2023,중개거래,서울 종로구,60.0,2,82,N,23.06.23,11110,,무악동,종로구
110,현대,2000,,,,"118,900",25,5,2023,중개거래,서울 종로구,84.92,9,82,N,23.09.15,11110,,무악동,종로구
,종로아인스빌,2013,,,,"11,000",30,5,2023,중개거래,서울 종로구,12.15,10,1392-1,N,23.06.21,11110,,숭인동,종로구
112,현대,2000,,,,"82,800",27,5,2023,중개거래,서울 종로구,60.0,14,82,N,23.07.03,11110,,무악동,종로구
1,버넷하임1,2013,,,,"12,600",29,5,2023,중개거래,서울 종로구,17.96,15,1421,N,23.07.28,11110,,숭인동,종로구
,삼전솔하임4차,2014,,23.07.10,O,"13,400",17,5,2023,중개거래,서울 종로구,15.09,15,318-2,N,,11110,,숭인동,종로구
,블루빌,2017,,,,"28,000",13,5,2023,중개거래,서울 중구,44.56,5,243,N,23.06.12,11110,,숭인동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,,,,"213,000",17,5,2023,중개거래,서울 종로구,150.77,12,73,N,23.09.15,11110,,내수동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"42,000",26,5,2023,중개거래,서울 종로구,39.9,8,55,N,23.08.24,11110,,익선동,종로구
112,현대,2000,,,,"86,990",12,5,2023,중개거래,서울 서대문구 서울 종로구,60.0,5,82,N,23.09.15,11110,,무악동,종로구
108,인왕산아이파크,2008,,,,"120,000",24,5,2023,중개거래,서울 서대문구 서울 종로구,84.858,14,60,N,23.06.26,11110,,무악동,종로구
103동,경희궁롯데캐슬,2019,,,,"114,000",19,5,2023,중개거래,서울 종로구,59.6737,3,89,N,23.08.18,11110,,무악동,종로구
103,광화문스페이스본(101동~105동),2008,,,,"174,000",13,5,2023,중개거래,서울 종로구,146.92,3,9,N,23.08.29,11110,,사직동,종로구
삼전솔하임4차,삼전솔하임4차,2014,,,,"14,000",29,5,2023,중개거래,서울 종로구,15.09,17,318-2,N,23.06.05,11110,,숭인동,종로구
105,종로청계힐스테이트,2009,,,,"100,000",24,5,2023,중개거래,서울 광진구 서울 종로구,84.9478,20,766,N,23.08.14,11110,,숭인동,종로구
105,광화문스페이스본(101동~105동),2008,,,,"185,000",16,5,2023,중개거래,서울 종로구,160.85,7,9,N,23.08.07,11110,,사직동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,,,,"173,000",21,5,2023,중개거래,서울 종로구,124.17,14,73,N,23.09.04,11110,,내수동,종로구
301,경희궁자이(3단지),2017,,,,"187,000",22,5,2023,중개거래,서울 종로구,84.8359,6,233,N,23.09.13,11110,,평동,종로구
,종로중흥S클래스,2013,,,,"13,400",11,5,2023,중개거래,서울 종로구,19.466,13,202-3,N,23.07.28,11110,,숭인동,종로구
112,현대,2000,,,,"79,790",3,5,2023,중개거래,서울 종로구,60.0,7,82,N,23.05.31,11110,,무악동,종로구
,경희궁의아침4단지,2004,,23.07.05,O,"180,000",20,5,2023,중개거래,서울 양천구 서울 종로구,124.17,13,73,N,,11110,,내수동,종로구
,종로중흥S클래스,2013,,,,"13,800",22,5,2023,직거래,,19.466,7,202-3,N,23.05.30,11110,,숭인동,종로구
,현대,2000,,23.06.23,O,"69,970",4,5,2023,중개거래,서울 종로구,60.0,2,82,N,,11110,,무악동,종로구
102동,경희궁롯데캐슬,2019,,,,"112,000",4,5,2023,중개거래,서울 종로구,59.6737,2,89,N,23.07.20,11110,,무악동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"38,000",11,5,2023,중개거래,서울 종로구,46.64,3,55,N,23.05.26,11110,,익선동,종로구
303,경희궁자이(3단지),2017,,,,"189,500",12,5,2023,중개거래,서울 종로구,84.8359,18,233,N,24.03.15,11110,,평동,종로구
104,MID그린(4동),2002,,,,"39,800",2,5,2023,중개거래,서울 성북구 서울 종로구,59.55,1,601-5,N,23.06.07,11110,,창신동,종로구
301,경희궁자이(3단지),2017,,,,"184,000",13,5,2023,중개거래,서울 서대문구 서울 종로구,84.8359,9,233,N,23.07.31,11110,,평동,종로구
포레스트힐시티,포레스트힐시티,2017,,,,"17,000",13,5,2023,중개거래,서울 종로구,16.672,4,65-2,N,23.05.15,11110,,효제동,종로구
303,경희궁자이(3단지),2017,,,,"170,000",8,5,2023,중개거래,서울 종로구,77.6543,13,233,N,23.08.16,11110,,평동,종로구
301,경희궁자이(3단지),2017,,,,"149,000",8,5,2023,중개거래,서울 종로구,59.8547,7,233,N,23.07.31,11110,,평동,종로구
203,경희궁자이(2단지),2017,,,,"183,000",1,5,2023,중개거래,서울 종로구,84.8359,14,199,N,23.05.02,11110,,홍파동,종로구
,렉스빌,2006,,,,"60,000",25,6,2023,중개거래,서울 종로구,80.5,6,19,N,23.09.25,11110,,명륜1가,종로구
,디팰리스,2020,,,,"408,000",24,6,2023,중개거래,서울 강남구 서울 종로구,148.111,10,171,N,23.10.13,11110,,신문로2가,종로구
110,현대,2000,,,,"108,900",19,6,2023,중개거래,서울 종로구,84.92,5,82,N,23.10.05,11110,,무악동,종로구
103,현대,2000,,,,"79,900",19,6,2023,중개거래,서울 종로구,60.0,3,82,N,23.10.05,11110,,무악동,종로구
,숭인상가,1979,,,,"65,000",27,6,2023,중개거래,서울 중구,78.75,7,204-11,N,23.11.14,11110,,숭인동,종로구
101,인왕산아이파크,2008,,,,"129,500",30,6,2023,중개거래,서울 서초구 서울 종로구,84.858,7,60,N,23.10.30,11110,,무악동,종로구
104,광화문스페이스본(101동~105동),2008,,,,"170,000",10,6,2023,중개거래,서울 종로구,146.92,8,9,N,23.08.03,11110,,사직동,종로구
운현신화타워,운현신화타워,1998,,,,"64,500",24,6,2023,중개거래,서울 종로구,50.31,14,30-6,N,23.09.21,11110,,익선동,종로구
203,경희궁자이(2단지),2017,,,,"188,000",8,6,2023,중개거래,서울 종로구,84.9443,14,199,N,23.09.01,11110,,홍파동,종로구
201,경희궁자이(2단지),2017,,,,"182,500",22,6,2023,중개거래,서울 종로구,84.8359,10,199,N,23.08.31,11110,,홍파동,종로구
101,광화문스페이스본(101동~105동),2008,,,,"138,000",9,6,2023,중개거래,서울 종로구,95.88,9,9,N,23.07.31,11110,,사직동,종로구
CS타워,CS타워,2011,,,,"15,400",22,6,2023,중개거래,서울 종로구,22.17,5,62-2,N,23.07.07,11110,,충신동,종로구
롯데캐슬 천지인(천),롯데캐슬천지인,2004,,,,"120,000",24,6,2023,중개거래,서울 성북구 서울 종로구,111.73,28,76,N,23.07.27,11110,,숭인동,종로구
109,현대,2000,,,,"125,900",9,6,2023,중개거래,서울 종로구,114.9,3,82,N,23.08.29,11110,,무악동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"40,000",27,6,2023,중개거래,서울 종로구,46.64,3,55,N,23.08.14,11110,,익선동,종로구
,롯데미도파광화문빌딩,1981,,,,"93,000",20,6,2023,중개거래,서울 종로구,149.95,9,145,N,24.02.29,11110,,당주동,종로구
203,인왕산2차아이파크,2015,,,,"115,500",24,6,2023,중개거래,서울 종로구,84.2395,6,88,N,23.09.14,11110,,무악동,종로구
304,경희궁자이(3단지),2017,,,,"280,000",22,6,2023,중개거래,서울 용산구,116.9383,9,233,N,23.07.21,11110,,평동,종로구
109,현대,2000,,,,"142,000",20,6,2023,중개거래,서울 종로구,114.9,17,82,N,23.09.19,11110,,무악동,종로구
101동,경희궁롯데캐슬,2019,,,,"116,500",5,6,2023,중개거래,서울 서대문구 서울 종로구,59.6737,4,89,N,23.08.10,11110,,무악동,종로구
201,아남2,1996,,,,"136,000",14,6,2023,중개거래,서울 종로구,114.36,7,236,N,23.06.20,11110,,명륜2가,종로구
105,인왕산아이파크,2008,,,,"158,000",10,6,2023,중개거래,서울 종로구,114.931,10,60,N,23.07.27,11110,,무악동,종로구
104동,경희궁롯데캐슬,2019,,,,"141,000",14,6,2023,중개거래,서울 종로구,84.8792,8,89,N,23.08.28,11110,,무악동,종로구
207,경희궁자이(2단지),2017,,,,"270,000",14,6,2023,중개거래,서울 종로구,116.9862,20,199,N,23.09.27,11110,,홍파동,종로구
103,인왕산아이파크,2008,,,,"130,000",10,6,2023,중개거래,서울 종로구,84.858,15,60,N,23.07.27,11110,,무악동,종로구
,숭인한양LEEPS,2014,,,,"12,000",1,6,2023,직거래,,12.78,11,1421-2,N,23.06.15,11110,,숭인동,종로구
,사직아파트,1970,,,,"84,000",12,6,2023,직거래,,116.23,6,1-8,N,23.07.19,11110,,사직동,종로구
,마운틴뷰,2019,,,,"56,000",6,6,2023,중개거래,서울 종로구,76.66,1,125-5,N,23.07.31,11110,,구기동,종로구
포레스트힐시티,포레스트힐시티,2017,,,,"17,300",6,6,2023,중개거래,서울 종로구,15.879,5,65-2,N,23.07.21,11110,,효제동,종로구
101동,경희궁롯데캐슬,2019,,,,"114,000",7,6,2023,중개거래,서울 종로구,59.6737,2,89,N,23.06.19,11110,,무악동,종로구
102,두산,1999,,,,"111,000",26,7,2023,중개거래,서울 종로구,84.9,10,232,N,24.01.15,11110,,창신동,종로구
,갑을아파트,1997,,,,"31,900",31,7,2023,중개거래,서울 종로구,53.33,6,595,N,23.10.05,11110,,평창동,종로구
104,광화문스페이스본(101동~105동),2008,,,,"209,000",20,7,2023,중개거래,서울 종로구,159.01,6,9,N,23.10.19,11110,,사직동,종로구
202,경희궁자이(2단지),2017,,,,"192,500",17,7,2023,중개거래,서울 종로구,84.9443,12,199,N,23.10.31,11110,,홍파동,종로구
101,창신쌍용1,1992,,,,"65,000",28,7,2023,중개거래,서울 종로구,54.7,8,702,N,23.09.08,11110,,창신동,종로구
브라운스톤 창신,브라운스톤창신,2006,,,,"83,000",8,7,2023,중개거래,서울 종로구,84.67,12,23-76,N,23.09.05,11110,,창신동,종로구
101,벽산블루밍평창힐스,2004,,,,"163,000",10,7,2023,중개거래,서울 종로구,186.9,1,45,N,23.09.15,11110,,평창동,종로구
304,경희궁자이(3단지),2017,,,,"204,500",18,7,2023,중개거래,서울 종로구,84.8359,16,233,N,23.10.30,11110,,평동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,,,,"180,000",26,7,2023,중개거래,서울 구로구 서울 종로구,124.17,10,73,N,23.10.31,11110,,내수동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"35,000",28,7,2023,중개거래,서울 종로구,48.54,2,55,N,23.08.07,11110,,익선동,종로구
101,삼성,1998,,,,"70,500",9,7,2023,중개거래,서울 종로구,59.97,12,596,N,24.01.12,11110,,평창동,종로구
110,현대,2000,,,,"106,960",12,7,2023,중개거래,서울 종로구,84.92,2,82,N,23.10.05,11110,,무악동,종로구
나,일성빌라트,1996,,,,"57,800",24,7,2023,중개거래,서울 종로구,59.82,3,145-5,N,23.09.15,11110,,평창동,종로구
104동,경희궁롯데캐슬,2019,,,,"144,000",22,7,2023,중개거래,서울 종로구,84.8792,10,89,N,23.10.27,11110,,무악동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"45,800",14,7,2023,중개거래,서울 종로구,48.54,9,55,N,23.08.22,11110,,익선동,종로구
205,경희궁자이(2단지),2017,,,,"177,000",8,7,2023,중개거래,서울 종로구,84.9339,5,199,N,23.10.31,11110,,홍파동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"38,000",20,7,2023,직거래,,48.54,3,55,N,23.07.20,11110,,익선동,종로구
304,경희궁자이(3단지),2017,,,,"149,500",13,7,2023,중개거래,서울 종로구,59.8547,13,233,N,23.11.28,11110,,평동,종로구
307,경희궁자이(3단지),2017,,,,"158,000",14,7,2023,중개거래,서울 용산구 서울 종로구,59.4712,3,233,N,23.08.11,11110,,평동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,,,,"200,000",15,7,2023,중개거래,서울 종로구,145.96,10,73,N,23.10.16,11110,,내수동,종로구
CS타워,CS타워,2011,,,,"13,400",11,7,2023,중개거래,서울 중구,22.17,15,62-2,N,23.07.31,11110,,충신동,종로구
201,경희궁자이(2단지),2017,,,,"192,000",1,7,2023,중개거래,서울 마포구 서울 종로구,84.8359,20,199,N,23.11.01,11110,,홍파동,종로구
,신문로맨션,1981,,,,"65,000",25,8,2023,중개거래,서울 종로구,81.28,8,238,N,24.01.08,11110,,신문로1가,종로구
301,명륜동주상복합아남아파트,1999,,,,"205,000",11,8,2023,중개거래,서울 강남구 서울 종로구,172.17,3,237,N,23.10.13,11110,,명륜2가,종로구
,신문로맨션,1981,,23.10.20,O,"65,000",25,8,2023,중개거래,서울 종로구,81.28,8,238,N,,11110,,신문로1가,종로구
101,두산,1999,,,,"84,000",19,8,2023,중개거래,서울 종로구,59.95,1,232,N,23.10.31,11110,,창신동,종로구
현대뜨레비앙,현대뜨레비앙,2003,,,,"41,000",23,8,2023,중개거래,서울 종로구,48.54,6,55,N,23.10.31,11110,,익선동,종로구
214,경희궁자이(2단지),2017,,,,"155,000",26,8,2023,중개거래,서울 종로구,59.895,4,199,N,23.10.27,11110,,홍파동,종로구
104동,경희궁롯데캐슬,2019,,,,"147,500",26,8,2023,중개거래,서울 종로구,84.8792,14,89,N,23.12.01,11110,,무악동,종로구
103,벽산블루밍평창힐스,2004,,,,"148,000",23,8,2023,중개거래,서울 종로구,155.97,4,45,N,23.11.23,11110,,평창동,종로구
301,경희궁자이(3단지),2017,,,,"150,000",31,8,2023,중개거래,서울 종로구,59.8547,2,233,N,23.11.09,11110,,평동,종로구
청운현대(아)103동,청운현대,2000,,,,"113,000",29,8,2023,중개거래,서울 종로구,103.67,4,56-45,N,23.09.20,11110,,청운동,종로구
,종로센트레빌,2008,,24.01.23,O,"95,000",26,8,2023,중개거래,서울 종로구,84.92,2,2-1,N,,11110,,숭인동,종로구
104,종로청계힐스테이트,2009,,,,"80,000",29,8,2023,중개거래,서울 종로구,59.9426,10,766,N,23.11.13,11110,,숭인동,종로구
롯데캐슬 천지인(천),롯데캐슬천지인,2004,,,,"90,000",31,8,2023,중개거래,서울 종로구,84.95,4,76,N,23.10.16,11110,,숭인동,종로구
,명륜동주상복합아남아파트,1999,,23.10.13,O,"205,000",11,8,2023,중개거래,서울 강남구 서울 종로구,172.17,3,237,N,,11110,,명륜2가,종로구
203,경희궁자이(2단지),2017,,,,"195,000",29,8,2023,중개거래,서울 종로구,84.8359,15,199,N,23.12.15,11110,,홍파동,종로구
106,현대,2000,,,,"126,950",11,8,2023,중개거래,서울 종로구,114.9,7,82,N,23.09.08,11110,,무악동,종로구
가,일성빌라트,1996,,,,"71,600",4,8,2023,중개거래,서울 종로구,84.99,4,145-5,N,23.10.31,11110,,평창동,종로구
101,현대,2000,,,,"80,990",16,8,2023,중개거래,서울 서대문구 서울 종로구,60.0,7,82,N,23.10.23,11110,,무악동,종로구
303,경희궁자이(3단지),2017,,,,"177,000",26,8,2023,중개거래,서울 종로구,77.6543,4,233,N,24.03.06,11110,,평동,종로구
308,경희궁자이(3단지),2017,,,,"148,200",19,8,2023,중개거래,서울 종로구,59.7547,5,233,N,24.02.23,11110,,평동,종로구
207,경희궁자이(2단지),2017,,,,"310,000",7,8,2023,중개거래,서울 종로구,138.6533,8,199,N,23.12.11,11110,,홍파동,종로구
202,경희궁자이(2단지),2017,,,,"200,000",2,8,2023,중개거래,서울 종로구,84.9443,19,199,N,23.09.18,11110,,홍파동,종로구
101,현대,2000,,,,"84,750",12,8,2023,중개거래,서울 종로구,60.0,8,82,N,23.11.20,11110,,무악동,종로구
208,경희궁자이(2단지),2017,,,,"250,000",24,8,2023,중개거래,서울 종로구,101.9914,18,199,N,23.10.20,11110,,홍파동,종로구
101,현대,2000,,,,"70,990",12,8,2023,중개거래,서울 종로구,60.0,1,82,N,23.11.20,11110,,무악동,종로구
제103,아남1,1995,,,,"119,000",2,8,2023,중개거래,서울 종로구,84.9,10,4,N,23.10.05,11110,,명륜2가,종로구
302,경희궁자이(3단지),2017,,,,"185,000",16,8,2023,중개거래,서울 종로구,84.8359,4,233,N,23.08.29,11110,,평동,종로구
213,경희궁자이(2단지),2017,,,,"196,500",15,8,2023,중개거래,서울 종로구,84.8359,12,199,N,23.11.07,11110,,홍파동,종로구
210,경희궁자이(2단지),2017,,,,"153,500",16,8,2023,중개거래,서울 서대문구 서울 종로구,59.895,11,199,N,23.11.10,11110,,홍파동,종로구
,갑을아파트,1997,,,,"18,900",21,8,2023,중개거래,서울 종로구,32.56,9,595,N,23.09.11,11110,,평창동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,,,,"215,000",11,8,2023,중개거래,서울 종로구,145.96,5,73,N,24.03.04,11110,,내수동,종로구
105,종로청계힐스테이트,2009,,,,"100,500",4,8,2023,중개거래,서울 종로구,84.9478,20,766,N,23.10.17,11110,,숭인동,종로구
303,경희궁자이(3단지),2017,,,,"165,000",11,8,2023,중개거래,서울 종로구,77.6543,2,233,N,23.10.20,11110,,평동,종로구
이화에수풀,이화에수풀,2014,,,,"21,000",16,8,2023,중개거래,서울 성북구,19.86,7,195-10,N,23.12.26,11110,,연건동,종로구
