aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,region_name
101,광화문스페이스본(101동~105동),2008,개인,,,"167,000",23,2,2024,중개거래,서울 종로구,136.4,11,9,N,24.05.03,11110,개인,사직동,종로구
가동,대성아파트,1971,개인,,,"30,000",28,2,2024,중개거래,경기 용인시 기흥구,94.94,6,41-1,N,24.03.07,11110,개인,행촌동,종로구
116,인왕산아이파크,2008,개인,,,"97,000",24,2,2024,중개거래,서울 종로구,59.993,5,60,N,24.04.30,11110,개인,무악동,종로구
204,창신쌍용2,1993,개인,,,"57,000",5,2,2024,직거래,,79.87,2,703,N,24.03.22,11110,개인,창신동,종로구
,도시그린빌라,1997,개인,,,"26,000",17,2,2024,중개거래,서울 종로구,44.4,3,181-121,N,24.04.22,11110,개인,숭인동,종로구
102,삼성,1998,개인,,,"80,000",19,2,2024,직거래,,84.93,7,596,N,24.02.28,11110,개인,평창동,종로구
경희궁의 아침 4단지,경희궁의아침4단지,2004,개인,,,"214,000",23,2,2024,중개거래,서울 종로구,150.48,4,73,N,24.04.26,11110,개인,내수동,종로구
,종로동광모닝스카이,2013,개인,,,"11,400",23,2,2024,중개거래,서울 종로구,15.855,11,1421-1,N,24.03.11,11110,개인,숭인동,종로구
101,경희궁파크팰리스,2003,개인,,,"199,000",21,2,2024,중개거래,서울 종로구,146.39,16,95,N,24.04.19,11110,개인,내수동,종로구
103,광화문스페이스본(101동~105동),2008,개인,,,"190,000",16,2,2024,중개거래,"서울 강남구, 서울 종로구",159.01,13,9,N,24.06.28,11110,개인,사직동,종로구
203,창신쌍용2,1993,개인,,,"60,000",2,2,2024,중개거래,서울 종로구,64.66,11,703,N,24.04.26,11110,개인,창신동,종로구
,종로중흥S클래스,2013,개인,,,"12,300",15,2,2024,중개거래,서울 종로구,17.811,9,202-3,N,24.03.22,11110,개인,숭인동,종로구
이화에수풀,이화에수풀,2014,개인,,,"17,000",15,2,2024,중개거래,서울 종로구,16.98,7,195-10,N,24.02.15,11110,개인,연건동,종로구
,마운틴뷰,2019,개인,,,"58,350",15,2,2024,중개거래,서울 종로구,64.39,3,125-5,N,24.03.13,11110,법인,구기동,종로구
,두산,1999,개인,24.04.13,O,"60,000",13,2,2024,중개거래,서울 중구,59.95,2,232,N,,11110,개인,창신동,종로구
제101,아남1,1995,개인,,,"127,000",29,3,2024,중개거래,서울 종로구,84.9,11,4,N,24.05.13,11110,개인,명륜2가,종로구
제103,아남1,1995,개인,,,"120,500",28,3,2024,중개거래,서울 종로구,84.9,10,4,N,24.05.10,11110,개인,명륜2가,종로구
104동,경희궁롯데캐슬,2019,개인,,,"145,000",27,3,2024,중개거래,서울 종로구,84.8792,4,89,N,24.08.22,11110,개인,무악동,종로구
112,현대,2000,개인,,,"91,470",23,3,2024,중개거래,서울 종로구,60.0,7,82,N,24.08.16,11110,개인,무악동,종로구
104,인왕산아이파크,2008,개인,,,"180,000",26,3,2024,중개거래,서울 종로구,157.289,13,60,N,24.07.30,11110,개인,무악동,종로구
202,인왕산2차아이파크,2015,개인,,,"118,000",18,3,2024,중개거래,"서울 광진구, 서울 성북구, 서울 종로구",84.0283,11,88,N,24.05.27,11110,개인,무악동,종로구
106,종로센트레빌,2008,개인,,,"96,000",29,3,2024,중개거래,"서울 성북구, 서울 종로구",84.92,5,2-1,N,24.07.11,11110,개인,숭인동,종로구
101,종로청계힐스테이트,2009,개인,,,"79,000",29,3,2024,중개거래,서울 종로구,59.9426,3,766,N,24.05.07,11110,개인,숭인동,종로구
206,창신쌍용2,1993,개인,,,"61,850",29,3,2024,중개거래,서울 강동구,115.53,9,703,N,24.05.03,11110,개인,창신동,종로구
103동,경희궁롯데캐슬,2019,개인,,,"149,000",29,3,2024,중개거래,서울 종로구,84.8792,4,89,N,24.04.24,11110,개인,무악동,종로구
105,현대,2000,개인,,,"138,450",25,3,2024,중개거래,서울 종로구,114.9,12,82,N,24.08.29,11110,개인,무악동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"43,300",27,3,2024,중개거래,서울 종로구,48.54,5,55,N,24.05.02,11110,개인,익선동,종로구
101,창신쌍용1,1992,개인,,,"59,300",30,3,2024,중개거래,서울 종로구,54.7,8,702,N,24.10.18,11110,개인,창신동,종로구
101,창신쌍용1,1992,개인,,,"57,500",23,3,2024,중개거래,서울 종로구,54.7,3,702,N,24.06.17,11110,개인,창신동,종로구
203,창신쌍용2,1993,개인,,,"57,300",25,3,2024,중개거래,서울 종로구,64.66,14,703,N,24.05.17,11110,개인,창신동,종로구
104,현대,2000,개인,,,"128,950",16,3,2024,중개거래,서울 종로구,114.9,15,82,N,24.05.10,11110,개인,무악동,종로구
401,경희궁자이(4단지),2017,개인,,,"104,000",13,3,2024,중개거래,서울 종로구,45.879,16,126,N,24.05.02,11110,개인,교북동,종로구
,익성씨티하임,2013,개인,24.03.25,O,"12,100",25,3,2024,직거래,,15.76,10,1392,N,,11110,개인,숭인동,종로구
308,경희궁자이(3단지),2017,개인,,,"146,000",12,3,2024,중개거래,서울 종로구,59.7547,2,233,N,24.07.08,11110,개인,평동,종로구
116,인왕산아이파크,2008,개인,,,"102,000",20,3,2024,중개거래,서울 종로구,59.993,10,60,N,24.06.26,11110,개인,무악동,종로구
제103,아남1,1995,개인,,,"106,000",15,3,2024,중개거래,서울 종로구,84.9,4,4,N,24.07.19,11110,개인,명륜2가,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"40,500",12,3,2024,중개거래,서울 종로구,43.98,5,55,N,24.03.29,11110,개인,익선동,종로구
205,경희궁자이(2단지),2017,개인,,,"193,000",9,3,2024,중개거래,"서울 서대문구, 서울 종로구",84.9895,15,199,N,24.04.02,11110,개인,홍파동,종로구
210,경희궁자이(2단지),2017,개인,,,"153,000",14,3,2024,중개거래,서울 종로구,59.8655,7,199,N,24.05.20,11110,개인,홍파동,종로구
1,삼전솔하임2차,2012,개인,,,"12,300",15,3,2024,직거래,,16.67,4,296-19,N,24.03.19,11110,개인,숭인동,종로구
105,광화문스페이스본(101동~105동),2008,개인,,,"173,500",9,3,2024,중개거래,서울 종로구,131.44,9,9,N,24.05.10,11110,개인,사직동,종로구
제102,아남1,1995,개인,,,"122,000",1,3,2024,중개거래,서울 종로구,84.9,8,4,N,24.04.30,11110,개인,명륜2가,종로구
106,롯데캐슬로잔,2009,법인,,,"220,000",8,3,2024,중개거래,서울 종로구,219.775,3,108,N,24.06.03,11110,개인,평창동,종로구
제101,아남1,1995,개인,,,"124,000",3,3,2024,중개거래,서울 종로구,84.9,18,4,N,24.05.31,11110,개인,명륜2가,종로구
106,종로센트레빌,2008,개인,,,"79,700",5,3,2024,중개거래,서울 종로구,59.92,10,2-1,N,24.05.28,11110,법인,숭인동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"42,500",4,3,2024,중개거래,서울 종로구,48.54,7,55,N,24.05.03,11110,개인,익선동,종로구
,노블레스빌,2002,개인,,,"160,000",16,4,2024,중개거래,서울 서초구,241.55,4,155-1,N,24.11.21,11110,개인,평창동,종로구
,디팰리스,2020,개인,,,"280,000",30,4,2024,중개거래,서울 종로구,118.749,15,171,N,24.07.01,11110,개인,신문로2가,종로구
,포시즌,2003,개인,,,"54,500",24,4,2024,중개거래,서울 종로구,98.26,2,95-15,N,24.05.30,11110,개인,구기동,종로구
101,두산,1999,개인,,,"102,000",20,4,2024,중개거래,서울 종로구,84.9,10,232,N,24.07.31,11110,개인,창신동,종로구
103,두산,1999,개인,,,"95,000",16,4,2024,중개거래,서울 종로구,84.9,3,232,N,24.06.05,11110,개인,창신동,종로구
103,두산,1999,개인,,,"83,000",16,4,2024,중개거래,서울 종로구,59.95,12,232,N,24.06.05,11110,개인,창신동,종로구
,경희궁의아침2단지,2004,개인,,,"185,000",13,4,2024,중개거래,서울 종로구,124.17,3,71,N,24.08.06,11110,개인,내수동,종로구
305,경희궁자이(3단지),2017,개인,,,"156,000",13,4,2024,중개거래,서울 종로구,59.8547,6,233,N,24.07.15,11110,개인,평동,종로구
203,경희궁자이(2단지),2017,개인,,,"184,000",13,4,2024,중개거래,서울 종로구,84.9443,2,199,N,24.07.31,11110,개인,홍파동,종로구
210,경희궁자이(2단지),2017,개인,,,"160,000",15,4,2024,중개거래,서울 종로구,59.8655,7,199,N,24.08.30,11110,개인,홍파동,종로구
401,경희궁자이(4단지),2017,개인,,,"108,900",6,4,2024,중개거래,서울 종로구,45.879,15,126,N,24.07.31,11110,개인,교북동,종로구
,노블레스빌,2002,개인,24.05.21,O,"160,000",16,4,2024,중개거래,서울 서초구,241.55,4,155-1,N,,11110,개인,평창동,종로구
101,창신쌍용1,1992,개인,,,"62,500",27,4,2024,중개거래,서울 종로구,54.7,5,702,N,24.07.16,11110,개인,창신동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"38,900",26,4,2024,중개거래,서울 종로구,43.98,6,55,N,24.05.03,11110,개인,익선동,종로구
105,종로청계힐스테이트,2009,개인,,,"100,000",25,4,2024,중개거래,서울 종로구,84.9478,3,766,N,24.12.16,11110,개인,숭인동,종로구
1,삼전솔하임2차,2012,개인,,,"10,500",23,4,2024,중개거래,서울 종로구,14.69,4,296-19,N,24.05.09,11110,개인,숭인동,종로구
203,창신쌍용2,1993,개인,,,"58,000",25,4,2024,중개거래,서울 종로구,64.66,9,703,N,24.06.25,11110,개인,창신동,종로구
101동,경희궁롯데캐슬,2019,개인,,,"125,000",20,4,2024,중개거래,"서울 서대문구, 서울 종로구",59.6737,10,89,N,24.06.25,11110,개인,무악동,종로구
,경희궁의아침2단지,2004,개인,,,"170,000",1,4,2024,중개거래,서울 종로구,124.17,4,71,N,24.05.02,11110,개인,내수동,종로구
,동대문,1966,개인,,,"38,900",12,4,2024,중개거래,서울 종로구,28.8,2,328-17,N,24.06.11,11110,개인,창신동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"39,000",17,4,2024,중개거래,서울 종로구,45.5,6,55,N,24.06.03,11110,개인,익선동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"28,000",13,4,2024,중개거래,서울 종로구,28.1,7,55,N,24.05.07,11110,개인,익선동,종로구
제101,아남1,1995,개인,,,"121,000",11,4,2024,중개거래,서울 종로구,84.9,14,4,N,24.06.27,11110,개인,명륜2가,종로구
203,창신쌍용2,1993,개인,,,"64,000",15,4,2024,중개거래,"서울 종로구, 서울 중구",64.66,6,703,N,24.05.09,11110,법인,창신동,종로구
롯데캐슬 천지인(천),롯데캐슬천지인,2004,개인,,,"106,000",13,4,2024,중개거래,서울 종로구,84.95,25,76,N,24.06.28,11110,개인,숭인동,종로구
,효성쥬얼리시티,2006,개인,,,"110,000",2,4,2024,중개거래,서울 종로구,92.81,10,48-2,N,24.06.25,11110,개인,인의동,종로구
1,삼전솔하임2차,2012,개인,,,"10,900",15,4,2024,중개거래,서울 종로구,14.69,8,296-19,N,24.04.18,11110,개인,숭인동,종로구
302,경희궁자이(3단지),2017,개인,,,"197,000",10,4,2024,중개거래,서울 종로구,84.614,12,233,N,24.06.12,11110,개인,평동,종로구
,마운틴뷰,2019,개인,,,"58,700",12,4,2024,중개거래,서울 종로구,74.87,3,125-5,N,24.08.14,11110,법인,구기동,종로구
112,인왕산아이파크,2008,개인,,,"133,000",9,4,2024,중개거래,"서울 서대문구, 서울 종로구",84.858,9,60,N,24.08.16,11110,개인,무악동,종로구
,무악다온채,2011,개인,,,"57,000",9,4,2024,중개거래,서울 종로구,64.12,8,66-1,N,24.06.28,11110,개인,무악동,종로구
,도시그린빌라,1997,개인,24.11.01,O,"37,800",8,4,2024,중개거래,서울 종로구,58.79,1,181-121,N,,11110,개인,숭인동,종로구
1,익성씨티하임,2013,개인,,,"11,950",1,4,2024,중개거래,서울 종로구,15.76,13,1392,N,24.04.11,11110,개인,숭인동,종로구
크래스빌,크래스빌,2003,개인,,,"102,000",5,4,2024,중개거래,서울 종로구,175.81,2,46-1,N,24.04.05,11110,개인,평창동,종로구
201,창신쌍용2,1993,개인,,,"57,000",8,5,2024,중개거래,서울 종로구,54.7,6,703,N,24.07.26,11110,개인,창신동,종로구
이화에수풀,이화에수풀,2014,법인,,,"18,000",24,5,2024,중개거래,서울 종로구,16.98,4,195-10,N,24.06.26,11110,개인,연건동,종로구
.,에비뉴청계Ⅰ,2023,개인,,,"33,280",27,5,2024,직거래,,24.52,12,1419-2,N,24.06.24,11110,법인,숭인동,종로구
.,에비뉴청계Ⅰ,2023,개인,,,"23,400",23,5,2024,직거래,,18.41,11,1419-2,N,24.06.19,11110,법인,숭인동,종로구
402,경희궁자이(4단지),2017,개인,,,"108,000",26,5,2024,중개거래,서울 종로구,45.879,19,126,N,24.07.08,11110,개인,교북동,종로구
301,경희궁자이(3단지),2017,개인,,,"200,000",30,5,2024,중개거래,서울 종로구,84.9443,11,233,N,24.10.15,11110,개인,평동,종로구
209,경희궁자이(2단지),2017,개인,,,"198,000",14,5,2024,중개거래,서울 종로구,84.614,9,199,N,24.09.30,11110,개인,홍파동,종로구
101,인왕산아이파크,2008,개인,,,"128,000",31,5,2024,중개거래,서울 종로구,84.858,6,60,N,24.09.02,11110,개인,무악동,종로구
111,인왕산아이파크,2008,개인,,,"129,000",25,5,2024,중개거래,서울 종로구,84.858,13,60,N,24.10.17,11110,개인,무악동,종로구
102동,경희궁롯데캐슬,2019,개인,,,"130,000",21,5,2024,중개거래,"서울 용산구, 서울 종로구",59.6737,10,89,N,24.08.02,11110,개인,무악동,종로구
207,경희궁자이(2단지),2017,개인,,,"200,000",25,5,2024,중개거래,서울 종로구,84.614,6,199,N,24.07.12,11110,개인,홍파동,종로구
102,경희궁파크팰리스,2003,개인,,,"217,000",27,5,2024,중개거래,서울 종로구,147.62,16,95,N,24.07.26,11110,개인,내수동,종로구
205,창신쌍용2,1993,개인,,,"81,000",31,5,2024,중개거래,서울 종로구,106.62,7,703,N,24.08.14,11110,개인,창신동,종로구
105,종로청계힐스테이트,2009,개인,,,"102,000",25,5,2024,중개거래,서울 종로구,84.9478,18,766,N,24.09.10,11110,개인,숭인동,종로구
202,경희궁자이(2단지),2017,개인,,,"195,000",20,5,2024,중개거래,서울 종로구,84.8359,14,199,N,24.07.11,11110,개인,홍파동,종로구
209,경희궁자이(2단지),2017,개인,,,"199,500",24,5,2024,중개거래,서울 종로구,84.614,6,199,N,24.08.26,11110,개인,홍파동,종로구
,세종로대우,1994,개인,,,"83,200",25,5,2024,중개거래,서울 종로구,66.96,14,167,N,24.09.02,11110,개인,내수동,종로구
202,창신쌍용2,1993,개인,,,"60,000",28,5,2024,중개거래,서울 동대문구,64.66,3,703,N,24.08.14,11110,개인,창신동,종로구
207,창신쌍용2,1993,개인,,,"68,000",28,5,2024,중개거래,서울 동대문구,79.87,6,703,N,24.08.14,11110,개인,창신동,종로구
102,창신쌍용1,1992,개인,,,"70,000",4,5,2024,중개거래,서울 종로구,79.87,10,702,N,24.06.27,11110,개인,창신동,종로구
201,경희궁자이(2단지),2017,개인,,,"215,000",30,5,2024,중개거래,서울 종로구,84.9443,20,199,N,24.08.01,11110,개인,홍파동,종로구
105,종로청계힐스테이트,2009,개인,,,"100,600",11,5,2024,중개거래,서울 종로구,84.9478,7,766,N,24.07.12,11110,개인,숭인동,종로구
102,경희궁파크팰리스,2003,개인,,,"130,811",24,5,2024,직거래,,117.26,4,95,N,24.05.30,11110,법인,내수동,종로구
,이화에수풀,2014,법인,24.06.26,O,"18,000",24,5,2024,중개거래,서울 종로구,16.98,4,195-10,N,,11110,개인,연건동,종로구
302,경희궁자이(3단지),2017,개인,,,"195,000",27,5,2024,중개거래,서울 종로구,84.614,5,233,N,24.08.30,11110,개인,평동,종로구
308,경희궁자이(3단지),2017,개인,,,"155,000",7,5,2024,중개거래,서울 종로구,59.9425,2,233,N,24.08.05,11110,개인,평동,종로구
202,경희궁자이(2단지),2017,개인,,,"198,000",24,5,2024,중개거래,"서울 서대문구, 서울 종로구",84.8359,8,199,N,24.09.30,11110,개인,홍파동,종로구
208,경희궁자이(2단지),2017,개인,,,"205,000",20,5,2024,중개거래,서울 종로구,84.8359,14,199,N,24.08.16,11110,개인,홍파동,종로구
301,경희궁자이(3단지),2017,개인,,,"183,000",6,5,2024,중개거래,서울 종로구,84.8359,2,233,N,24.07.25,11110,개인,평동,종로구
308,경희궁자이(3단지),2017,개인,,,"150,000",26,5,2024,중개거래,서울 종로구,59.4712,2,233,N,24.07.04,11110,개인,평동,종로구
401,경희궁자이(4단지),2017,개인,,,"107,000",13,5,2024,중개거래,"서울 서대문구, 서울 종로구",45.879,16,126,N,24.10.18,11110,개인,교북동,종로구
201,창신쌍용2,1993,개인,,,"53,000",25,5,2024,중개거래,서울 종로구,54.7,1,703,N,24.06.03,11110,개인,창신동,종로구
207,경희궁자이(2단지),2017,개인,,,"315,000",23,5,2024,중개거래,서울 마포구,138.6533,2,199,N,24.05.31,11110,개인,홍파동,종로구
204,경희궁자이(2단지),2017,개인,,,"162,000",19,5,2024,중개거래,서울 종로구,59.8547,7,199,N,25.08.01,11110,개인,홍파동,종로구
207,경희궁자이(2단지),2017,개인,,,"218,000",19,5,2024,중개거래,서울 종로구,84.614,14,199,N,24.08.22,11110,개인,홍파동,종로구
로얄팰리스스위트,로얄팰리스스위트,2005,개인,,,"35,000",21,5,2024,중개거래,서울 종로구,40.07,14,85,N,24.05.24,11110,법인,수송동,종로구
이화에수풀,이화에수풀,2014,개인,,,"18,500",16,5,2024,중개거래,서울 종로구,16.98,10,195-10,N,24.06.03,11110,개인,연건동,종로구
203,창신쌍용2,1993,개인,,,"60,000",10,5,2024,중개거래,서울 종로구,64.66,9,703,N,24.07.11,11110,개인,창신동,종로구
1,삼전솔하임2차,2012,개인,,,"10,700",22,5,2024,중개거래,서울 종로구,14.69,10,296-19,N,24.05.22,11110,개인,숭인동,종로구
102,두산,1999,개인,,,"109,500",20,5,2024,중개거래,서울 종로구,84.9,5,232,N,24.09.06,11110,개인,창신동,종로구
101,두산,1999,개인,,,"90,000",18,5,2024,중개거래,서울 종로구,59.95,11,232,N,24.09.06,11110,개인,창신동,종로구
112,현대,2000,개인,,,"91,990",18,5,2024,중개거래,서울 종로구,60.0,8,82,N,24.08.01,11110,개인,무악동,종로구
105,인왕산아이파크,2008,개인,,,"158,500",11,5,2024,중개거래,서울 종로구,114.931,10,60,N,24.07.17,11110,개인,무악동,종로구
201,경희궁자이(2단지),2017,개인,,,"198,000",14,5,2024,중개거래,서울 종로구,84.8359,17,199,N,24.09.03,11110,개인,홍파동,종로구
301,경희궁자이(3단지),2017,개인,,,"158,000",11,5,2024,중개거래,서울 종로구,59.8547,17,233,N,24.06.07,11110,개인,평동,종로구
204,경희궁자이(2단지),2017,개인,,,"165,000",6,5,2024,중개거래,서울 종로구,59.8547,11,199,N,24.08.09,11110,개인,홍파동,종로구
,경희궁자이(2단지),2017,개인,24.05.24,O,"170,000",20,5,2024,중개거래,경기 수원시장안구,84.8359,12,199,N,,11110,개인,홍파동,종로구
제103,아남1,1995,개인,,,"118,000",7,5,2024,중개거래,"서울 강남구, 서울 종로구",84.9,15,4,N,24.08.08,11110,개인,명륜2가,종로구
,덕산,1999,개인,,,"34,100",14,5,2024,직거래,,59.28,2,639-50,N,24.05.20,11110,개인,창신동,종로구
현대뜨레비앙,현대뜨레비앙,2003,개인,,,"39,000",16,5,2024,중개거래,서울 종로구,46.64,3,55,N,24.05.28,11110,개인,익선동,종로구
202,창신쌍용2,1993,개인,,,"58,000",13,5,2024,중개거래,"서울 성북구, 서울 종로구",64.66,3,703,N,24.07.01,11110,개인,창신동,종로구
205,창신쌍용2,1993,개인,,,"80,500",13,5,2024,중개거래,서울 종로구,106.62,8,703,N,24.07.01,11110,개인,창신동,종로구
103동,경희궁롯데캐슬,2019,개인,,,"140,000",9,5,2024,중개거래,서울 종로구,84.8792,2,89,N,24.07.11,11110,개인,무악동,종로구
201,창신쌍용2,1993,개인,,,"55,000",14,5,2024,중개거래,"광주 광산구, 서울 종로구",54.7,3,703,N,24.06.21,11110,개인,창신동,종로구
,종로청계힐스테이트,2009,개인,24.05.14,O,"105,000",14,5,2024,중개거래,서울 종로구,84.9478,18,766,N,,11110,개인,숭인동,종로구
204,경희궁자이(2단지),2017,개인,,,"162,000",6,5,2024,중개거래,"서울 송파구, 서울 종로구",59.8547,17,199,N,24.08.23,11110,개인,홍파동,종로구
306,경희궁자이(3단지),2017,개인,,,"149,200",4,5,2024,중개거래,서울 종로구,59.7547,5,233,N,24.05.29,11110,개인,평동,종로구
101,경희궁파크팰리스,2003,개인,,,"148,000",10,5,2024,중개거래,서울 종로구,103.77,14,95,N,24.07.15,11110,개인,내수동,종로구
105,광화문스페이스본(101동~105동),2008,개인,,,"170,000",1,5,2024,중개거래,"서울 마포구, 서울 종로구",131.44,2,9,N,24.05.31,11110,개인,사직동,종로구
,렉스빌,2006,개인,,,"120,000",8,5,2024,중개거래,서울 종로구,135.79,4,19,N,24.07.26,11110,개인,명륜1가,종로구
101,광화문스페이스본(101동~105동),2008,개인,,,"138,000",7,5,2024,중개거래,서울 종로구,94.51,3,9,N,24.06.28,11110,개인,사직동,종로구
204,경희궁자이(2단지),2017,개인,,,"164,000",7,5,2024,중개거래,서울 종로구,59.8547,18,199,N,24.05.20,11110,개인,홍파동,종로구
301,경희궁자이(3단지),2017,개인,,,"147,000",18,6,2024,직거래,,59.8547,3,233,N,24.09.26,11110,개인,평동,종로구
,마운틴뷰,2019,개인,,,"59,000",3,6,2024,중개거래,서울 종로구,74.82,5,125-5,N,24.08.05,11110,법인,구기동,종로구
301,명륜동주상복합아남아파트,1999,개인,,,"70,000",20,6,2024,중개거래,서울 종로구,47.43,5,237,N,24.08.07,11110,개인,명륜2가,종로구
103,두산,1999,개인,,,"80,000",30,6,2024,중개거래,서울 종로구,59.95,3,232,N,24.09.13,11110,개인,창신동,종로구
207,경희궁자이(2단지),2017,개인,,,"222,000",26,6,2024,중개거래,서울 종로구,84.614,10,199,N,24.10.04,11110,개인,홍파동,종로구
101,창신이수,2003,개인,,,"102,500",24,6,2024,중개거래,서울 종로구,120.84,3,23-816,N,24.10.31,11110,개인,창신동,종로구
308,경희궁자이(3단지),2017,개인,,,"175,000",30,6,2024,중개거래,서울 종로구,59.9425,6,233,N,24.11.29,11110,개인,평동,종로구
202,인왕산2차아이파크,2015,개인,,,"118,000",27,6,2024,중개거래,"서울 강남구, 서울 종로구",84.4541,6,88,N,24.09.10,11110,개인,무악동,종로구
301,경희궁자이(3단지),2017,개인,,,"200,000",27,6,2024,중개거래,"서울 마포구, 서울 종로구",84.8359,13,233,N,24.09.13,11110,개인,평동,종로구
101,MID그린(1동),2002,개인,,,"44,300",19,6,2024,중개거래,서울 종로구,59.55,5,601,N,24.08.23,11110,개인,창신동,종로구
제101,아남1,1995,개인,,,"117,000",24,6,2024,중개거래,서울 종로구,84.9,12,4,N,24.09.06,11110,개인,명륜2가,종로구
삼전솔하임4차,삼전솔하임4차,2014,개인,,,"12,500",17,6,2024,중개거래,서울 종로구,15.09,14,318-2,N,24.07.19,11110,개인,숭인동,종로구
116,인왕산아이파크,2008,개인,,,"105,000",28,6,2024,중개거래,"서울 서대문구, 서울 종로구",59.993,5,60,N,24.09.30,11110,개인,무악동,종로구
