C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_OBJ_NM_ENG,C2_NM_ENG,ORG_ID,C1_OBJ_NM_ENG,C2_OBJ_NM
소득구간별,1억원~2억원 미만,3.3,60,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,2.7,60,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,2.6,60,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,1.5,70,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,1.6,70,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,1.3,70,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,1.4,80,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,1.4,80,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,1.6,80,2,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,10 million ~ 30 million won,1천만원~3천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,합계,20.1,00,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,합계,17.9,00,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,합계,16.5,00,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.3,05,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.1,05,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.1,05,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,1,10,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,1,10,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.9,10,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,1.6,20,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,1.4,20,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,1.3,20,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3천만원~5천만원 미만,1.4,30,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,30 million ~ 50 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3천만원~5천만원 미만,1.3,30,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,30 million ~ 50 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3천만원~5천만원 미만,1.1,30,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,30 million ~ 50 million won,101,by income level,금융권 대출잔액구간별
소득구간별,5천만원~7천만원 미만,1.3,40,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,50 million ~ 70 million won,101,by income level,금융권 대출잔액구간별
소득구간별,5천만원~7천만원 미만,0.9,40,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,50 million ~ 70 million won,101,by income level,금융권 대출잔액구간별
소득구간별,5천만원~7천만원 미만,0.9,40,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,50 million ~ 70 million won,101,by income level,금융권 대출잔액구간별
소득구간별,7천만원~1억원 미만,1.9,50,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,70 million ~ 100 million won,101,by income level,금융권 대출잔액구간별
소득구간별,7천만원~1억원 미만,1.7,50,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,70 million ~ 100 million won,101,by income level,금융권 대출잔액구간별
소득구간별,7천만원~1억원 미만,1.3,50,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,70 million ~ 100 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,5.5,60,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,4.8,60,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,4.1,60,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,3,70,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,2.7,70,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,2.6,70,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,2.1,80,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,2,80,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,2.1,80,3,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,30 million ~ 50 million won,3천만원~5천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,합계,20.6,00,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,합계,20.2,00,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,합계,19.2,00,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.2,05,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.3,05,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.3,05,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.7,10,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.8,10,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.8,10,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,1.2,20,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,1.2,20,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,1.1,20,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3천만원~5천만원 미만,1.1,30,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,30 million ~ 50 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3천만원~5천만원 미만,1.1,30,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,30 million ~ 50 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3천만원~5천만원 미만,1,30,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,30 million ~ 50 million won,101,by income level,금융권 대출잔액구간별
소득구간별,5천만원~7천만원 미만,1.1,40,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,50 million ~ 70 million won,101,by income level,금융권 대출잔액구간별
소득구간별,5천만원~7천만원 미만,1,40,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,50 million ~ 70 million won,101,by income level,금융권 대출잔액구간별
소득구간별,5천만원~7천만원 미만,1,40,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,50 million ~ 70 million won,101,by income level,금융권 대출잔액구간별
소득구간별,7천만원~1억원 미만,1.7,50,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,70 million ~ 100 million won,101,by income level,금융권 대출잔액구간별
소득구간별,7천만원~1억원 미만,1.6,50,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,70 million ~ 100 million won,101,by income level,금융권 대출잔액구간별
소득구간별,7천만원~1억원 미만,1.5,50,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,70 million ~ 100 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,5.9,60,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,5.5,60,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1억원~2억원 미만,4.8,60,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,100 million ~ 200 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,4.1,70,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,4,70,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,2억원~3억원 미만,3.6,70,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,200 million ~ 300 million won,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,2.6,80,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,2.9,80,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,3억원 이상,3,80,4,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,50 million ~ 70 million won,5천만원~7천만원 미만,%,Ratio of newlyweds,by debt level,300 million won ＆ more,101,by income level,금융권 대출잔액구간별
소득구간별,합계,19.4,00,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,합계,20.9,00,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,합계,21.6,00,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,Total,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,1.9,05,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.5,05,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,대출잔액 없음,2.7,05,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.5,10,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.6,10,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원 미만,0.7,10,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,Less then 10 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,0.7,20,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2022,2024-01-08,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,0.9,20,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2023,2024-12-19,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
소득구간별,1천만원~3천만원 미만,0.9,20,5,A,%,T10,DT_1NW1036,신혼부부 구성비,소득(근로·사업소득) 구간과 금융권 대출잔액 구간별 신혼부부 분포,2024,2025-12-17,70 million ~ 100 million won,7천만원~1억원 미만,%,Ratio of newlyweds,by debt level,10 million ~ 30 million won,101,by income level,금융권 대출잔액구간별
