구,구코드,년월,아파트명,법정동,전용면적_m2,층,보증금_만원,월세_만원,계약유형,계약일,건축년도
성북구,11290,202107,정릉풍림아이원(임대),정릉동,32.76,15,1470,15,,2021-07-05,2005
성북구,11290,202107,꿈의숲대명루첸아파트,장위동,84.843,18,42000,0,갱신,2021-07-03,2008
성북구,11290,202107,삼선에스케이뷰,삼선동3가,122.44,4,95000,0,신규,2021-07-03,2012
성북구,11290,202107,래미안길음센터피스,길음동,33.46,3,1630,11,,2021-07-05,2019
성북구,11290,202107,래미안길음센터피스,길음동,33.46,5,1630,11,,2021-07-05,2019
성북구,11290,202107,"길음3단지(임대307동,308동,1280-3)",길음동,30.61,7,1723,16,,2021-07-05,2005
성북구,11290,202107,"길음에스에이치빌5단지(임대512동,1282-1)",길음동,30.876,8,2234,25,,2021-07-05,2008
성북구,11290,202107,정릉풍림아이원(임대),정릉동,32.76,9,1470,15,,2021-07-05,2005
성북구,11290,202107,"길음동부센트(임대119동,120동,1278-1)",길음동,34.883,12,1512,18,,2021-07-05,2003
성북구,11290,202107,동부센트레빌,돈암동,80.54,1,32000,55,신규,2021-07-03,2003
성북구,11290,202107,길음뉴타운8단지(래미안),길음동,59.99,7,44100,0,갱신,2021-07-03,2010
성북구,11290,202107,월곡두산위브,하월곡동,59.855,13,51000,0,신규,2021-07-04,2003
성북구,11290,202107,길음동동부센트레빌(1278-0),길음동,59.998,6,31000,0,갱신,2021-07-03,2003
성북구,11290,202107,보문파크뷰자이,보문동6가,59.81,2,25000,110,신규,2021-07-01,2017
성북구,11290,202107,동신,하월곡동,59.88,2,42000,0,신규,2021-07-01,1998
성북구,11290,202107,범양,돈암동,114.93,17,42000,0,갱신,2021-07-01,1998
성북구,11290,202107,브라운스톤동선,동소문동7가,59.95,12,7000,126,갱신,2021-07-02,2010
성북구,11290,202107,삼선에스케이뷰,삼선동3가,84.94,10,87000,0,신규,2021-07-01,2012
성북구,11290,202107,극동,종암동,59.67,16,46000,0,신규,2021-07-01,2000
성북구,11290,202107,길음뉴타운4단지(e편한세상),길음동,84.64,10,49300,0,갱신,2021-07-01,2005
성북구,11290,202107,동신,하월곡동,59.88,18,5000,70,신규,2021-07-01,1998
성북구,11290,202107,래미안포레카운티,장위동,101.79,7,52500,0,갱신,2021-07-01,2021
성북구,11290,202107,돈암코오롱하늘채,돈암동,84.8576,4,52500,0,,2021-07-01,2016
성북구,11290,202107,래미안월곡,하월곡동,84.589,9,37500,0,,2021-07-01,2006
성북구,11290,202107,종암에스케이,종암동,84.72,16,32025,0,갱신,2021-07-01,1999
성북구,11290,202107,래미안포레카운티,장위동,84.97,5,68000,0,신규,2021-07-10,2021
성북구,11290,202107,길음동동부센트레빌(1278-0),길음동,114.912,16,5000,135,갱신,2021-07-10,2003
성북구,11290,202107,래미안길음센터피스,길음동,84.9,20,5000,190,갱신,2021-07-23,2019
성북구,11290,202107,정릉e-편한세상,정릉동,59.77,5,32500,0,갱신,2021-07-17,2006
성북구,11290,202107,정릉풍림아이원,정릉동,84.09,12,36200,0,신규,2021-07-06,2005
성북구,11290,202107,정릉풍림아이원,정릉동,60.0,3,38000,0,신규,2021-07-26,2005
성북구,11290,202107,정릉풍림아이원,정릉동,59.88,11,25200,0,갱신,2021-07-03,2005
성북구,11290,202107,한진(609-1),돈암동,113.67,13,20000,170,신규,2021-07-22,1998
성북구,11290,202107,길음역금호어울림센터힐,돈암동,59.5,18,65000,0,신규,2021-07-02,2014
성북구,11290,202107,범양,돈암동,59.79,17,29400,0,갱신,2021-07-23,1998
성북구,11290,202107,동부센트레빌,돈암동,80.54,4,44000,0,신규,2021-07-30,2003
성북구,11290,202107,동부센트레빌,돈암동,80.54,13,56000,0,신규,2021-07-10,2003
성북구,11290,202107,아이파크종암동2차,종암동,84.73,3,46200,0,갱신,2021-07-22,2005
성북구,11290,202107,한신플러스C,동소문동7가,59.91,10,30000,33,신규,2021-07-05,2004
성북구,11290,202107,래미안장위퍼스트하이,장위동,101.72,15,55000,70,신규,2021-07-13,2020
성북구,11290,202107,꿈의숲아이파크,장위동,59.49,28,68000,0,신규,2021-07-14,2022
성북구,11290,202107,삼부컨비니언,길음동,84.13,9,55000,0,신규,2021-07-24,1998
성북구,11290,202107,길음뉴타운4단지(e편한세상),길음동,84.64,6,31500,85,신규,2021-07-10,2005
성북구,11290,202107,삼부컨비니언,길음동,59.94,12,21000,20,갱신,2021-07-22,1998
성북구,11290,202107,길음뉴타운9단지(래미안),길음동,84.95,16,11000,130,갱신,2021-07-17,2010
성북구,11290,202107,길음뉴타운7단지(두산위브),길음동,84.96,5,5000,230,신규,2021-07-13,2010
성북구,11290,202107,정릉풍림아이원,정릉동,114.75,1,54000,0,갱신,2021-07-10,2005
성북구,11290,202107,대우,정릉동,43.11,2,26000,0,신규,2021-07-22,2001
성북구,11290,202107,정릉힐스테이트,정릉동,84.92,20,65000,0,신규,2021-07-23,2004
성북구,11290,202107,한진(609-1),돈암동,84.87,2,57000,0,신규,2021-07-29,1998
성북구,11290,202107,이수브라운스톤돈암,돈암동,59.99,16,39900,0,신규,2021-07-27,2004
성북구,11290,202107,일신건영휴먼빌아파트,돈암동,59.52,1,45000,0,신규,2021-07-31,2005
성북구,11290,202107,한신,돈암동,113.67,13,10000,127,갱신,2021-07-30,1998
성북구,11290,202107,돈암동 풍림아파트 101~105동,돈암동,84.68,11,35700,0,갱신,2021-07-16,1999
강북구,11305,202107,에스케이북한산시티,미아동,59.98,7,35000,0,,2021-07-14,2004
강북구,11305,202107,벽산라이브파크,미아동,59.67,23,25200,0,,2021-07-20,2004
강북구,11305,202107,삼각산아이원,미아동,84.705,10,48000,0,,2021-07-10,2003
강북구,11305,202107,벽산라이브파크,미아동,59.67,13,10000,50,,2021-07-27,2004
강북구,11305,202107,에스케이북한산시티,미아동,59.98,19,20000,50,,2021-07-10,2004
강북구,11305,202107,삼성래미안트리베라2단지,미아동,84.29,3,43500,0,,2021-07-19,2010
강북구,11305,202107,주공4단지,번동,49.94,9,23000,0,신규,2021-07-26,1991
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,14,469,13,,2021-07-07,2003
강북구,11305,202107,효성네오인텔리안,번동,81.12,7,1000,100,신규,2021-07-08,2005
강북구,11305,202107,주공1단지,번동,49.94,15,28000,0,신규,2021-07-17,1991
강북구,11305,202107,삼성래미안트리베라2단지,미아동,113.89,8,80000,0,신규,2021-07-19,2010
강북구,11305,202107,주공1단지,번동,49.94,3,15200,0,갱신,2021-07-17,1991
강북구,11305,202107,두산위브트레지움,미아동,84.97,17,4200,116,갱신,2021-07-14,2011
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,11,469,13,,2021-07-07,2003
강북구,11305,202107,주공4단지,번동,41.3,10,14175,0,,2021-07-06,1991
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,15,469,13,,2021-07-05,2003
강북구,11305,202107,에스케이북한산시티,미아동,59.98,7,35000,0,신규,2021-07-14,2004
강북구,11305,202107,수유프리미어엠,수유동,15.13,9,500,50,신규,2021-07-02,2016
강북구,11305,202107,두산위브트레지움,미아동,59.99,3,15000,90,신규,2021-07-01,2011
강북구,11305,202107,에스케이북한산시티,미아동,84.92,1,45000,0,신규,2021-07-08,2004
강북구,11305,202107,벽산라이브파크,미아동,59.67,13,10000,50,,2021-07-27,2004
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,59.36,1,5000,130,신규,2021-07-19,2019
강북구,11305,202107,드래곤타워,번동,44.66,7,3000,80,신규,2021-07-23,2018
강북구,11305,202107,효성네오인텔리안,번동,71.05,13,34000,0,신규,2021-07-12,2005
강북구,11305,202107,신원,번동,59.96,20,12000,80,신규,2021-07-28,2000
강북구,11305,202107,벽산라이브파크,미아동,59.67,23,25200,0,신규,2021-07-20,2004
강북구,11305,202107,에스케이북한산시티,미아동,59.98,7,43000,0,신규,2021-07-24,2004
강북구,11305,202107,래미안트리베라1단지,미아동,84.97,17,59000,0,갱신,2021-07-22,2010
강북구,11305,202107,송천센트레빌,미아동,59.818,4,38850,0,갱신,2021-07-12,2010
강북구,11305,202107,에스케이북한산시티,미아동,59.98,9,14000,50,갱신,2021-07-21,2004
강북구,11305,202107,한진,번동,84.97,7,27000,50,신규,2021-07-01,2000
강북구,11305,202107,삼성래미안트리베라2단지,미아동,113.89,22,9000,140,갱신,2021-07-09,2010
강북구,11305,202107,벽산라이브파크,미아동,59.67,4,25000,7,갱신,2021-07-15,2004
강북구,11305,202107,래미안트리베라1단지,미아동,59.6,15,37200,0,,2021-07-27,2010
강북구,11305,202107,효성네오인텔리안,번동,81.12,17,3000,120,신규,2021-07-12,2005
강북구,11305,202107,삼성래미안트리베라2단지,미아동,84.29,2,6000,160,신규,2021-07-06,2010
강북구,11305,202107,신원,번동,84.6,4,27300,0,,2021-07-31,2000
강북구,11305,202107,벽산라이브파크,미아동,59.67,10,27300,0,,2021-07-20,2004
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,99.93,4,55000,85,신규,2021-07-31,2019
강북구,11305,202107,번동완성주상복합아파트,번동,75.99,10,32000,0,신규,2021-07-23,1997
강북구,11305,202107,번동금호어울림,번동,84.93,6,34500,0,신규,2021-07-20,1998
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,84.67,11,77000,0,신규,2021-07-24,2019
강북구,11305,202107,미아1차래미안,미아동,114.29,10,69000,0,신규,2021-07-27,2006
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,9,2446,5,,2021-07-07,2003
강북구,11305,202107,에스케이북한산시티,미아동,59.98,3,43000,0,신규,2021-07-13,2004
강북구,11305,202107,주공1단지,번동,84.41,4,32000,0,신규,2021-07-26,1991
강북구,11305,202107,수유벽산1차,수유동,84.95,5,33600,0,,2021-07-31,1993
강북구,11305,202107,래미안트리베라2단지(임대),미아동,38.99,12,5218,10,,2021-07-05,2010
강북구,11305,202107,수유다우아트리체,수유동,14.86,4,1000,51,신규,2021-07-28,2018
강북구,11305,202107,수유다우아트리체,수유동,14.86,4,1000,51,,2021-07-28,2018
강북구,11305,202107,수유벽산1차,수유동,122.58,2,38000,60,신규,2021-07-26,1993
강북구,11305,202107,삼성,번동,84.96,9,50000,0,신규,2021-07-26,1998
강북구,11305,202107,수유벽산2차,수유동,84.22,10,10000,80,신규,2021-07-14,1994
강북구,11305,202107,래미안트리베라1단지(임대),미아동,44.85,3,1207,34,신규,2021-07-07,2010
강북구,11305,202107,주공1단지,번동,49.94,2,20000,0,신규,2021-07-31,1991
강북구,11305,202107,벽산라이브파크(임대),미아동,32.94,10,3218,7,,2021-07-05,2004
강북구,11305,202107,수유삼성(임대),수유동,32.76,8,553,19,,2021-07-08,2001
강북구,11305,202107,경남아너스빌(1356-0),미아동,59.964,3,15000,80,신규,2021-07-26,2003
강북구,11305,202107,성원상떼빌,우이동,84.98,12,35000,0,신규,2021-07-30,1990
강북구,11305,202107,에스케이북한산시티,미아동,84.86,16,39000,0,신규,2021-07-17,2004
강북구,11305,202107,래미안트리베라2단지(임대),미아동,42.2,11,5636,11,,2021-07-08,2010
강북구,11305,202107,송천센트레빌,미아동,59.762,1,40950,0,,2021-07-17,2010
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,8,2758,6,,2021-07-08,2004
강북구,11305,202107,꿈의숲롯데캐슬,미아동,39.69,3,6853,35,신규,2021-07-12,2017
강북구,11305,202107,두산위브트레지움,미아동,39.98,1,4117,6,,2021-07-06,2011
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,84.67,4,65000,0,신규,2021-07-28,2019
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,84.67,4,65000,0,신규,2021-07-28,2019
강북구,11305,202107,에스케이북한산시티,미아동,84.76,18,50000,0,신규,2021-07-25,2004
강북구,11305,202107,성원그린(103동),우이동,84.77,4,35000,0,,2021-07-13,1995
강북구,11305,202107,벽산라이브파크(임대),미아동,32.94,2,3218,7,,2021-07-07,2004
강북구,11305,202107,쌍용,번동,59.94,6,5000,70,신규,2021-07-01,1997
강북구,11305,202107,경남아너스빌,미아동,84.9134,9,55000,0,신규,2021-07-23,2008
강북구,11305,202107,래미안트리베라1단지,미아동,84.97,1,11000,150,신규,2021-07-11,2010
강북구,11305,202107,수유벽산1차,수유동,84.92,2,35000,40,신규,2021-07-24,1993
강북구,11305,202107,두산위브트레지움,미아동,84.97,7,38500,0,갱신,2021-07-12,2011
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,59.36,1,5000,130,신규,2021-07-19,2019
강북구,11305,202107,꿈의숲롯데캐슬,미아동,39.74,10,9809,25,신규,2021-07-13,2017
강북구,11305,202107,에스케이북한산시티,미아동,59.98,18,447,17,,2021-07-08,2004
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,4,2747,6,,2021-07-07,2004
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,4,2747,6,,2021-07-07,2004
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,2,2446,5,,2021-07-05,2003
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,12,2446,5,,2021-07-06,2003
강북구,11305,202107,북한산스카이뷰아파트,수유동,66.28,3,7400,110,,2021-07-30,2020
강북구,11305,202107,래미안수유,수유동,84.993,12,37000,30,신규,2021-07-10,2001
강북구,11305,202107,에스케이북한산시티,미아동,84.92,1,45000,0,신규,2021-07-08,2004
강북구,11305,202107,래미안트리베라1단지(임대),미아동,44.85,2,6300,12,신규,2021-07-05,2010
강북구,11305,202107,두산위브트레지움,미아동,84.97,3,60000,0,신규,2021-07-13,2011
강북구,11305,202107,주공1단지,번동,41.3,10,3000,50,신규,2021-07-13,1991
강북구,11305,202107,벽산라이브파크(임대),미아동,32.94,13,3218,7,,2021-07-08,2004
강북구,11305,202107,삼성래미안트리베라2단지,미아동,84.29,9,60000,0,신규,2021-07-06,2010
강북구,11305,202107,삼성래미안트리베라2단지,미아동,59.38,20,3000,150,신규,2021-07-27,2010
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,17,2758,6,,2021-07-08,2004
강북구,11305,202107,벽산라이브파크,미아동,84.89,20,5000,130,신규,2021-07-28,2004
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,8,2758,6,,2021-07-05,2004
강북구,11305,202107,삼성래미안트리베라2단지,미아동,59.33,5,53000,0,신규,2021-07-10,2010
강북구,11305,202107,미아동부센트레빌,미아동,84.93,15,5000,121,갱신,2021-07-28,2006
강북구,11305,202107,에스케이북한산시티,미아동,114.85,1,20000,110,신규,2021-07-21,2004
강북구,11305,202107,벽산라이브파크,미아동,84.89,3,10000,80,신규,2021-07-14,2004
강북구,11305,202107,에스케이북한산시티,미아동,84.76,12,33600,0,신규,2021-07-29,2004
강북구,11305,202107,경남아너스빌(1356-0),미아동,84.873,10,17000,100,신규,2021-07-09,2003
강북구,11305,202107,래미안트리베라1단지,미아동,84.97,8,44000,0,갱신,2021-07-15,2010
강북구,11305,202107,벽산라이브파크(임대),미아동,32.94,2,2672,10,,2021-07-08,2004
강북구,11305,202107,두산위브트레지움,미아동,59.82,5,51700,0,신규,2021-07-17,2011
강북구,11305,202107,에스케이북한산시티,미아동,59.98,7,35000,0,신규,2021-07-14,2004
강북구,11305,202107,오동공원현대,번동,84.7848,8,20000,44,갱신,2021-07-14,2001
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,12,2758,6,,2021-07-09,2004
강북구,11305,202107,해모로아파트,번동,84.93,1,2000,105,갱신,2021-07-07,2003
강북구,11305,202107,에스케이북한산시티,미아동,59.98,20,45000,0,신규,2021-07-27,2004
강북구,11305,202107,꿈의숲롯데캐슬,미아동,84.98,7,15000,120,갱신,2021-07-20,2017
강북구,11305,202107,삼성래미안트리베라2단지,미아동,84.15,10,3000,142,갱신,2021-07-30,2010
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,19,2758,6,,2021-07-08,2004
강북구,11305,202107,성원상떼빌,우이동,71.78,13,38000,0,신규,2021-07-12,1990
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,21,1173,12,,2021-07-07,2003
강북구,11305,202107,에스케이북한산시티,미아동,59.98,21,2000,95,갱신,2021-07-30,2004
강북구,11305,202107,벽산라이브파크,미아동,59.67,6,17000,60,신규,2021-07-10,2004
강북구,11305,202107,번동솔그린,번동,59.82,6,35000,0,,2021-07-03,1999
강북구,11305,202107,두산위브트레지움,미아동,84.99,3,40740,0,갱신,2021-07-23,2011
강북구,11305,202107,벽산라이브파크,미아동,60.0,5,40000,0,신규,2021-07-24,2004
강북구,11305,202107,푸르지오시티,미아동,18.6479,6,500,60,신규,2021-07-08,2014
강북구,11305,202107,벽산라이브파크(임대),미아동,32.94,6,539,19,,2021-07-07,2004
강북구,11305,202107,에스케이북한산시티,미아동,59.98,19,20000,50,신규,2021-07-10,2004
강북구,11305,202107,에스케이북한산시티,미아동,84.76,3,15000,62,갱신,2021-07-07,2004
강북구,11305,202107,에스케이북한산시티,미아동,84.71,8,34650,0,갱신,2021-07-28,2004
강북구,11305,202107,기산그린,번동,59.94,17,35000,0,신규,2021-07-31,2000
강북구,11305,202107,벽산라이브파크(임대),미아동,32.94,4,3218,7,,2021-07-06,2004
강북구,11305,202107,JKapartment,수유동,54.03,4,29800,0,신규,2021-07-30,2020
강북구,11305,202107,경남아너스빌(1356-0),미아동,84.873,8,36500,0,갱신,2021-07-21,2003
강북구,11305,202107,에스케이북한산시티,미아동,84.71,1,50000,0,신규,2021-07-09,2004
강북구,11305,202107,삼각산아이원,미아동,84.705,13,37800,0,신규,2021-07-28,2003
강북구,11305,202107,삼성래미안트리베라2단지,미아동,59.33,2,36750,0,신규,2021-07-31,2010
강북구,11305,202107,삼각산아이원,미아동,59.758,15,43000,0,신규,2021-07-31,2003
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,11,2758,6,,2021-07-05,2004
강북구,11305,202107,삼각산아이원,미아동,59.758,7,45000,0,신규,2021-07-10,2003
강북구,11305,202107,벽산라이브파크,미아동,60.0,12,42000,0,신규,2021-07-31,2004
강북구,11305,202107,주공1단지,번동,41.3,9,1000,55,,2021-07-03,1991
강북구,11305,202107,주공1단지,번동,49.94,14,300,70,신규,2021-07-05,1991
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,7,2446,5,,2021-07-06,2003
강북구,11305,202107,에스케이북한산시티,미아동,84.92,7,51000,0,신규,2021-07-30,2004
강북구,11305,202107,미아1차래미안,미아동,84.58,7,54000,0,신규,2021-07-29,2006
강북구,11305,202107,주공4단지,번동,49.94,4,21000,0,신규,2021-07-29,1991
강북구,11305,202107,미아신구,미아동,84.94,5,21500,0,,2021-07-07,2000
강북구,11305,202107,벽산라이브파크,미아동,59.67,8,38000,0,신규,2021-07-09,2004
강북구,11305,202107,꿈의숲수림채,번동,112.29,9,60000,0,신규,2021-07-08,2006
강북구,11305,202107,벽산라이브파크,미아동,84.89,13,5000,130,신규,2021-07-16,2004
강북구,11305,202107,성원상떼빌,우이동,84.98,12,35000,0,,2021-07-30,1990
강북구,11305,202107,주공1단지,번동,41.3,12,13500,0,갱신,2021-07-30,1991
강북구,11305,202107,기산그린,번동,59.94,15,21000,0,갱신,2021-07-26,2000
강북구,11305,202107,JKapartment,수유동,51.87,3,30800,0,신규,2021-07-29,2020
강북구,11305,202107,에스케이북한산시티,미아동,84.76,1,54000,0,신규,2021-07-28,2004
강북구,11305,202107,에스케이북한산시티,미아동,59.98,17,28350,0,갱신,2021-07-17,2004
강북구,11305,202107,꿈의숲롯데캐슬,미아동,84.98,12,67000,0,갱신,2021-07-29,2017
강북구,11305,202107,래미안트리베라1단지,미아동,59.6,9,53000,0,신규,2021-07-10,2010
강북구,11305,202107,송천센트레빌,미아동,59.818,2,38500,0,갱신,2021-07-13,2010
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,16,2060,10,,2021-07-29,2004
강북구,11305,202107,수유역두산위브1,번동,84.9909,1,30000,85,신규,2021-07-07,2009
강북구,11305,202107,에스케이북한산시티,미아동,59.98,22,3000,105,갱신,2021-07-21,2004
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,59.36,3,60000,0,신규,2021-07-10,2019
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,7,2446,5,,2021-07-28,2003
강북구,11305,202107,미아에스에이치빌,미아동,30.13,6,4681,9,,2021-07-05,2007
강북구,11305,202107,에스케이북한산시티,미아동,59.98,25,48000,0,신규,2021-07-08,2004
강북구,11305,202107,수유벽산2차,수유동,84.22,3,48000,0,신규,2021-07-28,1994
강북구,11305,202107,래미안트리베라1단지,미아동,84.97,12,65000,0,,2021-07-26,2010
강북구,11305,202107,두산위브트레지움,미아동,59.54,22,35000,0,갱신,2021-07-27,2011
강북구,11305,202107,주공4단지,번동,59.22,4,36000,0,신규,2021-07-27,1991
강북구,11305,202107,송천센트레빌,미아동,114.475,10,70000,0,,2021-07-24,2010
강북구,11305,202107,에스케이북한산시티,미아동,59.98,8,14000,38,신규,2021-07-10,2004
강북구,11305,202107,에스케이북한산시티,미아동,59.98,22,3000,105,갱신,2021-07-21,2004
강북구,11305,202107,수유벽산1차,수유동,63.78,14,13000,0,신규,2021-07-27,1993
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,1,2446,5,,2021-07-05,2003
강북구,11305,202107,래미안트리베라2단지(임대),미아동,42.2,17,7569,0,갱신,2021-07-23,2010
강북구,11305,202107,미아동부센트레빌,미아동,84.93,15,42000,0,갱신,2021-07-24,2006
강북구,11305,202107,래미안트리베라1단지,미아동,59.6,9,36000,0,신규,2021-07-26,2010
강북구,11305,202107,래미안수유,수유동,84.993,7,4000,94,갱신,2021-07-15,2001
강북구,11305,202107,삼각산아이원,미아동,84.705,15,5000,150,신규,2021-07-09,2003
강북구,11305,202107,두산위브트레지움,미아동,59.54,17,36750,0,갱신,2021-07-26,2011
강북구,11305,202107,주공1단지,번동,71.89,4,30000,0,신규,2021-07-08,1991
강북구,11305,202107,벽산라이브파크,미아동,84.89,19,4000,105,신규,2021-07-24,2004
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,1,2446,5,,2021-07-08,2003
강북구,11305,202107,주공1단지,번동,84.41,1,28000,0,갱신,2021-07-26,1991
강북구,11305,202107,삼성래미안트리베라2단지,미아동,84.29,3,43500,0,갱신,2021-07-19,2010
강북구,11305,202107,에스케이북한산시티,미아동,59.98,7,43000,0,신규,2021-07-24,2004
강북구,11305,202107,송천센트레빌,미아동,59.818,9,42990,0,신규,2021-07-24,2010
강북구,11305,202107,에스케이북한산시티,미아동,59.98,18,28870,0,,2021-07-24,2004
강북구,11305,202107,수유역하이씨티,수유동,12.02,7,9500,0,신규,2021-07-01,2014
강북구,11305,202107,삼성래미안트리베라2단지,미아동,58.99,13,35700,0,갱신,2021-07-24,2010
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,17,2758,6,,2021-07-06,2004
강북구,11305,202107,래미안트리베라1단지(임대),미아동,39.93,3,7521,0,신규,2021-07-22,2010
강북구,11305,202107,번동솔그린,번동,59.82,10,24000,0,,2021-07-02,1999
강북구,11305,202107,주공4단지,번동,84.79,14,45000,0,신규,2021-07-19,1991
강북구,11305,202107,주공1단지,번동,41.3,13,2000,65,신규,2021-07-16,1991
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,1,530,13,,2021-07-23,2003
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,3,1173,12,,2021-07-06,2003
강북구,11305,202107,수유벽산1차,수유동,63.78,11,36000,0,신규,2021-07-03,1993
강북구,11305,202107,꿈의숲롯데캐슬,미아동,84.98,7,5250,160,갱신,2021-07-22,2017
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,8,2446,5,,2021-07-05,2003
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,4,3295,0,,2021-07-22,2003
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,10,1118,15,,2021-07-08,2004
강북구,11305,202107,주공4단지,번동,41.3,10,13000,10,신규,2021-07-20,1991
강북구,11305,202107,삼성래미안트리베라2단지,미아동,84.29,1,40425,0,갱신,2021-07-22,2010
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,7,2758,6,,2021-07-05,2004
강북구,11305,202107,북한산스카이뷰아파트,수유동,56.01,1,38000,0,,2021-07-22,2020
강북구,11305,202107,삼성래미안트리베라2단지,미아동,59.38,13,40000,35,신규,2021-07-22,2010
강북구,11305,202107,궁전,수유동,65.61,2,25000,0,신규,2021-07-16,2003
강북구,11305,202107,벽산라이브파크,미아동,60.0,21,26700,0,갱신,2021-07-19,2004
강북구,11305,202107,수유다우아트리체,수유동,14.86,3,14000,0,,2021-07-21,2018
강북구,11305,202107,삼각산아이원,미아동,114.88,3,62000,0,신규,2021-07-15,2003
강북구,11305,202107,송천센트레빌,미아동,59.762,1,40950,0,갱신,2021-07-17,2010
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,10,3646,4,,2021-07-21,2003
강북구,11305,202107,삼각산아이원(임대),미아동,24.053,2,2038,5,,2021-07-21,2003
강북구,11305,202107,벽산라이브파크,미아동,84.89,1,33000,0,갱신,2021-07-18,2004
강북구,11305,202107,삼각산아이원,미아동,114.88,4,65000,0,신규,2021-07-13,2003
강북구,11305,202107,수유현대,수유동,84.51,14,31300,0,신규,2021-07-01,2000
강북구,11305,202107,수유삼성(임대),수유동,32.76,3,1384,16,,2021-07-09,2001
강북구,11305,202107,수유삼성(임대),수유동,32.76,7,1384,16,,2021-07-06,2001
강북구,11305,202107,수유삼성(임대),수유동,32.76,6,1384,16,,2021-07-06,2001
강북구,11305,202107,수유삼성(임대),수유동,32.76,15,1384,16,,2021-07-05,2001
강북구,11305,202107,벽산라이브파크,미아동,84.89,13,33000,0,갱신,2021-07-06,2004
강북구,11305,202107,수유벽산1차,수유동,63.78,5,37000,0,신규,2021-07-19,1993
강북구,11305,202107,삼각산아이원,미아동,84.705,13,55000,0,,2021-07-17,2003
강북구,11305,202107,두산위브트레지움,미아동,59.82,20,5000,125,신규,2021-07-19,2011
강북구,11305,202107,미아동부센트레빌,미아동,59.96,9,58000,0,신규,2021-07-03,2006
강북구,11305,202107,주공1단지,번동,41.3,12,22500,0,신규,2021-07-17,1991
강북구,11305,202107,래미안트리베라1단지,미아동,114.98,4,24000,165,신규,2021-07-12,2010
강북구,11305,202107,에스케이북한산시티,미아동,84.76,19,33600,0,갱신,2021-07-16,2004
강북구,11305,202107,에스케이북한산시티,미아동,114.85,6,30000,100,신규,2021-07-18,2004
강북구,11305,202107,꿈의숲해링턴플레이스,미아동,59.36,1,10000,85,갱신,2021-07-17,2019
강북구,11305,202107,에스케이북한산시티(임대),미아동,32.79,17,2758,6,,2021-07-05,2004
강북구,11305,202107,주공1단지,번동,49.94,6,18900,0,갱신,2021-07-15,1991
강북구,11305,202107,래미안트리베라2단지(임대),미아동,42.2,14,5636,11,,2021-07-16,2010
강북구,11305,202107,경남아너스빌(1356-0),미아동,84.873,4,40000,0,갱신,2021-07-16,2003
강북구,11305,202107,꿈의숲롯데캐슬,미아동,84.98,4,43000,0,갱신,2021-07-16,2017
강북구,11305,202107,수유현대,수유동,84.51,14,31000,0,,2021-07-01,2000
강북구,11305,202107,신원,번동,59.96,17,10000,60,신규,2021-07-05,2000
강북구,11305,202107,경남아너스빌(1356-0),미아동,84.873,2,55000,0,신규,2021-07-07,2003
강북구,11305,202107,래미안트리베라2단지(임대),미아동,42.2,20,2735,27,,2021-07-16,2010
강북구,11305,202107,벽산라이브파크,미아동,59.67,3,16000,30,신규,2021-07-07,2004
강북구,11305,202107,한솔솔파크,번동,84.88,1,47000,0,,2021-07-02,2005
강북구,11305,202107,주공1단지,번동,41.3,7,14500,0,갱신,2021-07-15,1991
