구,구코드,년월,아파트명,법정동,전용면적_m2,층,보증금_만원,월세_만원,계약유형,계약일,건축년도
강남구,11680,202103,삼성동센트럴아이파크,삼성동,84.98,30,120750,0,,2021-03-27,2018
강남구,11680,202103,은마,대치동,84.43,10,52500,0,,2021-03-31,1979
강남구,11680,202103,현대8차(성수현대:91~95동),압구정동,111.5,11,53600,0,,2021-03-24,1980
강남구,11680,202103,대우디오빌플러스,역삼동,34.41,11,10000,55,,2021-03-22,2004
강남구,11680,202103,푸른마을아파트101동~111동,일원동,59.76,1,55000,0,,2021-03-06,1994
강남구,11680,202103,개포래미안포레스트,개포동,84.9,22,15000,400,,2021-03-16,2020
강남구,11680,202103,상록수,일원동,74.54,4,28000,54,,2021-03-29,1993
강남구,11680,202103,대치삼성,대치동,84.58,19,130000,50,,2021-03-31,2000
강남구,11680,202103,한솔마을,일원동,84.73,1,67000,0,,2021-03-30,1994
강남구,11680,202103,성원대치2단지아파트,개포동,33.18,11,23000,0,,2021-03-27,1992
강남구,11680,202103,삼성청담공원아파트,청담동,59.93,15,65000,50,,2021-03-07,1999
강남구,11680,202103,도곡스타클래스,도곡동,112.75,8,84000,0,,2021-03-27,2007
강남구,11680,202103,강남데시앙파크,세곡동,84.95,5,70000,0,,2021-03-06,2011
강남구,11680,202103,한양4,압구정동,101.09,12,56000,0,,2021-03-31,1978
강남구,11680,202103,래미안블레스티지,개포동,59.967,4,55600,0,,2021-03-20,2019
강남구,11680,202103,선경1차(1동-7동),대치동,136.68,5,115500,0,,2021-03-31,1983
강남구,11680,202103,신동아(22),논현동,114.34,6,78750,0,,2021-03-20,1997
강남구,11680,202103,한신(개포),도곡동,52.73,6,50000,0,,2021-03-30,1985
강남구,11680,202103,수서,일원동,39.98,12,33600,0,,2021-03-31,1992
강남구,11680,202103,신현대12차,압구정동,155.52,4,20000,480,,2021-03-30,1982
강남구,11680,202103,신동아,수서동,49.96,6,32550,0,,2021-03-30,1992
강남구,11680,202103,한솔마을,일원동,84.73,4,50000,0,,2021-03-17,1994
강남구,11680,202103,한솔마을,일원동,84.73,5,53500,0,,2021-03-31,1994
강남구,11680,202103,테헤란로대우아이빌(891-6),대치동,33.11,15,15000,50,,2021-03-25,2004
강남구,11680,202103,래미안블레스티지,개포동,84.94,4,82950,0,갱신,2021-03-21,2019
강남구,11680,202103,강남데시앙파크,세곡동,84.95,5,70000,0,,2021-03-06,2011
강남구,11680,202103,케럿스테이트,논현동,123.76,3,68000,20,신규,2021-03-29,2004
강남구,11680,202103,강남데시앙포레,수서동,84.86,2,77000,0,,2021-03-27,2014
강남구,11680,202103,도곡렉슬,도곡동,84.9231,5,80000,40,,2021-03-27,2006
강남구,11680,202103,럭키(963),도곡동,84.97,12,100000,0,,2021-03-31,1995
강남구,11680,202103,개포우성1,대치동,84.81,13,73500,53,,2021-03-13,1983
강남구,11680,202103,삼성동힐스테이트 1단지,삼성동,31.402,17,48000,0,,2021-03-20,2008
강남구,11680,202103,쌍용대치2,대치동,120.76,11,70000,180,,2021-03-29,1983
강남구,11680,202103,신현대9차,압구정동,152.28,9,140000,0,,2021-03-20,1982
강남구,11680,202103,역삼푸르지오,역삼동,84.9097,2,125000,0,,2021-03-06,2006
강남구,11680,202103,한양1차(영동한양),압구정동,63.87,6,3000,158,,2021-03-27,1977
강남구,11680,202103,상록수,일원동,74.54,4,96000,0,,2021-03-30,1993
강남구,11680,202103,성원대치2단지아파트,개포동,33.18,2,21000,0,,2021-03-30,1992
강남구,11680,202103,은마,대치동,76.79,6,37800,0,,2021-03-23,1979
강남구,11680,202103,삼익대청아파트,개포동,39.53,3,26250,0,,2021-03-30,1992
강남구,11680,202103,진흥아파트,삼성동,104.31,10,60000,40,,2021-03-30,1984
강남구,11680,202103,신동아,수서동,49.96,5,3000,105,,2021-03-05,1992
강남구,11680,202103,아카데미스위트1,도곡동,122.07,28,90000,100,,2021-03-30,2004
강남구,11680,202103,삼부아그레빌,삼성동,97.671,3,95000,0,,2021-03-26,2003
강남구,11680,202103,미성1차,압구정동,180.56,4,150000,0,,2021-03-30,1982
강남구,11680,202103,삼성리치빌1,삼성동,84.98,4,63000,0,,2021-03-26,2003
강남구,11680,202103,개포래미안포레스트,개포동,59.92,12,105000,0,,2021-03-15,2020
강남구,11680,202103,신동아,수서동,39.51,13,36000,0,,2021-03-30,1992
강남구,11680,202103,래미안블레스티지,개포동,84.94,16,40000,0,,2021-03-30,2019
강남구,11680,202103,상지리츠빌역삼2차,역삼동,156.33,7,115500,0,,2021-03-29,2006
강남구,11680,202103,"현대2차(10,11,20,23,24,25동)",압구정동,196.84,1,70000,0,,2021-03-29,1976
강남구,11680,202103,신동아,수서동,39.53,4,40000,0,,2021-03-13,1992
강남구,11680,202103,상록수,일원동,74.54,3,60000,60,,2021-03-23,1993
강남구,11680,202103,청담현대3차아파트,청담동,59.95,9,51000,5,,2021-03-27,1999
강남구,11680,202103,성원대치2단지아파트,개포동,49.86,2,35500,0,,2021-03-30,1992
강남구,11680,202103,청담아이파크,청담동,110.19,7,70000,110,,2021-03-30,1992
강남구,11680,202103,신사동씨티빌,신사동,63.092,2,40000,20,,2021-03-30,2002
강남구,11680,202103,은마,대치동,76.79,13,39900,0,,2021-03-30,1979
강남구,11680,202103,"대치우성아파트1동,2동,3동,5동,6동,7동",대치동,84.69,6,85000,0,,2021-03-30,1984
강남구,11680,202103,논현아트빌,논현동,83.0,1,34500,0,,2021-03-19,2003
강남구,11680,202103,강남데시앙파크,세곡동,84.95,10,75000,0,,2021-03-14,2011
강남구,11680,202103,동익,수서동,60.01,15,33000,46,,2021-03-29,1993
강남구,11680,202103,도곡렉슬,도곡동,84.9984,6,145000,0,,2021-03-27,2006
강남구,11680,202103,한양1차(영동한양),압구정동,49.98,1,47000,10,,2021-03-28,1977
강남구,11680,202103,까치마을,수서동,39.6,1,25000,0,,2021-03-06,1993
강남구,11680,202103,역삼이안애비,역삼동,84.28,1,54000,450,갱신,2021-03-22,2004
강남구,11680,202103,개포래미안포레스트,개포동,59.92,12,40000,200,,2021-03-24,2020
강남구,11680,202103,래미안 개포 루체하임,일원동,121.71,7,152250,0,,2021-03-27,2018
강남구,11680,202103,삼익대청아파트,개포동,39.53,5,40000,0,,2021-03-28,1992
강남구,11680,202103,선경2차(8동-12동),대치동,160.76,15,141700,0,,2021-03-22,1985
강남구,11680,202103,현대힐스테이트2단지,삼성동,39.552,14,70000,0,,2021-03-27,2008
강남구,11680,202103,우성7,일원동,83.69,12,70000,0,,2021-03-29,1987
강남구,11680,202103,강남역우정에쉐르,역삼동,17.13,9,18900,0,,2021-03-11,2004
강남구,11680,202103,강남데시앙파크,세곡동,84.95,8,70000,0,,2021-03-13,2011
강남구,11680,202103,로얄빌리지,역삼동,103.49,6,55000,0,,2021-03-26,2002
강남구,11680,202103,테헤란로대우아이빌(891-6),대치동,35.51,18,31000,0,,2021-03-18,2004
강남구,11680,202103,e-편한세상,역삼동,59.606,11,52500,50,갱신,2021-03-29,2005
강남구,11680,202103,삼성동한솔아파트,삼성동,109.51,4,72000,18,,2021-03-27,1998
강남구,11680,202103,푸른마을아파트101동~111동,일원동,59.76,4,20000,140,,2021-03-20,1994
강남구,11680,202103,래미안블레스티지,개포동,59.837,23,20000,320,,2021-03-16,2019
강남구,11680,202103,대우디오빌,역삼동,59.145,8,58000,0,,2021-03-10,2002
강남구,11680,202103,"현대14차(203,204,205,206동)",압구정동,84.98,9,73500,0,,2021-03-27,1987
강남구,11680,202103,가람,일원동,75.16,3,55000,0,,2021-03-18,1993
강남구,11680,202103,역삼자이,역삼동,84.993,7,155000,0,,2021-03-04,2016
강남구,11680,202103,역삼디오슈페리움,역삼동,84.34,15,5000,270,,2021-03-05,2006
강남구,11680,202103,우성8,개포동,79.61,2,68000,0,,2021-03-24,1987
강남구,11680,202103,개포주공6단지,개포동,73.02,13,30000,24,,2021-03-27,1983
강남구,11680,202103,대우디오빌,역삼동,30.03,7,1000,105,,2021-03-27,2002
강남구,11680,202103,"현대7차(73~77,82,85동)",압구정동,144.2,14,163000,0,,2021-03-29,1979
강남구,11680,202103,진흥아파트,청담동,109.31,7,60000,0,,2021-03-27,1984
강남구,11680,202103,신동아,수서동,33.18,3,26000,0,,2021-03-20,1992
강남구,11680,202103,래미안블레스티지,개포동,59.837,17,105000,0,,2021-03-11,2019
강남구,11680,202103,푸른마을아파트101동~111동,일원동,84.93,9,63000,0,,2021-03-27,1994
강남구,11680,202103,삼익,수서동,60.0,1,33000,20,,2021-03-27,1992
강남구,11680,202103,한양수자인어반게이트,논현동,16.2,4,21000,0,,2021-03-26,2013
강남구,11680,202103,현대아파트1동~3동,도곡동,84.96,4,50000,32,,2021-03-27,1994
강남구,11680,202103,"현대2차(10,11,20,23,24,25동)",압구정동,198.41,10,10000,420,,2021-03-26,1976
강남구,11680,202103,삼성청담아파트,청담동,84.98,1,105000,0,신규,2021-03-27,1999
강남구,11680,202103,샘터마을,일원동,134.438,13,92400,0,,2021-03-27,1994
강남구,11680,202103,현대8차(성수현대:91~95동),압구정동,107.64,11,10000,290,,2021-03-04,1980
강남구,11680,202103,삼익대청아파트,개포동,60.0,6,30000,56,,2021-03-27,1992
강남구,11680,202103,은마,대치동,76.79,13,44000,0,,2021-03-27,1979
강남구,11680,202103,은마,대치동,76.79,14,38850,0,,2021-03-26,1979
강남구,11680,202103,래미안포레,자곡동,84.89,6,71250,0,,2021-03-24,2014
강남구,11680,202103,거평프리젠,논현동,30.215,2,22000,0,,2021-03-08,1996
강남구,11680,202103,푸른솔아파트1동,삼성동,59.4,4,42000,21,,2021-03-10,1996
강남구,11680,202103,마일스디오빌,논현동,36.29,8,4000,100,,2021-03-19,2004
강남구,11680,202103,동일파크스위트,삼성동,148.75,2,115000,0,,2021-03-26,2007
강남구,11680,202103,미성2차,압구정동,118.63,10,78750,0,,2021-03-26,1987
강남구,11680,202103,까치마을,수서동,39.6,9,30000,0,,2021-03-26,1993
강남구,11680,202103,개포주공7단지,개포동,73.26,11,43000,0,,2021-03-26,1983
강남구,11680,202103,삼환(101동),청담동,57.78,10,30000,120,,2021-03-26,1999
강남구,11680,202103,강남상가,신사동,79.47,9,35000,0,,2021-03-26,1974
강남구,11680,202103,래미안블레스티지,개포동,84.943,9,10000,201,,2021-03-24,2019
강남구,11680,202103,은마,대치동,76.79,2,60000,40,,2021-03-26,1979
강남구,11680,202103,타워팰리스1,도곡동,137.24,38,230000,0,,2021-03-26,2002
강남구,11680,202103,래미안그레이튼,역삼동,70.98,4,97000,30,,2021-03-26,2009
강남구,11680,202103,수서한아름,수서동,97.63,1,63000,0,,2021-03-26,1993
강남구,11680,202103,신동아(22),논현동,114.34,2,73500,0,,2021-03-26,1997
강남구,11680,202103,한양3,압구정동,161.9,11,98000,0,,2021-03-26,1978
강남구,11680,202103,개포래미안포레스트,개포동,59.92,12,40000,200,,2021-03-24,2020
강남구,11680,202103,래미안블레스티지,개포동,84.94,15,100000,110,,2021-03-26,2019
강남구,11680,202103,래미안청담로이뷰,청담동,110.2,14,131250,0,,2021-03-19,1992
강남구,11680,202103,현대1차101동~106동,개포동,95.4,9,30000,110,,2021-03-21,1984
강남구,11680,202103,SK허브프리모,도곡동,48.64,18,55000,0,,2021-03-20,2006
강남구,11680,202103,강남데시앙포레,수서동,101.88,1,66000,30,,2021-03-11,2014
강남구,11680,202103,테헤란로대우아이빌(891-6),대치동,33.11,13,32000,0,,2021-03-25,2004
강남구,11680,202103,수서,일원동,51.76,11,34500,0,,2021-03-23,1992
강남구,11680,202103,미성1차,압구정동,105.65,6,90000,0,,2021-03-20,1982
강남구,11680,202103,래미안포레,자곡동,59.97,4,37012,0,,2021-03-25,2014
강남구,11680,202103,한솔마을,일원동,84.73,2,63000,0,,2021-03-13,1994
강남구,11680,202103,한양1차(영동한양),압구정동,49.98,5,58000,0,,2021-03-25,1977
강남구,11680,202103,LG선릉에클라트(B),삼성동,36.35,10,25000,20,,2021-03-05,2004
강남구,11680,202103,개포우성3차,개포동,133.46,8,84000,0,,2021-03-03,1984
강남구,11680,202103,강남자곡아이파크,자곡동,74.89,13,30000,135,,2021-03-05,2014
강남구,11680,202103,신현대12차,압구정동,110.82,9,5000,210,,2021-03-25,1982
강남구,11680,202103,신동아,수서동,39.51,4,28350,0,,2021-03-25,1992
강남구,11680,202103,신동아,수서동,39.53,10,30450,0,,2021-03-24,1992
강남구,11680,202103,래미안블레스티지,개포동,49.909,7,52500,0,,2021-03-25,2019
강남구,11680,202103,삼익대청아파트,개포동,39.53,11,7000,69,,2021-03-23,1992
강남구,11680,202103,성원대치2단지아파트,개포동,33.18,15,23000,0,,2021-03-25,1992
강남구,11680,202103,대치SKVIEW,대치동,84.3865,9,170000,0,,2021-03-24,2017
강남구,11680,202103,은마,대치동,84.43,2,30420,60,,2021-03-20,1979
강남구,11680,202103,대림역삼,역삼동,59.66,1,50000,0,,2021-03-05,1997
강남구,11680,202103,래미안블레스티지,개포동,49.909,15,10000,152,,2021-03-07,2019
강남구,11680,202103,삼성동한솔아파트,삼성동,85.0,4,68250,0,,2021-03-20,1998
강남구,11680,202103,대치아이파크,대치동,149.78,7,102900,210,,2021-03-24,2008
강남구,11680,202103,삼성동롯데캐슬킹덤,삼성동,123.97,4,110000,0,,2021-03-24,2005
강남구,11680,202103,대우디오빌,역삼동,59.15,25,47700,0,,2021-03-15,2002
강남구,11680,202103,한스빌(836),역삼동,39.89,7,27000,0,,2021-03-24,1996
강남구,11680,202103,신현대9차,압구정동,108.88,7,64000,0,,2021-03-24,1982
강남구,11680,202103,우림루미아트2,역삼동,23.66,4,1000,68,,2021-03-17,2003
강남구,11680,202103,"현대6차(78~81,83,84,86,87동)",압구정동,144.7,2,155000,0,,2021-03-24,1978
강남구,11680,202103,래미안블레스티지,개포동,49.909,12,59000,30,,2021-03-23,2019
강남구,11680,202103,래미안블레스티지,개포동,84.94,4,82950,0,갱신,2021-03-21,2019
강남구,11680,202103,삼성동힐스테이트 1단지,삼성동,31.402,10,20005,90,,2021-03-12,2008
강남구,11680,202103,삼성래미안,도곡동,84.89,12,84000,0,,2021-03-24,2001
강남구,11680,202103,진넥스빌2,역삼동,23.85,6,22000,0,,2021-03-20,2003
강남구,11680,202103,개포래미안포레스트,개포동,59.92,4,20444,66,,2021-03-24,2020
강남구,11680,202103,개포우성1,대치동,84.81,2,42000,120,,2021-03-24,1983
강남구,11680,202103,청담건영,청담동,84.595,10,60000,0,,2021-03-23,1994
강남구,11680,202103,은마,대치동,76.79,13,80000,0,,2021-03-10,1979
강남구,11680,202103,까치마을,수서동,49.5,2,34600,0,,2021-03-24,1993
강남구,11680,202103,개포래미안포레스트,개포동,59.92,3,20444,66,,2021-03-24,2020
강남구,11680,202103,개포주공7단지,개포동,73.26,6,70000,0,,2021-03-23,1983
강남구,11680,202103,삼익대청아파트,개포동,60.0,4,52000,0,,2021-03-24,1992
강남구,11680,202103,신동아,수서동,39.53,6,42000,0,,2021-03-23,1992
강남구,11680,202103,프리빌리지,역삼동,49.98,3,51450,0,,2021-03-19,2017
강남구,11680,202103,동부센트레빌,대치동,121.74,9,150000,189,,2021-03-18,2005
강남구,11680,202103,한양4,압구정동,208.65,4,155000,0,,2021-03-23,1978
강남구,11680,202103,삼환(101동),청담동,84.88,13,91000,0,,2021-03-23,1999
강남구,11680,202103,까치마을,수서동,39.6,3,43000,0,,2021-03-17,1993
강남구,11680,202103,도곡렉슬,도곡동,84.9231,12,10500,294,,2021-03-13,2006
강남구,11680,202103,강남 더샵 포레스트,수서동,146.7139,1,40000,540,,2021-03-20,2016
강남구,11680,202103,우성4,도곡동,84.6,1,59500,0,,2021-03-23,1985
강남구,11680,202103,삼성동힐스테이트 1단지,삼성동,31.402,18,58000,0,,2021-03-13,2008
강남구,11680,202103,미성1차,압구정동,105.62,3,50000,150,,2021-03-23,1982
강남구,11680,202103,한양1차(영동한양),압구정동,60.07,4,4000,215,,2021-03-22,1977
강남구,11680,202103,논현동한화꿈에그린,논현동,67.671,9,3000,270,,2021-03-02,2005
강남구,11680,202103,타워팰리스2,도곡동,114.65,3,100000,165,,2021-03-22,2003
강남구,11680,202103,강남역우정에쉐르,역삼동,16.78,8,1000,70,,2021-03-22,2004
강남구,11680,202103,서광아파트,삼성동,59.67,6,60000,0,,2021-03-22,1998
강남구,11680,202103,개포래미안포레스트,개포동,59.92,2,21520,70,,2021-03-23,2020
강남구,11680,202103,삼성동중앙하이츠빌리지,삼성동,152.98,5,156450,0,,2021-03-23,2004
강남구,11680,202103,래미안블레스티지,개포동,59.967,17,25000,136,,2021-03-18,2019
강남구,11680,202103,대우멤버스카운티(102동),삼성동,104.5,5,74500,0,,2021-03-01,2004
강남구,11680,202103,성원대치2단지아파트,개포동,39.53,11,30450,0,갱신,2021-03-18,1992
강남구,11680,202103,개포래미안포레스트,개포동,59.92,2,20444,66,,2021-03-23,2020
강남구,11680,202103,도곡렉슬,도곡동,59.9772,11,70300,0,,2021-03-06,2006
강남구,11680,202103,동일파크스위트,삼성동,148.75,7,69000,250,,2021-03-22,2007
강남구,11680,202103,삼성동센트럴아이파크,삼성동,59.96,27,20000,300,,2021-03-22,2018
강남구,11680,202103,대우멤버스카운티301,삼성동,109.99,6,100000,0,,2021-03-22,2005
강남구,11680,202103,강남한신휴플러스6단지,율현동,59.98,4,57750,0,,2021-03-20,2015
강남구,11680,202103,래미안블레스티지,개포동,49.909,2,57750,0,,2021-03-22,2019
강남구,11680,202103,성원대치2단지아파트,개포동,33.18,11,22000,0,,2021-03-20,1992
강남구,11680,202103,개포주공5단지,개포동,61.19,9,42000,0,,2021-03-20,1983
강남구,11680,202103,역삼동칼라,역삼동,60.66,2,34000,0,,2021-03-04,2002
강남구,11680,202103,개포2차현대아파트(220),개포동,77.75,3,73000,0,,2021-03-17,1988
강남구,11680,202103,이스턴오피스텔,역삼동,14.92,14,1000,70,,2021-03-19,2014
강남구,11680,202103,"대치우성아파트1동,2동,3동,5동,6동,7동",대치동,84.69,13,40000,80,,2021-03-22,1984
강남구,11680,202103,대우디오빌,역삼동,30.03,4,24100,0,,2021-03-20,2002
강남구,11680,202103,은마,대치동,84.43,9,52500,0,,2021-03-22,1979
강남구,11680,202103,개포래미안포레스트,개포동,59.92,2,21520,70,,2021-03-22,2020
강남구,11680,202103,성원대치2단지아파트,개포동,39.53,3,2700,120,,2021-03-22,1992
강남구,11680,202103,개포주공5단지,개포동,61.19,13,34650,0,,2021-03-20,1983
강남구,11680,202103,푸른마을아파트101동~111동,일원동,84.93,2,54600,0,,2021-03-19,1994
강남구,11680,202103,한양수자인어반게이트,논현동,16.2,2,500,80,신규,2021-03-22,2013
강남구,11680,202103,래미안강남힐즈,자곡동,101.94,8,10000,235,,2021-03-20,2014
강남구,11680,202103,개나리푸르지오,역삼동,147.9554,3,205000,0,,2021-03-15,2006
강남구,11680,202103,신동아,수서동,33.18,11,10000,48,,2021-03-20,1992
강남구,11680,202103,한신(개포),도곡동,52.72,8,50000,0,,2021-03-22,1985
강남구,11680,202103,청담대림이-편한세상,청담동,81.84,15,50000,100,,2021-03-14,2002
강남구,11680,202103,우성7,일원동,68.39,12,42000,0,,2021-03-20,1987
강남구,11680,202103,현대3차(61~64동),압구정동,82.5,7,52500,0,,2021-03-11,1976
강남구,11680,202103,성원대치2단지아파트,개포동,33.18,13,23000,0,,2021-03-20,1992
강남구,11680,202103,성원대치2단지아파트,개포동,49.86,4,40000,0,,2021-03-05,1992
강남구,11680,202103,래미안블레스티지,개포동,84.94,7,89250,0,,2021-03-20,2019
강남구,11680,202103,까치마을,수서동,39.6,3,2000,80,,2021-03-06,1993
강남구,11680,202103,현대비젼21,도곡동,34.995,22,26000,0,,2021-03-19,1999
강남구,11680,202103,아카데미스위트1,도곡동,83.0,33,97000,0,,2021-03-20,2004
강남구,11680,202103,삼성동한솔아파트,삼성동,58.57,10,55650,0,,2021-03-20,1998
강남구,11680,202103,개포2차현대아파트(220),개포동,77.75,5,52500,0,,2021-03-20,1988
강남구,11680,202103,세곡푸르지오,세곡동,84.83,15,63000,0,,2021-03-20,2012
강남구,11680,202103,삼성풍림2차아파트,삼성동,59.94,1,56000,0,,2021-03-05,1998
강남구,11680,202103,"현대2차(10,11,20,23,24,25동)",압구정동,198.41,8,81900,173,,2021-03-04,1976
강남구,11680,202103,신동아,수서동,39.53,3,27300,0,,2021-03-19,1992
강남구,11680,202103,세방하이빌1,역삼동,59.77,3,54600,0,,2021-03-16,2003
강남구,11680,202103,현대1차101동~106동,개포동,128.62,11,125000,0,,2021-03-02,1984
강남구,11680,202103,래미안블레스티지,개포동,49.909,9,60900,0,,2021-03-19,2019
강남구,11680,202103,성원대치2단지아파트,개포동,33.18,15,24150,0,,2021-03-19,1992
강남구,11680,202103,강남데시앙포레,수서동,114.45,6,99700,0,,2021-03-19,2014
강남구,11680,202103,아름빌(889-74),대치동,43.12,11,30000,0,,2021-03-19,2003
강남구,11680,202103,삼성동힐스테이트 1단지,삼성동,31.402,17,5000,190,,2021-03-03,2008
강남구,11680,202103,현대휴먼터치빌,역삼동,25.92,13,20000,0,,2021-03-19,1999
강남구,11680,202103,포이벨리,개포동,84.69,2,55000,0,,2021-03-19,2001
강남구,11680,202103,개포한신,일원동,107.6,4,85000,0,,2021-03-19,1984
강남구,11680,202103,에레프,역삼동,14.31,11,3000,70,,2021-03-06,2013
강남구,11680,202103,이스턴오피스텔,역삼동,14.92,10,500,70,,2021-03-17,2014
강남구,11680,202103,한신(개포),도곡동,83.86,4,52000,9,,2021-03-06,1985
강남구,11680,202103,개포우성2,대치동,127.78,12,115500,0,,2021-03-19,1984
강남구,11680,202103,현대아파트101동,삼성동,84.87,16,20000,185,,2021-03-10,1999
강남구,11680,202103,한양1차(영동한양),압구정동,63.87,7,5000,240,,2021-03-01,1977
강남구,11680,202103,래미안포레,자곡동,59.97,6,52500,0,,2021-03-18,2014
강남구,11680,202103,성원대치2단지아파트,개포동,39.53,4,45000,0,,2021-03-18,1992
강남구,11680,202103,한신엠비씨,도곡동,84.74,11,75000,0,,2021-03-18,1988
강남구,11680,202103,현대3차(61~64동),압구정동,82.56,9,5000,250,,2021-03-18,1976
강남구,11680,202103,KIRINHILLS,논현동,18.04,2,1000,98,,2021-03-05,2020
강남구,11680,202103,라테라스청담,청담동,42.56,8,3000,270,,2021-03-13,2018
강남구,11680,202103,래미안블레스티지,개포동,59.967,4,55650,150,,2021-03-07,2019
강남구,11680,202103,래미안블레스티지,개포동,59.967,5,63000,0,,2021-03-18,2019
강남구,11680,202103,대림역삼,역삼동,84.96,9,100000,0,,2021-03-17,1997
강남구,11680,202103,삼성청담공원아파트,청담동,59.93,10,63000,0,,2021-03-12,1999
강남구,11680,202103,한스빌(836),역삼동,39.89,5,25000,2,,2021-03-18,1996
강남구,11680,202103,래미안블레스티지,개포동,59.888,5,73000,0,,2021-03-18,2019
강남구,11680,202103,도곡렉슬,도곡동,114.9931,13,147000,0,,2021-03-17,2006
강남구,11680,202103,매봉삼성,도곡동,59.82,8,53500,0,,2021-03-18,1999
강남구,11680,202103,개포주공6단지,개포동,53.06,5,9000,69,,2021-03-18,1983
강남구,11680,202103,은마,대치동,76.79,7,30000,150,,2021-03-03,1979
강남구,11680,202103,현대13차(208~211동),압구정동,108.47,10,68000,0,,2021-03-18,1983
강남구,11680,202103,수서,일원동,59.96,5,50000,0,,2021-03-18,1992
강남구,11680,202103,타워팰리스3,도곡동,141.381,54,250000,0,,2021-03-18,2004
강남구,11680,202103,"현대2차(10,11,20,23,24,25동)",압구정동,160.28,9,115500,0,,2021-03-02,1976
강남구,11680,202103,래미안도곡카운티,도곡동,71.85,17,100000,0,,2021-03-17,2016
강남구,11680,202103,삼부아그레빌,삼성동,84.755,3,60000,76,,2021-03-17,2003
강남구,11680,202103,대우아이빌멤버스(891-26),대치동,46.877,8,20000,40,,2021-03-17,2003
강남구,11680,202103,신동아,수서동,39.51,4,2000,99,,2021-03-16,1992
강남구,11680,202103,대치아이파크,대치동,59.96,18,35000,175,,2021-03-12,2008
강남구,11680,202103,우성,논현동,110.1,1,80000,0,,2021-03-16,2004
강남구,11680,202103,삼환(101동),청담동,37.48,9,29400,0,,2021-03-17,1999
강남구,11680,202103,"현대14차(203,204,205,206동)",압구정동,84.98,10,70000,0,,2021-03-06,1987
강남구,11680,202103,삼성동에스케이뷰,삼성동,136.82,8,103950,0,,2021-03-05,2005
강남구,11680,202103,한화진넥스빌,역삼동,39.2,26,32000,0,,2021-03-16,2001
강남구,11680,202103,개포주공5단지,개포동,53.98,12,46000,0,,2021-03-16,1983
강남구,11680,202103,삼성,도곡동,54.81,1,65000,0,,2021-03-13,1994
강남구,11680,202103,래미안블레스티지,개포동,84.95,24,30000,161,,2021-03-06,2019
강남구,11680,202103,우성사원5,도곡동,70.89,7,70000,0,,2021-03-12,1986
강남구,11680,202103,강남한양수자인(4단지),자곡동,114.46,3,115000,0,,2021-03-11,2014
강남구,11680,202103,현대비젼21,도곡동,32.65,23,1000,85,신규,2021-03-01,1999
강남구,11680,202103,경남2차,개포동,149.21,4,95000,0,,2021-03-16,1984
강남구,11680,202103,중명하니빌,도곡동,34.32,8,27300,0,,2021-03-05,1997
강남구,11680,202103,석탑아파트101동,삼성동,84.6,20,73500,0,,2021-03-16,1996
강남구,11680,202103,현대3차(61~64동),압구정동,82.5,10,75000,0,,2021-03-16,1976
강남구,11680,202103,래미안블레스티지,개포동,84.94,17,80000,0,,2021-03-09,2019
강남구,11680,202103,역삼디오슈페리움,역삼동,84.92,14,5000,220,,2021-03-15,2006
강남구,11680,202103,현대3차(61~64동),압구정동,82.5,10,75000,0,,2021-03-16,1976
강남구,11680,202103,삼익대청아파트,개포동,39.53,10,29400,0,,2021-03-16,1992
강남구,11680,202103,거평프리젠,논현동,31.585,5,5000,62,,2021-03-08,1996
강남구,11680,202103,역삼우정에쉐르2,역삼동,43.17,2,31500,20,,2021-03-16,2004
강남구,11680,202103,타워팰리스1,도곡동,164.97,47,280000,0,,2021-03-16,2002
강남구,11680,202103,까치마을,수서동,34.44,5,26250,0,,2021-03-05,1993
강남구,11680,202103,신사아이빌(522),신사동,106.6,8,40000,90,,2021-03-15,2006
강남구,11680,202103,도곡렉슬,도곡동,84.9984,12,155000,0,,2021-03-08,2006
강남구,11680,202103,호산프라자,삼성동,28.8,6,2000,70,,2021-03-09,1997
강남구,11680,202103,래미안블레스티지,개포동,49.909,7,55650,0,,2021-03-12,2019
강남구,11680,202103,e-편한세상,역삼동,84.991,10,70650,100,,2021-03-13,2005
강남구,11680,202103,까치마을,수서동,49.5,11,15000,75,,2021-03-13,1993
강남구,11680,202103,까치마을,수서동,39.6,12,10000,75,,2021-03-13,1993
강남구,11680,202103,수서,일원동,59.96,9,58000,0,,2021-03-13,1992
강남구,11680,202103,조이너스도곡,도곡동,84.98,3,80000,0,,2021-03-13,2008
강남구,11680,202103,아카데미스위트1,도곡동,128.74,38,120000,150,,2021-03-05,2004
강남구,11680,202103,선경1차(1동-7동),대치동,136.68,2,52500,242,,2021-03-09,1983
강남구,11680,202103,삼성동센트럴아이파크,삼성동,123.3,6,195000,0,,2021-03-04,2018
강남구,11680,202103,역삼자이,역삼동,84.993,24,50000,340,,2021-03-11,2016
강남구,11680,202103,진넥스빌2,역삼동,30.53,5,25500,0,,2021-03-13,2003
강남구,11680,202103,삼성래미안,도곡동,59.96,5,63000,0,,2021-03-15,2001
강남구,11680,202103,개포주공6단지,개포동,53.06,7,5000,120,,2021-03-13,1983
강남구,11680,202103,신동아,수서동,39.51,4,29400,0,,2021-03-15,1992
강남구,11680,202103,미성1차,압구정동,106.48,1,57225,0,,2021-03-15,1982
