범죄대분류,범죄중분류,gu_raw,crime_count,gu_std
지능범죄,증수뢰,서울 양천구,4,양천구
지능범죄,통화,서울 양천구,5,양천구
지능범죄,문서/인장,서울 양천구,130,양천구
지능범죄,유가증권인지,서울 양천구,0,양천구
지능범죄,사기,서울 양천구,2504,양천구
지능범죄,횡령,서울 양천구,463,양천구
지능범죄,배임,서울 양천구,21,양천구
풍속범죄,성풍속범죄,서울 양천구,83,양천구
풍속범죄,도박범죄,서울 양천구,28,양천구
특별경제범죄,특별경제범죄,서울 양천구,720,양천구
마약범죄,마약범죄,서울 양천구,64,양천구
보건범죄,보건범죄,서울 양천구,33,양천구
환경범죄,환경범죄,서울 양천구,1,양천구
교통범죄,교통범죄,서울 양천구,861,양천구
노동범죄,노동범죄,서울 양천구,0,양천구
안보범죄,안보범죄,서울 양천구,2,양천구
선거범죄,선거범죄,서울 양천구,7,양천구
병역범죄,병역범죄,서울 양천구,70,양천구
기타범죄,기타범죄,서울 양천구,1859,양천구
강력범죄,살인기수,서울 강서구,3,강서구
강력범죄,살인미수등,서울 강서구,2,강서구
강력범죄,강도,서울 강서구,6,강서구
강력범죄,강간,서울 강서구,53,강서구
강력범죄,유사강간,서울 강서구,16,강서구
강력범죄,강제추행,서울 강서구,193,강서구
강력범죄,기타 강간/강제추행등,서울 강서구,3,강서구
강력범죄,방화,서울 강서구,12,강서구
절도범죄,절도범죄,서울 강서구,1671,강서구
폭력범죄,상해,서울 강서구,126,강서구
폭력범죄,폭행,서울 강서구,1171,강서구
폭력범죄,체포/감금,서울 강서구,11,강서구
폭력범죄,협박,서울 강서구,269,강서구
폭력범죄,약취/유인,서울 강서구,2,강서구
폭력범죄,폭력행위등,서울 강서구,36,강서구
폭력범죄,공갈,서울 강서구,81,강서구
폭력범죄,손괴,서울 강서구,353,강서구
지능범죄,직무유기,서울 강서구,10,강서구
지능범죄,직권남용,서울 강서구,11,강서구
지능범죄,증수뢰,서울 강서구,5,강서구
지능범죄,통화,서울 강서구,7,강서구
지능범죄,문서/인장,서울 강서구,98,강서구
지능범죄,유가증권인지,서울 강서구,2,강서구
지능범죄,사기,서울 강서구,4236,강서구
지능범죄,횡령,서울 강서구,649,강서구
지능범죄,배임,서울 강서구,41,강서구
풍속범죄,성풍속범죄,서울 강서구,262,강서구
풍속범죄,도박범죄,서울 강서구,69,강서구
특별경제범죄,특별경제범죄,서울 강서구,1115,강서구
마약범죄,마약범죄,서울 강서구,139,강서구
보건범죄,보건범죄,서울 강서구,103,강서구
환경범죄,환경범죄,서울 강서구,8,강서구
교통범죄,교통범죄,서울 강서구,1374,강서구
노동범죄,노동범죄,서울 강서구,4,강서구
안보범죄,안보범죄,서울 강서구,4,강서구
선거범죄,선거범죄,서울 강서구,21,강서구
병역범죄,병역범죄,서울 강서구,94,강서구
기타범죄,기타범죄,서울 강서구,2813,강서구
강력범죄,살인기수,서울 구로구,2,구로구
강력범죄,살인미수등,서울 구로구,5,구로구
강력범죄,강도,서울 구로구,0,구로구
강력범죄,강간,서울 구로구,30,구로구
강력범죄,유사강간,서울 구로구,7,구로구
강력범죄,강제추행,서울 구로구,150,구로구
강력범죄,기타 강간/강제추행등,서울 구로구,0,구로구
강력범죄,방화,서울 구로구,5,구로구
절도범죄,절도범죄,서울 구로구,1572,구로구
폭력범죄,상해,서울 구로구,80,구로구
폭력범죄,폭행,서울 구로구,961,구로구
폭력범죄,체포/감금,서울 구로구,2,구로구
폭력범죄,협박,서울 구로구,175,구로구
폭력범죄,약취/유인,서울 구로구,0,구로구
폭력범죄,폭력행위등,서울 구로구,38,구로구
폭력범죄,공갈,서울 구로구,29,구로구
폭력범죄,손괴,서울 구로구,331,구로구
지능범죄,직무유기,서울 구로구,9,구로구
지능범죄,직권남용,서울 구로구,11,구로구
지능범죄,증수뢰,서울 구로구,0,구로구
지능범죄,통화,서울 구로구,2,구로구
지능범죄,문서/인장,서울 구로구,100,구로구
지능범죄,유가증권인지,서울 구로구,0,구로구
지능범죄,사기,서울 구로구,3199,구로구
지능범죄,횡령,서울 구로구,583,구로구
지능범죄,배임,서울 구로구,20,구로구
풍속범죄,성풍속범죄,서울 구로구,154,구로구
풍속범죄,도박범죄,서울 구로구,35,구로구
특별경제범죄,특별경제범죄,서울 구로구,1017,구로구
마약범죄,마약범죄,서울 구로구,110,구로구
보건범죄,보건범죄,서울 구로구,72,구로구
환경범죄,환경범죄,서울 구로구,0,구로구
교통범죄,교통범죄,서울 구로구,900,구로구
노동범죄,노동범죄,서울 구로구,1,구로구
안보범죄,안보범죄,서울 구로구,1,구로구
선거범죄,선거범죄,서울 구로구,7,구로구
병역범죄,병역범죄,서울 구로구,66,구로구
기타범죄,기타범죄,서울 구로구,2052,구로구
강력범죄,살인기수,서울 금천구,2,금천구
강력범죄,살인미수등,서울 금천구,4,금천구
강력범죄,강도,서울 금천구,3,금천구
강력범죄,강간,서울 금천구,31,금천구
강력범죄,유사강간,서울 금천구,2,금천구
강력범죄,강제추행,서울 금천구,93,금천구
강력범죄,기타 강간/강제추행등,서울 금천구,1,금천구
강력범죄,방화,서울 금천구,5,금천구
절도범죄,절도범죄,서울 금천구,887,금천구
폭력범죄,상해,서울 금천구,74,금천구
폭력범죄,폭행,서울 금천구,548,금천구
폭력범죄,체포/감금,서울 금천구,4,금천구
폭력범죄,협박,서울 금천구,151,금천구
폭력범죄,약취/유인,서울 금천구,0,금천구
폭력범죄,폭력행위등,서울 금천구,18,금천구
폭력범죄,공갈,서울 금천구,13,금천구
폭력범죄,손괴,서울 금천구,184,금천구
지능범죄,직무유기,서울 금천구,5,금천구
지능범죄,직권남용,서울 금천구,3,금천구
지능범죄,증수뢰,서울 금천구,0,금천구
지능범죄,통화,서울 금천구,2,금천구
지능범죄,문서/인장,서울 금천구,67,금천구
지능범죄,유가증권인지,서울 금천구,0,금천구
지능범죄,사기,서울 금천구,3079,금천구
지능범죄,횡령,서울 금천구,373,금천구
지능범죄,배임,서울 금천구,30,금천구
풍속범죄,성풍속범죄,서울 금천구,100,금천구
풍속범죄,도박범죄,서울 금천구,23,금천구
특별경제범죄,특별경제범죄,서울 금천구,802,금천구
마약범죄,마약범죄,서울 금천구,58,금천구
보건범죄,보건범죄,서울 금천구,41,금천구
환경범죄,환경범죄,서울 금천구,1,금천구
교통범죄,교통범죄,서울 금천구,817,금천구
노동범죄,노동범죄,서울 금천구,3,금천구
안보범죄,안보범죄,서울 금천구,1,금천구
선거범죄,선거범죄,서울 금천구,8,금천구
병역범죄,병역범죄,서울 금천구,73,금천구
기타범죄,기타범죄,서울 금천구,1459,금천구
강력범죄,살인기수,서울 영등포구,2,영등포구
강력범죄,살인미수등,서울 영등포구,8,영등포구
강력범죄,강도,서울 영등포구,6,영등포구
강력범죄,강간,서울 영등포구,58,영등포구
강력범죄,유사강간,서울 영등포구,10,영등포구
강력범죄,강제추행,서울 영등포구,212,영등포구
강력범죄,기타 강간/강제추행등,서울 영등포구,1,영등포구
강력범죄,방화,서울 영등포구,3,영등포구
절도범죄,절도범죄,서울 영등포구,1790,영등포구
폭력범죄,상해,서울 영등포구,141,영등포구
폭력범죄,폭행,서울 영등포구,1187,영등포구
폭력범죄,체포/감금,서울 영등포구,8,영등포구
폭력범죄,협박,서울 영등포구,188,영등포구
폭력범죄,약취/유인,서울 영등포구,3,영등포구
폭력범죄,폭력행위등,서울 영등포구,79,영등포구
폭력범죄,공갈,서울 영등포구,38,영등포구
폭력범죄,손괴,서울 영등포구,426,영등포구
지능범죄,직무유기,서울 영등포구,16,영등포구
지능범죄,직권남용,서울 영등포구,12,영등포구
지능범죄,증수뢰,서울 영등포구,5,영등포구
지능범죄,통화,서울 영등포구,9,영등포구
지능범죄,문서/인장,서울 영등포구,131,영등포구
지능범죄,유가증권인지,서울 영등포구,2,영등포구
지능범죄,사기,서울 영등포구,4160,영등포구
지능범죄,횡령,서울 영등포구,825,영등포구
지능범죄,배임,서울 영등포구,58,영등포구
풍속범죄,성풍속범죄,서울 영등포구,194,영등포구
풍속범죄,도박범죄,서울 영등포구,44,영등포구
특별경제범죄,특별경제범죄,서울 영등포구,1080,영등포구
마약범죄,마약범죄,서울 영등포구,146,영등포구
보건범죄,보건범죄,서울 영등포구,92,영등포구
환경범죄,환경범죄,서울 영등포구,0,영등포구
교통범죄,교통범죄,서울 영등포구,1683,영등포구
노동범죄,노동범죄,서울 영등포구,5,영등포구
안보범죄,안보범죄,서울 영등포구,9,영등포구
선거범죄,선거범죄,서울 영등포구,30,영등포구
병역범죄,병역범죄,서울 영등포구,91,영등포구
기타범죄,기타범죄,서울 영등포구,2715,영등포구
강력범죄,살인기수,서울 동작구,1,동작구
강력범죄,살인미수등,서울 동작구,0,동작구
강력범죄,강도,서울 동작구,1,동작구
강력범죄,강간,서울 동작구,20,동작구
강력범죄,유사강간,서울 동작구,7,동작구
강력범죄,강제추행,서울 동작구,152,동작구
강력범죄,기타 강간/강제추행등,서울 동작구,2,동작구
강력범죄,방화,서울 동작구,7,동작구
절도범죄,절도범죄,서울 동작구,1091,동작구
폭력범죄,상해,서울 동작구,78,동작구
폭력범죄,폭행,서울 동작구,701,동작구
폭력범죄,체포/감금,서울 동작구,4,동작구
폭력범죄,협박,서울 동작구,148,동작구
폭력범죄,약취/유인,서울 동작구,3,동작구
폭력범죄,폭력행위등,서울 동작구,11,동작구
폭력범죄,공갈,서울 동작구,44,동작구
폭력범죄,손괴,서울 동작구,198,동작구
지능범죄,직무유기,서울 동작구,4,동작구
지능범죄,직권남용,서울 동작구,4,동작구
지능범죄,증수뢰,서울 동작구,0,동작구
지능범죄,통화,서울 동작구,2,동작구
지능범죄,문서/인장,서울 동작구,54,동작구
지능범죄,유가증권인지,서울 동작구,0,동작구
지능범죄,사기,서울 동작구,2358,동작구
지능범죄,횡령,서울 동작구,569,동작구
지능범죄,배임,서울 동작구,24,동작구
풍속범죄,성풍속범죄,서울 동작구,130,동작구
풍속범죄,도박범죄,서울 동작구,205,동작구
특별경제범죄,특별경제범죄,서울 동작구,628,동작구
마약범죄,마약범죄,서울 동작구,72,동작구
보건범죄,보건범죄,서울 동작구,49,동작구
환경범죄,환경범죄,서울 동작구,2,동작구
교통범죄,교통범죄,서울 동작구,828,동작구
노동범죄,노동범죄,서울 동작구,1,동작구
안보범죄,안보범죄,서울 동작구,3,동작구
선거범죄,선거범죄,서울 동작구,8,동작구
병역범죄,병역범죄,서울 동작구,88,동작구
기타범죄,기타범죄,서울 동작구,1517,동작구
강력범죄,살인기수,서울 관악구,1,관악구
강력범죄,살인미수등,서울 관악구,3,관악구
강력범죄,강도,서울 관악구,3,관악구
강력범죄,강간,서울 관악구,88,관악구
강력범죄,유사강간,서울 관악구,22,관악구
강력범죄,강제추행,서울 관악구,221,관악구
강력범죄,기타 강간/강제추행등,서울 관악구,4,관악구
강력범죄,방화,서울 관악구,11,관악구
절도범죄,절도범죄,서울 관악구,1967,관악구
폭력범죄,상해,서울 관악구,103,관악구
폭력범죄,폭행,서울 관악구,1304,관악구
폭력범죄,체포/감금,서울 관악구,17,관악구
폭력범죄,협박,서울 관악구,265,관악구
폭력범죄,약취/유인,서울 관악구,4,관악구
폭력범죄,폭력행위등,서울 관악구,34,관악구
폭력범죄,공갈,서울 관악구,37,관악구
폭력범죄,손괴,서울 관악구,403,관악구
지능범죄,직무유기,서울 관악구,9,관악구
지능범죄,직권남용,서울 관악구,15,관악구
지능범죄,증수뢰,서울 관악구,1,관악구
지능범죄,통화,서울 관악구,2,관악구
지능범죄,문서/인장,서울 관악구,106,관악구
지능범죄,유가증권인지,서울 관악구,1,관악구
지능범죄,사기,서울 관악구,4753,관악구
지능범죄,횡령,서울 관악구,871,관악구
지능범죄,배임,서울 관악구,35,관악구
풍속범죄,성풍속범죄,서울 관악구,298,관악구
풍속범죄,도박범죄,서울 관악구,40,관악구
특별경제범죄,특별경제범죄,서울 관악구,1285,관악구
마약범죄,마약범죄,서울 관악구,173,관악구
보건범죄,보건범죄,서울 관악구,73,관악구
환경범죄,환경범죄,서울 관악구,1,관악구
교통범죄,교통범죄,서울 관악구,1125,관악구
노동범죄,노동범죄,서울 관악구,6,관악구
안보범죄,안보범죄,서울 관악구,0,관악구
선거범죄,선거범죄,서울 관악구,17,관악구
병역범죄,병역범죄,서울 관악구,228,관악구
기타범죄,기타범죄,서울 관악구,3013,관악구
강력범죄,살인기수,서울 서초구,4,서초구
강력범죄,살인미수등,서울 서초구,6,서초구
강력범죄,강도,서울 서초구,5,서초구
강력범죄,강간,서울 서초구,52,서초구
강력범죄,유사강간,서울 서초구,13,서초구
강력범죄,강제추행,서울 서초구,295,서초구
강력범죄,기타 강간/강제추행등,서울 서초구,1,서초구
강력범죄,방화,서울 서초구,8,서초구
절도범죄,절도범죄,서울 서초구,1587,서초구
폭력범죄,상해,서울 서초구,71,서초구
폭력범죄,폭행,서울 서초구,1091,서초구
폭력범죄,체포/감금,서울 서초구,13,서초구
폭력범죄,협박,서울 서초구,182,서초구
폭력범죄,약취/유인,서울 서초구,6,서초구
폭력범죄,폭력행위등,서울 서초구,35,서초구
폭력범죄,공갈,서울 서초구,58,서초구
폭력범죄,손괴,서울 서초구,356,서초구
지능범죄,직무유기,서울 서초구,34,서초구
지능범죄,직권남용,서울 서초구,20,서초구
지능범죄,증수뢰,서울 서초구,9,서초구
지능범죄,통화,서울 서초구,11,서초구
지능범죄,문서/인장,서울 서초구,205,서초구
지능범죄,유가증권인지,서울 서초구,4,서초구
지능범죄,사기,서울 서초구,4722,서초구
지능범죄,횡령,서울 서초구,1024,서초구
지능범죄,배임,서울 서초구,92,서초구
풍속범죄,성풍속범죄,서울 서초구,196,서초구
풍속범죄,도박범죄,서울 서초구,20,서초구
특별경제범죄,특별경제범죄,서울 서초구,1661,서초구
마약범죄,마약범죄,서울 서초구,220,서초구
보건범죄,보건범죄,서울 서초구,137,서초구
환경범죄,환경범죄,서울 서초구,1,서초구
교통범죄,교통범죄,서울 서초구,1787,서초구
노동범죄,노동범죄,서울 서초구,4,서초구
안보범죄,안보범죄,서울 서초구,1,서초구
선거범죄,선거범죄,서울 서초구,13,서초구
병역범죄,병역범죄,서울 서초구,128,서초구
기타범죄,기타범죄,서울 서초구,3166,서초구
강력범죄,살인기수,서울 강남구,3,강남구
강력범죄,살인미수등,서울 강남구,13,강남구
강력범죄,강도,서울 강남구,17,강남구
강력범죄,강간,서울 강남구,161,강남구
강력범죄,유사강간,서울 강남구,42,강남구
강력범죄,강제추행,서울 강남구,428,강남구
강력범죄,기타 강간/강제추행등,서울 강남구,4,강남구
강력범죄,방화,서울 강남구,9,강남구
절도범죄,절도범죄,서울 강남구,2094,강남구
폭력범죄,상해,서울 강남구,246,강남구
폭력범죄,폭행,서울 강남구,1900,강남구
폭력범죄,체포/감금,서울 강남구,27,강남구
폭력범죄,협박,서울 강남구,348,강남구
폭력범죄,약취/유인,서울 강남구,8,강남구
폭력범죄,폭력행위등,서울 강남구,76,강남구
폭력범죄,공갈,서울 강남구,119,강남구
폭력범죄,손괴,서울 강남구,611,강남구
지능범죄,직무유기,서울 강남구,13,강남구
지능범죄,직권남용,서울 강남구,23,강남구
지능범죄,증수뢰,서울 강남구,12,강남구
지능범죄,통화,서울 강남구,14,강남구
지능범죄,문서/인장,서울 강남구,250,강남구
지능범죄,유가증권인지,서울 강남구,6,강남구
지능범죄,사기,서울 강남구,10554,강남구
지능범죄,횡령,서울 강남구,1627,강남구
지능범죄,배임,서울 강남구,207,강남구
풍속범죄,성풍속범죄,서울 강남구,391,강남구
풍속범죄,도박범죄,서울 강남구,126,강남구
특별경제범죄,특별경제범죄,서울 강남구,2982,강남구
마약범죄,마약범죄,서울 강남구,817,강남구
보건범죄,보건범죄,서울 강남구,411,강남구
환경범죄,환경범죄,서울 강남구,1,강남구
교통범죄,교통범죄,서울 강남구,2991,강남구
노동범죄,노동범죄,서울 강남구,10,강남구
안보범죄,안보범죄,서울 강남구,6,강남구
선거범죄,선거범죄,서울 강남구,14,강남구
병역범죄,병역범죄,서울 강남구,193,강남구
기타범죄,기타범죄,서울 강남구,4951,강남구
강력범죄,살인기수,서울 송파구,4,송파구
강력범죄,살인미수등,서울 송파구,1,송파구
강력범죄,강도,서울 송파구,3,송파구
강력범죄,강간,서울 송파구,71,송파구
강력범죄,유사강간,서울 송파구,8,송파구
강력범죄,강제추행,서울 송파구,236,송파구
강력범죄,기타 강간/강제추행등,서울 송파구,1,송파구
강력범죄,방화,서울 송파구,10,송파구
절도범죄,절도범죄,서울 송파구,2500,송파구
폭력범죄,상해,서울 송파구,119,송파구
폭력범죄,폭행,서울 송파구,1374,송파구
폭력범죄,체포/감금,서울 송파구,15,송파구
폭력범죄,협박,서울 송파구,293,송파구
폭력범죄,약취/유인,서울 송파구,2,송파구
폭력범죄,폭력행위등,서울 송파구,32,송파구
폭력범죄,공갈,서울 송파구,91,송파구
폭력범죄,손괴,서울 송파구,420,송파구
지능범죄,직무유기,서울 송파구,12,송파구
지능범죄,직권남용,서울 송파구,18,송파구
지능범죄,증수뢰,서울 송파구,3,송파구
지능범죄,통화,서울 송파구,13,송파구
지능범죄,문서/인장,서울 송파구,197,송파구
지능범죄,유가증권인지,서울 송파구,3,송파구
지능범죄,사기,서울 송파구,5184,송파구
지능범죄,횡령,서울 송파구,1099,송파구
지능범죄,배임,서울 송파구,82,송파구
풍속범죄,성풍속범죄,서울 송파구,243,송파구
풍속범죄,도박범죄,서울 송파구,40,송파구
특별경제범죄,특별경제범죄,서울 송파구,1028,송파구
마약범죄,마약범죄,서울 송파구,154,송파구
보건범죄,보건범죄,서울 송파구,128,송파구
환경범죄,환경범죄,서울 송파구,1,송파구
교통범죄,교통범죄,서울 송파구,1767,송파구
노동범죄,노동범죄,서울 송파구,6,송파구
안보범죄,안보범죄,서울 송파구,31,송파구
선거범죄,선거범죄,서울 송파구,8,송파구
병역범죄,병역범죄,서울 송파구,91,송파구
기타범죄,기타범죄,서울 송파구,3033,송파구
강력범죄,살인기수,서울 강동구,0,강동구
강력범죄,살인미수등,서울 강동구,3,강동구
강력범죄,강도,서울 강동구,4,강동구
강력범죄,강간,서울 강동구,24,강동구
강력범죄,유사강간,서울 강동구,9,강동구
강력범죄,강제추행,서울 강동구,133,강동구
강력범죄,기타 강간/강제추행등,서울 강동구,0,강동구
강력범죄,방화,서울 강동구,5,강동구
절도범죄,절도범죄,서울 강동구,1662,강동구
폭력범죄,상해,서울 강동구,96,강동구
폭력범죄,폭행,서울 강동구,909,강동구
폭력범죄,체포/감금,서울 강동구,3,강동구
폭력범죄,협박,서울 강동구,172,강동구
폭력범죄,약취/유인,서울 강동구,6,강동구
폭력범죄,폭력행위등,서울 강동구,22,강동구
폭력범죄,공갈,서울 강동구,38,강동구
폭력범죄,손괴,서울 강동구,273,강동구
지능범죄,직무유기,서울 강동구,6,강동구
지능범죄,직권남용,서울 강동구,5,강동구
지능범죄,증수뢰,서울 강동구,1,강동구
지능범죄,통화,서울 강동구,2,강동구
지능범죄,문서/인장,서울 강동구,76,강동구
지능범죄,유가증권인지,서울 강동구,0,강동구
지능범죄,사기,서울 강동구,2876,강동구
지능범죄,횡령,서울 강동구,456,강동구
지능범죄,배임,서울 강동구,19,강동구
풍속범죄,성풍속범죄,서울 강동구,155,강동구
풍속범죄,도박범죄,서울 강동구,35,강동구
특별경제범죄,특별경제범죄,서울 강동구,1034,강동구
마약범죄,마약범죄,서울 강동구,68,강동구
보건범죄,보건범죄,서울 강동구,42,강동구
환경범죄,환경범죄,서울 강동구,2,강동구
교통범죄,교통범죄,서울 강동구,1028,강동구
노동범죄,노동범죄,서울 강동구,2,강동구
안보범죄,안보범죄,서울 강동구,3,강동구
선거범죄,선거범죄,서울 강동구,11,강동구
병역범죄,병역범죄,서울 강동구,100,강동구
기타범죄,기타범죄,서울 강동구,1987,강동구
